"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093817","1948-01","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","0.0","0","0.0","1,X","10",",X","3",",X","1",",X","10",",X","1",",X","5","1,X","27","1,X","14",",X","0",",X","0",",X","6","","","","1","","-20.0","1,X,28,","51",",,X,28,+","51",",,X,22,","29.7",",,X,01,","16.7",",X,01,","","","","","653.2",",X","","","","","51.4",",,,X","","","129",",,,X","-3.52","1,X","1.47",",,,X","-8.51","1,,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093817","1948-02","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","0.0","0","0.0",",X","12",",X","8",",X","0",",X","8",",X","2",",X","0",",X","22",",X","5",",X","1",",X","0",",X","17","","","","","","-16.1",",X,06,","152",",,X,06,","168",",,X,05,","15.0",",,X,05,","21.7",",X,27,","","","","","482.9",",X","","","","","82.9",",,,X","","","288",",,,X","1.68",",X","7.08",",,,X","-3.72",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093817","1948-03","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","3.9","0","3.9",",X","14",",X","10",",X","1",",X","0",",X","0",",X","0",",X","13",",X","2",",X","6",",X","0",",X","10","","","","4","","-11.7",",X,12,","0",",T,X,11,","15",",,X,11,","27.9",",,X,26,","27.2",",X,20,+","","","","","315.7",",X","","","","","95.9",",,,X","","","15",",,,X","8.27",",X","14.12",",,,X","2.43",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093817","1948-04","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","32.6","0","28.7",",0","6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","9","","","","7","","-1.1",",0,03,+","0",",,0,30,+","0",",,0,30,+","56.1",",,0,12,","29.4",",0,25,","145.2",",,,0","","","141.5",",0","","","","","101.1",",,,0","","","0",",,,0","14.57",",0","21.20",",,,0","7.94",",,,0","","","","","","","","","","","","","3780",",,,0","","","","","","","","","",""
"USW00093817","1948-05","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","58.5","0","25.9",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","7","","","","8","","5.6",",0,05,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,12,","29.4",",0,29,+","157.7",",,,0","","","46.4",",0","","","","","106.5",",,,0","","","0",",,,0","17.67",",0","23.96",",,,0","11.38",",,,0","","","","","","","","","","","","","2952",",,,0","","","","","","","","","",""
"USW00093817","1948-06","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","215.3","0","156.8",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","5","","","","9","","8.3",",0,01,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,06,","34.4",",0,24,","205.5",",,,0","","","1.1",",0","","","","","47.0",",,,0","","","0",",,,0","23.52",",0","30.26",",,,0","16.78",",,,0","","","","","","","","","","","","","3064",",,,0","","","","","","","","","",""
"USW00093817","1948-07","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","429.9","0","214.6",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","12","","","","12","","11.1",",0,02,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,20,","35.0",",0,04,","190.4",",,,0","0.0","0","0.0",",0","","","","","129.5",",,,0","","","0",",,,0","25.26",",0","31.24",",,,0","19.28",",,,0","","","","","","","","","","","","","2367",",,,0","","","","","","","","","",""
"USW00093817","1948-08","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","603.5","0","173.6",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","15","","","","8","","11.1",",0,06,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,13,","36.7",",0,24,","179.7",",,,0","0.0","0","0.0",",0","","","","","41.4",",,,0","","","0",",,,0","23.93",",0","30.91",",,,0","16.95",",,,0","","","","","","","","","","","","","1508",",,,0","","","","","","","","","",""
"USW00093817","1948-09","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","696.9","0","93.4",",0","7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","11","","","","2","","8.9",",0,24,","0",",,0,30,+","0",",,0,30,+","38.6",",,0,28,","33.3",",0,20,","148.6",",,,0","11.9","0","11.9",",0","","","","","110.0",",,,0","","","0",",,,0","21.05",",0","27.29",",,,0","14.81",",,,0","","","","","","","","","","","","","2800",",,,0","","","","","","","","","",""
"USW00093817","1948-10","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","","","696.9","0","0.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","11",",0","0",",0","17","","","","1","","-3.3",",0,18,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,16,","25.6",",0,30,+","79.5",",,,0","187.9","0","176.0",",0","","","","","59.7",",,,0","","","0",",,,0","12.66",",0","19.54",",,,0","5.77",",,,0","","","","","","","","","","","","","2233",",,,0","","","","","","","","","",""
