"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00026855","1894-12","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","18","2,I","3","2,I","0","2,I","","","","","","","","","","","","","","","","","8.1","2,,I,09,","","","","","","","30.4","2,,,I","","","","","",""
"BOM00026855","1895-02","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","14","5,I","3","5,I","0","5,I","","","","","","","","","","","","","","","","","3.6","5,,I,12,","","","","","","","21.0","5,,,I","","","","","",""
"BOM00026855","1895-03","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","9.4",",,I,08,","","","","","","","35.5",",,,I","","","","","",""
"BOM00026855","1895-04","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","10",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","5.5",",,I,08,","","","","","","","15.7",",,,I","","","","","",""
"BOM00026855","1895-05","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","10",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","32.7",",,I,19,","","","","","","","58.5",",,,I","","","","","",""
"BOM00026855","1895-06","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","15",",I","9",",I","1",",I","","","","","","","","","","","","","","","","","32.4",",,I,14,","","","","","","","105.9",",,,I","","","","","",""
"BOM00026855","1895-07","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","15",",I","12",",I","1",",I","","","","","","","","","","","","","","","","","40.3",",,I,23,","","","","","","","133.7",",,,I","","","","","",""
"BOM00026855","1895-08","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","14","2,I","8","2,I","0","2,I","","","","","","","","","","","","","","","","","18.4","2,,I,08,","","","","","","","89.3","2,,,I","","","","","",""
"BOM00026855","1895-09","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","13",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","7.2",",,I,17,+","","","","","","","33.5",",,,I","","","","","",""
"BOM00026855","1895-10","53.45","28.133","177.0","MARIYNA GORKA, BO","","","","","17",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","20.4",",,I,25,","","","","","","","87.2",",,,I","","","","","",""
