"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00394766","1972-02","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","0.0",",0","3",",0","0",",0","0",",0","","","3",",0","10",",0","29",",0","18",",0","0",",0","0",",0","-24.4",",0,04,+","","","56",",,0,08,","0.8",",,0,08,","11.1",",0,29,","","","","","808.9",",0","","","","","1.6",",,,0","160",",,,0","-9.56",",0","-3.81",",,,0","-15.31",",,,0","",""
"USC00394766","1972-03","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","5",",0","28",",0","6",",0","0",",0","0",",0","-20.0",",0,06,+","0",",,0,31,+","0",",,0,31,+","5.1",",,0,17,","17.8",",0,19,","","","","","575.4",",0","","","","","15.7",",,,0","0",",,,0","-0.23",",0","5.97",",,,0","-6.43",",,,0","",""
"USC00394766","1972-04","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","3",",0","0",",0","-6.7",",0,03,+","0",",,0,30,+","8",",,0,03,","16.5",",,0,27,","23.9",",0,06,","","","","","349.3",",0","","","","","66.3",",,,0","8",",,,0","6.69",",0","12.96",",,,0","0.42",",,,0","",""
"USC00394766","1972-05","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","29.4",",0","18",",0","12",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","-1.7",",0,07,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,01,","30.6",",0,22,+","","","","","143.2",",0","","","","","117.7",",,,0","0",",,,0","14.66",",0","20.44",",,,0","8.89",",,,0","",""
"USC00394766","1972-06","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","51.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","5.0",",0,21,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,07,","32.2",",0,30,+","196.0",",,,0","","","20.0",",0","13.63",",,,0","29.41",",,,0","65.2",",,,0","0",",,,0","19.37",",0","26.57",",,,0","12.17",",,,0","4381",",,,0"
"USC00394766","1972-07","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","112.6",",0","13",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","8.3",",0,05,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,26,","36.1",",0,11,","197.3","4,,,0","6.1","0","6.1",",0","15.64",",,,0","30.01",",,,0","108.8",",,,0","0",",,,0","21.77",",0","29.00",",,,0","14.54",",,,0","4076",",,,0"
"USC00394766","1972-08","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","145.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","9.4",",0,26,+","0",",,0,31,+","0",",,0,31,+","5.8",",,0,03,","37.8",",0,14,","226.5",",,,0","18.4","0","12.3",",0","16.06",",,,0","29.45",",,,0","9.1",",,,0","0",",,,0","22.61",",0","29.79",",,,0","15.43",",,,0","4180",",,,0"
"USC00394766","1972-09","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","31.8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","1.7",",0,26,","0",",,0,30,+","0",",,0,30,+","3.0",",,0,01,","33.9",",0,20,","229.4",",,,0","100.4","0","82.0",",0","9.72",",,,0","23.18",",,,0","8.3",",,,0","0",",,,0","16.66",",0","24.52",",,,0","8.80",",,,0","5846",",,,0"
"USC00394766","1972-10","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","0.0",",0","7",",0","4",",0","0",",0","0","1,0","1",",0","0",",0","10",",0","0",",0","8",",0","0",",0","-8.9",",0,29,","0","1,,0,31,+","51",",,0,31,","14.2",",,0,06,","27.2",",0,02,","","","422.5","0","322.1",",0","","","","","39.1",",,,0","51",",,,0","7.94",",0","14.88",",,,0","1.00",",,,0","",""
"USC00394766","1972-11","44.06426","-99.46062","444.4","LAKE SHARPE PROJECT, SD US","","","0.0",",0","2",",0","1",",0","1",",0","","","1",",0","0",",0","29",",0","8",",0","0",",0","0",",0","-10.6",",0,24,+","","","25",",,0,12,","30.2",",,0,02,","11.7",",0,09,","","","989.4","0","566.9",",0","","","","","31.0",",,,0","25",",,,0","-0.56",",0","3.51",",,,0","-4.63",",,,0","",""
