"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094973","1996-07","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","","","11.5",",M","","","","","","","0",",M","0",",M","0",",M","24",",M","0",",M","","","","","","","2.2",",M,10,","","","28.9",",M,05,","66.3","M","66.3",",M","","","16.56",",M","23.19",",,,M","9.94",",,,M","","","","","","","",""
"USW00094973","1996-08","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","","","21.7",",M","","","","","","","0",",M","0",",M","0",",M","31",",M","0",",M","","","","","","","3.9",",M,28,+","","","31.1",",M,06,","111.5","M","45.2",",M","","","17.57",",M","25.42",",,,M","9.73",",,,M","","","","","","","",""
"USW00094973","1996-09","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","","","15.6",",M","","","","","","","0",",M","5",",M","0",",M","11",",M","0",",M","","","","","","","-1.1",",M,13,","","","27.2",",M,06,+","282.3","M","170.8",",M","","","13.16",",M","19.20",",,,M","7.12",",,,M","","","","","","","",""
"USW00094973","1996-10","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","","","0.0","1,M","","","","","","","0","1,M","18","1,M","1",",M","3",",M","0",",M","","","","","","","-11.1","1,M,31,","","","24.4",",M,01,","637.2","M","354.9",",M","","","6.68","1,M","13.60",",,,M","-0.24","1,,,M","","","","","","","",""
"USW00094973","1996-11","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","","","0.0",",M","","","","","","","7",",M","27",",M","19",",M","0",",M","0",",M","","","","","","","-22.8",",M,27,","","","11.1",",M,03,","1342.1","M","704.9",",M","","","-5.17",",M","-0.86",",,,M","-9.47",",,,M","","","","","","","",""
"USW00094973","1996-12","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","","","0.0",",M","","","","","","","11",",M","31",",M","29",",M","0",",M","0",",M","","","","","","","-35.6",",M,26,","","","1.1",",M,12,+","2239.0","M","896.9",",M","","","-10.60",",M","-6.07",",,,M","-15.12",",,,M","","","","","","","",""
"USW00094973","1997-01","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0",",M","","","","","","","17",",M","31",",M","28",",M","0",",M","0",",M","","","","","","","-37.8",",M,26,","","","2.8",",M,21,","3231.3","M","992.3",",M","","","-13.68",",M","-8.23",",,,M","-19.13",",,,M","","","","","","","",""
"USW00094973","1997-02","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0",",M","","","","","","","12",",M","28",",M","21",",M","0",",M","0",",M","","","","","","","-30.6",",M,16,","","","9.4",",M,18,","4008.0","M","776.7",",M","","","-9.41",",M","-2.67",",,,M","-16.14",",,,M","","","","","","","",""
"USW00094973","1997-03","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0",",M","","","","","","","5",",M","30",",M","8",",M","0",",M","0",",M","","","","","","","-27.2",",M,16,","","","15.6",",M,27,","4699.2","M","691.2",",M","","","-3.96",",M","1.78",",,,M","-9.71",",,,M","","","","","","","",""
"USW00094973","1997-04","46.02611","-91.44417","367.0","HAYWARD MUNICIPAL AIRPORT, WI US","","","0.0","M","0.0","1,M","","","","","","","0","1,M","21","1,M","2","1,M","0","1,M","0","1,M","","","","","","","-14.4","1,M,08,","","","19.4","1,M,29,","5119.6","M","420.4","1,M","","","3.84","1,M","10.67","1,,,M","-3.00","1,,,M","","","","","","","",""
