"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00400487","2000-08","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","4",",0","3",",0","0",",0","0","4,0","0","1,0","","","","","0","3,0","28","3,0","7","3,0","8","","5","","","","0","4,,0,31,+","0","1,,0,31,+","20.8",",,0,27,","34.4","3,0,17,+","","","","","43.2",",,,0","0","1,,,0","","","30.38","3,,,0","",""
"USC00400487","2000-09","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","5",",0","4",",0","2",",0","0",",0","0",",0","","","","","0","1,0","28","1,0","0","1,0","7","","5","","","","0",",,0,30,+","0",",,0,30,+","36.6",",,0,25,","31.1","1,0,01,","","","","","87.5",",,,0","0",",,,0","","","27.19","1,,,0","",""
"USC00400487","2000-10","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","0","4,0","23","4,0","0","4,0","6","","1","","","","0",",,0,31,+","0",",,0,31,+","2.5",",,0,25,","27.8","4,0,04,+","","","","","2.5",",,,0","0",",,,0","","","23.19","4,,,0","",""
"USC00400487","2000-11","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","9",",0","5",",0","2",",0","0",",0","0","1,0","","","","","0","2,0","5","2,0","0","2,0","3","","1","","","","0",",,0,30,+","0","1,,0,30,+","46.2",",,0,09,","24.4","2,0,03,+","","","","","109.2",",,,0","0","1,,,0","","","13.29","2,,,0","",""
"USC00400487","2000-12","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","9",",0","5",",0","1",",0","9",",0","3","1,0","","","","","10","2,0","0","2,0","0","2,0","","","","","","","102",",,0,21,+","64","1,,0,19,","35.1",",,0,16,","15.6","2,0,16,","","","","","85.5",",,,0","173","1,,,0","","","3.00","2,,,0","",""
"USC00400487","2001-01","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","10",",0","9",",0","0",",0","3",",0","2",",0","","","","","3","4,0","0","4,0","0","4,0","3","","","","","","25",",,0,20,+","25",",,0,20,+","14.5",",,0,29,","16.1","4,0,30,","","","","","64.7",",,,0","50",",,,0","","","6.07","4,,,0","",""
"USC00400487","2001-02","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","10",",0","9",",0","3",",0","0",",0","0",",0","","","","","0","4,0","1","4,0","0","4,0","5","","","","","","0",",,0,28,+","0",",,0,28,+","59.7",",,0,16,","22.2","4,0,09,","","","","","239.6",",,,0","0",",,,0","","","13.15","4,,,0","",""
"USC00400487","2001-03","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","11",",0","11",",0","0",",0","1","2,0","0",",0","","","","","0","3,0","0","3,0","0","3,0","2","","1","","","","25","2,,0,06,","3",",,0,06,","21.1",",,0,29,+","18.9","3,0,04,","","","","","115.3",",,,0","3",",,,0","","","12.37","3,,,0","",""
"USC00400487","2001-04","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","0","1,0","20","1,0","0","1,0","3","","2","","","","0",",,0,30,+","0",",T,0,17,","22.9",",,0,12,","31.1","1,0,10,","","","","","65.3",",,,0","0",",T,,0","","","22.60","1,,,0","",""
"USC00400487","2001-05","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","12",",0","10",",0","2",",0","0",",0","0",",0","","","","","0",",0","27",",0","0",",0","6","","6","","","","0",",,0,31,+","0",",,0,31,+","57.7",",,0,21,","31.1",",0,18,","","","","","150.9",",,,0","0",",,,0","","","25.16",",,,0","",""
"USC00400487","2001-06","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","11",",0","6",",0","2",",0","0",",0","0","1,0","","","","","","","","","","","6","","5","","","","0",",,0,30,+","0","1,,0,30,+","43.9",",,0,22,","","","","","","","113.8",",,,0","0","1,,,0","","","","","",""
"USC00400487","2001-07","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","14",",0","10",",0","5",",0","0",",0","0",",0","","","","","0",",0","31",",0","2",",0","16","","11","","","","0",",,0,31,+","0",",,0,31,+","38.1",",,0,29,","33.3",",0,24,","","","","","218.1",",,,0","0",",,,0","","","29.00",",,,0","",""
"USC00400487","2001-08","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","12",",0","8",",0","3",",0","0",",0","0",",0","","","","","0",",0","31",",0","2",",0","10","","7","","","","0",",,0,31,+","0",",,0,31,+","60.2",",,0,11,","32.8",",0,06,","","","","","165.8",",,,0","0",",,,0","","","29.32",",,,0","",""
"USC00400487","2001-09","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","6",",0","6",",0","2",",0","0",",0","0",",0","","","","","0","1,0","23","1,0","0","1,0","10","","1","","","","0",",,0,30,+","0",",,0,30,+","45.7",",,0,23,","30.6","1,0,06,","","","","","127.0",",,,0","0",",,,0","","","24.75","1,,,0","",""
"USC00400487","2001-10","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","0",",0","15",",0","0",",0","5","","1","","","","0",",,0,31,+","0",",,0,31,+","12.2",",,0,14,","27.2",",0,24,","","","","","36.2",",,,0","0",",,,0","","","19.55",",,,0","",""
"USC00400487","2001-11","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","0","1,0","6","1,0","0","1,0","2","","","","","","0",",,0,30,+","0",",,0,30,+","17.3",",,0,24,","23.9","1,0,02,","","","","","47.8",",,,0","0",",,,0","","","18.44","1,,,0","",""
"USC00400487","2001-12","36.35667","-83.35444","390.1","BEAN STATION 3 NW, TN US","","","9",",0","8",",0","1",",0","0",",0","0","1,0","","","","","3","2,0","0","2,0","0","2,0","6","","","","","","0",",,0,31,+","0","1,,0,31,+","30.0",",,0,10,","20.6","2,0,06,","","","","","136.4",",,,0","0","1,,,0","","","10.59","2,,,0","",""
