"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00070326","1930-01","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","3",",a","0",",a","0",",a","","","","","","","","","","","","","2.0",",,a,03,","","","","","2.8",",,,a","","","","","",""
"ASN00070326","1930-03","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","6",",a","4",",a","0",",a","","","","","","","","","","","","","10.7",",,a,17,","","","","","23.9",",,,a","","","","","",""
"ASN00070326","1930-04","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","5",",a","2",",a","0",",a","","","","","","","","","","","","","12.7",",,a,25,","","","","","19.8",",,,a","","","","","",""
"ASN00070326","1930-05","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","10",",a","6",",a","1",",a","","","","","","","","","","","","","29.2",",,a,14,","","","","","62.4",",,,a","","","","","",""
"ASN00070326","1930-06","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","12",",a","8",",a","3",",a","","","","","","","","","","","","","151.4",",,a,03,","","","","","247.0",",,,a","","","","","",""
"ASN00070326","1930-07","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","10",",a","4",",a","0",",a","","","","","","","","","","","","","6.4",",,a,29,","","","","","25.1",",,,a","","","","","",""
"ASN00070326","1930-08","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","12",",a","6",",a","1",",a","","","","","","","","","","","","","35.1",",,a,04,","","","","","72.3",",,,a","","","","","",""
"ASN00070326","1930-09","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","10",",a","6",",a","0",",a","","","","","","","","","","","","","13.2",",,a,23,","","","","","43.4",",,,a","","","","","",""
"ASN00070326","1930-10","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","13",",a","9",",a","1",",a","","","","","","","","","","","","","34.0",",,a,12,","","","","","122.4",",,,a","","","","","",""
"ASN00070326","1930-11","-37.1475","149.1496","790.0","CRAIGIE BONDI FOREST LODGE, AS","","","12",",a","7",",a","0",",a","","","","","","","","","","","","","17.8",",,a,18,","","","","","56.2",",,,a","","","","","",""
