"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00247267","1921-05","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","","","","","","","","","","","0",",","0",",6","","","","","","","","","","","1.1",",6,12,","","","","","","","","","","","","","","","","","","","","","","","7.40",",,,6"
"USC00247267","1921-07","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,6,15,","","","2028.0","2,,,6","","","","","45.5",",,,6","","","","","","","",""
"USC00247267","1921-08","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","3.3",",,6,18,","","","","","","","","","6.8",",,,6","","","","","","","",""
"USC00247267","1921-09","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","5.9","2,6","11",",6","4",",6","0",",6","","","","","0","2,6","1","2,6","0",",6","17",",6","1",",6","","","","","0.0","2,6,10,","","","","","20.3",",,6,10,","34.4",",6,01,","","","","","162.1",",6","60.1",",,,6","","","12.54","2,6","19.38",",,,6","5.70","2,,,6"
"USC00247267","1921-10","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","1",",6","0",",6","0",",6","","","","","0",",6","17",",6","","","","","","","","","","","-5.6",",6,31,+","","","","","1.8",",,6,21,","","","","","","","","","1.8",",,,6","","","","","","","-0.02",",,,6"
"USC00247267","1922-04","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","0.0","5,6","11",",6","4",",6","0",",6","","","","","0","4,6","2","4,6","0","1,6","16","1,6","1","1,6","","","","","0.0","4,6,11,+","","","","","20.3",",,6,10,","34.4","1,6,01,","1852.5",",,,6","","","158.7","1,6","60.1",",,,6","","","12.18","5,6","19.18","1,,,6","5.17","4,,,6"
"USC00247267","1922-05","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","","","","","","","","","","","0",",","0",",6","","","","","","","","","","","1.1",",6,12,","","","","","","","","","2063.7",",,,6","","","","","","","","","","","","","7.04",",,,6"
"USC00247267","1922-06","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","53.2",",6","9",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","3",",6","","","","","5.6",",6,02,","","","","","12.2",",,6,21,","32.8",",6,14,","","","","","37.5",",6","46.2",",,,6","","","18.86",",6","26.10",",,,6","11.61",",,,6"
"USC00247267","1922-07","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","67.7",",6","8",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","7",",6","","","","","8.3",",6,11,+","","","","","7.6",",,6,11,","33.9",",6,31,+","1668.3","3,,,6","12.0","6","12.0",",6","16.8",",,,6","","","20.13",",6","27.85",",,,6","12.41",",,,6"
"USC00247267","1922-08","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","128.9",",6","6",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","14",",6","","","","","8.3",",6,25,","","","","","3.8",",,6,04,","35.6",",6,02,","","","12.0","6","0.0",",6","10.7",",,,6","","","22.49",",6","31.85",",,,6","13.13",",,,6"
"USC00247267","1922-09","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","6.6",",,6,13,+","","","","","","","","","14.0",",,,6","","","","","","","",""
"USC00247267","1922-10","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","0.8",",,6,15,","","","","","","","","","0.8",",,,6","","","","","","","",""
"USC00247267","1922-11","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.5",",,6,30,","","","","","","","","","2.5",",,,6","","","","","","","",""
"USC00247267","1922-12","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","3",",6","1",",6","0",",6","","","","","20","2,","29","2,6","","","","","","","","","","","-42.8","2,6,17,","","","","","3.6",",,6,07,","","","","","","","","","5.4",",,,6","","","","","","","-23.73","2,,,6"
"USC00247267","1923-01","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","","","","","","","","","","","16",",","31",",6","","","","","","","","","","","-31.7",",6,30,","","","","","","","","","","","","","","","","","","","","","","","-17.89",",,,6"
"USC00247267","1923-02","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","3",",6","0",",6","0",",6","","","","","18","1,","27","1,6","","","","","","","","","","","-37.2","1,6,14,","","","","","0.8",",,6,25,+","","","","","","","","","1.9",",,,6","","","","","","","-20.84","1,,,6"
"USC00247267","1923-03","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","","","","","","","","","","","3","3,","27","3,6","","","","","","","","","","","-21.7","3,6,17,","","","","","","","","","","","","","","","","","","","","","","","-9.50","3,,,6"
"USC00247267","1923-04","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","6.6",",,6,30,","","","","","","","","","8.7",",,,6","","","","","","","",""
"USC00247267","1923-05","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","6.9","2,6","7",",6","5",",6","1",",6","","","","","0","2,6","4","2,6","0","2,6","11","2,6","0","2,6","","","","","-6.1","2,6,08,","","","","","42.7",",,6,30,","31.1","2,6,28,+","","","","","177.2","2,6","85.6",",,,6","","","12.46","2,6","19.83","2,,,6","5.10","2,,,6"
"USC00247267","1923-07","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","30.2",",,6,05,","","","","","","","","","72.9",",,,6","","","","","","","",""
"USC00247267","1923-10","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","1.8",",,6,10,","","","","","","","","","1.8",",,,6","","","","","","","",""
"USC00247267","1924-04","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.8",",,6,27,+","","","","","","","","","7.1",",,,6","","","","","","","",""
"USC00247267","1924-05","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","31.8",",,6,05,","","","","","","","","","51.7",",,,6","","","","","","","",""
"USC00247267","1924-06","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","7",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","46.7",",,6,09,","","","","","","","","","106.6",",,,6","","","","","","","",""
"USC00247267","1924-07","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","11.2",",,6,19,","","","","","","","","","20.6",",,,6","","","","","","","",""
"USC00247267","1924-08","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","3",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","34.0",",,6,06,","","","","","","","","","63.0",",,,6","","","","","","","",""
"USC00247267","1924-09","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","15.0",",,6,26,","","","","","","","","","25.2",",,,6","","","","","","","",""
"USC00247267","1924-10","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","39.6",",,6,12,","","","","","","","","","39.6",",,,6","","","","","","","",""
"USC00247267","1925-04","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","2",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","29.2",",,6,23,","","","","","","","","","31.5",",,,6","","","","","","","",""
"USC00247267","1925-05","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","3.8",",,6,15,","","","","","","","","","8.2",",,,6","","","","","","","",""
"USC00247267","1925-07","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","30.2",",,6,05,","","","","","","","","","72.9",",,,6","","","","","","","",""
"USC00247267","1953-01","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00247267","1953-02","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","4",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","5.1",",,0,15,","","","","","","","","","6.9",",,,0","","","","","","","",""
"USC00247267","1953-03","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","6",",0","1",",0","0",",0","","","1",",0","","","","","","","","","","","3","","","","","","","","33",",,0,05,","3.0",",,0,13,","","","","","","","","","5.8",",,,0","53",",,,0","","","","","",""
"USC00247267","1953-04","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","9",",0","6",",0","0",",0","","","2",",0","","","","","","","","","","","","","","","","","","","43",",,0,30,","9.1",",,0,29,","","","","","","","","","38.1",",,,0","76",",,,0","","","","","",""
"USC00247267","1953-05","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","11",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",T,0,11,+","8",",,0,10,","49.5",",,0,29,","","","","","","","","","123.9",",,,0","13",",,,0","","","","","",""
"USC00247267","1953-06","48.5","-107.51667","680.0","SACO NELSON RESRVR, MT US","","","","","15",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","13","","","","0",",,0,30,+","0",",,0,30,+","16.3",",,0,03,","","","","","","","","","67.5",",,,0","0",",,,0","","","","","",""
