"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00335188","1987-07","39.2159","-84.6948","146.9","MIAMITOWN, OH US","8",",6","7",",6","3",",6","","","","","","","","","53.6",",,6,11,","172.7",",,,6","",""
"USC00335188","1988-01","39.2159","-84.6948","146.9","MIAMITOWN, OH US","2","2,6","2","2,6","1","2,6","","","","","","","","","34.3","2,,6,24,","43.4","2,,,6","",""
"USC00335188","1988-02","39.2159","-84.6948","146.9","MIAMITOWN, OH US","6","1,6","4","1,6","2","1,6","","","","","","","","","54.6","1,,6,02,","115.6","1,,,6","",""
"USC00335188","1988-03","39.2159","-84.6948","146.9","MIAMITOWN, OH US","7",",6","5",",6","1",",6","","","","","","","","","38.6",",,6,03,","73.9",",,,6","",""
"USC00335188","1988-04","39.2159","-84.6948","146.9","MIAMITOWN, OH US","8",",6","7",",6","0",",6","","","","","","","","","23.9",",,6,06,","83.6",",,,6","",""
"USC00335188","1988-05","39.2159","-84.6948","146.9","MIAMITOWN, OH US","4",",6","2",",6","0",",6","","","","","","","","","5.8",",,6,09,","10.1",",,,6","",""
"USC00335188","1988-06","39.2159","-84.6948","146.9","MIAMITOWN, OH US","3",",6","3",",6","0",",6","","","","","","","","","7.9",",,6,16,","17.5",",,,6","",""
"USC00335188","1988-07","39.2159","-84.6948","146.9","MIAMITOWN, OH US","4",",6","4",",6","2",",6","","","","","","","","","81.0",",,6,19,","177.5",",,,6","",""
"USC00335188","1988-08","39.2159","-84.6948","146.9","MIAMITOWN, OH US","5",",6","5",",6","1",",6","","","","","","","","","56.6",",,6,03,","93.9",",,,6","",""
"USC00335188","1988-09","39.2159","-84.6948","146.9","MIAMITOWN, OH US","7",",6","6",",6","1",",6","","","","","","","","","31.8",",,6,03,","71.8",",,,6","",""
"USC00335188","1988-12","39.2159","-84.6948","146.9","MIAMITOWN, OH US","5","2,6","4","2,6","1","2,6","","","","","","","","","29.0","2,,6,28,","66.5","2,,,6","",""
"USC00335188","1989-01","39.2159","-84.6948","146.9","MIAMITOWN, OH US","10",",6","8",",6","0",",6","","","","","","","","","19.1",",,6,14,","78.9",",,,6","",""
"USC00335188","1989-02","39.2159","-84.6948","146.9","MIAMITOWN, OH US","","","","","","","1",",6","","","","","41",",,6,23,","","","","","41",",,,6"
"USC00335188","1989-03","39.2159","-84.6948","146.9","MIAMITOWN, OH US","","","","","","","0",",6","","","","","23",",,6,06,","","","","","23",",,,6"
"USC00335188","1989-04","39.2159","-84.6948","146.9","MIAMITOWN, OH US","12",",6","8",",6","1",",6","","","","","","","","","40.9",",,6,28,","144.5",",,,6","",""
