"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024164","1998-03","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","","","","","0.0",",M","","","","","","","","","","","10",",M","31",",M","13",",M","0",",M","0",",M","","","","","","","-28.3",",M,08,","","","","","","","11.7",",M,24,","","","759.3",",M","","","","","-6.16",",M","0.70",",,,M","-13.02",",,,M","","","","","","","","","",""
"USW00024164","1998-04","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.3",",W","","","0.0",",W","4",",W","1",",W","0",",W","","","","","0",",W","30",",W","0",",W","1",",W","0",",W","","","","","","","-11.1",",W,16,","","","","","9.1",",,W,15,","21.1",",W,23,","","","483.0",",W","10.5",",,,W","","","2.23",",W","9.95",",,,W","-5.48",",,,W","","","240",",W","200",",W","18.3",",W","30.0",",W"
"USW00024164","1998-05","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.7",",W","","","0.0",",W","6",",W","2",",W","0",",W","","","","","0",",W","21",",W","0",",W","3",",W","0",",W","","","","","","","-4.4",",W,12,","","","","","7.6",",,W,21,","23.3",",W,29,","","","335.4",",W","16.6",",,,W","","","7.51",",W","16.00",",,,W","-0.97",",,,W","","","170",",W","180",",W","16.5",",W","22.8",",W"
"USW00024164","1998-06","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.6","1,W","","","0.0","1,W","11",",W","7",",W","0",",W","","","","","0","1,W","4","1,W","0","1,W","7","1,W","0","1,W","","","","","","","-2.2","1,W,28,+","","","","","6.1",",,W,09,","26.7","1,W,30,+","","","247.2","1,W","31.3",",,,W","","","9.81","1,W","17.43","1,,,W","2.19","1,,,W","","","240","1,W","250",",W","17.0","1,W","20.6",",W"
"USW00024164","1998-07","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.0","2,W","","","12.5","2,W","7","1,W","3","1,W","0","1,W","","","","","0","2,W","0","2,W","0","2,W","29","2,W","2","2,W","","","","","","","3.3","2,W,08,","","","","","9.1","1,,W,25,","33.9","2,W,18,","28.8","W","28.8","2,W","19.8","1,,,W","","","17.77","2,W","27.73","2,,,W","7.81","2,,,W","","","160","2,W","160","1,W","19.2","2,W","22.8","1,W"
"USW00024164","1998-08","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.0",",W","","","22.1","1,W","10",",W","3",",W","0",",W","","","","","0",",W","1",",W","0","1,W","28","1,W","4","1,W","","","","","","","0.0",",W,25,","","","","","12.2",",,W,17,","39.4","1,W,09,","98.0","W","69.2","1,W","28.0",",,,W","","","16.91","1,W","27.22","1,,,W","6.61",",,,W","","","260",",W","260",",W","17.4",",W","20.6",",W"
"USW00024164","1998-09","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","2.5",",W","","","1.4",",W","9",",W","1",",W","0",",W","","","","","0",",W","5",",W","0",",W","19",",W","0",",W","","","","","","","-3.3",",W,29,","","","","","3.6",",,W,11,","29.4",",W,04,+","267.4","W","169.4",",W","10.5",",,,W","","","12.74",",W","22.15",",,,W","3.32",",,,W","","","270",",W","280",",W","16.5",",W","19.2",",W"
"USW00024164","1998-10","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","2.8",",W","","","0.0",",W","8",",W","2",",W","0",",W","","","","","0",",W","27",",W","0",",W","0",",W","0",",W","","","","","","","-9.4",",W,21,","","","","","20.6",",,W,03,","20.6",",W,13,","697.8","W","430.4",",W","30.6",",,,W","","","4.45",",W","12.62",",,,W","-3.73",",,,W","","","300",",W","250",",W","13.4",",W","16.5",",W"
"USW00024164","1998-11","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","2.5",",W","","","0.0",",W","4",",W","1",",W","0",",W","","","","","3",",W","30",",W","5",",W","0",",W","0",",W","","","","","","","-18.3",",W,12,+","","","","","3.8",",,W,06,","9.4",",W,15,","1345.8","W","648.0",",W","8.2",",,,W","","","-3.27",",W","3.91",",,,W","-10.44",",,,W","","","250",",W","250",",W","21.0",",W","25.0",",W"
"USW00024164","1998-12","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","2.5","3,W","","","0.0","3,W","1","2,W","0","2,W","0","2,W","","","","","13","3,W","28","3,W","15","3,W","0","3,W","0","3,W","","","","","","","-35.6","3,W,21,","","","","","0.3","2,,W,31,","10.6","3,W,03,","2124.0","W","778.2","3,W","0.3","2,,,W","","","-9.46","3,W","-1.45","3,,,W","-17.46","3,,,W","","","240","3,W","240","2,W","13.9","3,W","17.4","2,W"
"USW00024164","1999-01","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.1",",W","0.0","W","0.0",",W","5",",W","1",",W","0",",W","","","","","8",",W","31",",W","16",",W","0",",W","0",",W","","","","","","","-23.9",",W,28,","","","","","2.5",",,W,19,","7.2",",W,11,","2912.6","W","788.6",",W","5.4",",,,W","","","-7.10",",W","0.61",",,,W","-14.82",",,,W","","","260",",W","270",",W","16.5",",W","19.2",",W"
"USW00024164","1999-02","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.1",",W","0.0","W","0.0",",W","7",",W","2",",W","0",",W","","","","","11",",W","28",",W","17",",W","0",",W","0",",W","","","","","","","-21.7",",W,13,+","","","","","3.0",",,W,17,","7.2",",W,28,","3644.3","W","731.7",",W","12.2",",,,W","","","-7.80",",W","-0.08",",,,W","-15.52",",,,W","","","310",",W","310",",W","16.5",",W","19.7",",W"
"USW00024164","1999-03","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","2.9",",W","0.0","W","0.0",",W","6",",W","2",",W","0",",W","","","","","1",",W","31",",W","7",",W","0",",W","0",",W","","","","","","","-17.8",",W,06,","","","","","6.6",",,W,31,","15.6",",W,25,","4260.7","W","616.4",",W","15.2",",,,W","","","-1.55",",W","6.07",",,,W","-9.18",",,,W","","","240",",W","240",",W","16.5",",W","19.7",",W"
"USW00024164","1999-04","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.7",",W","0.0","W","0.0",",W","14",",W","7",",W","0",",W","","","","","1",",W","27",",W","4",",W","0",",W","0",",W","","","","","","","-17.8",",W,03,","","","","","21.3",",,W,29,","18.3",",W,19,","4780.8","W","520.1",",W","63.8",",,,W","","","1.00",",W","7.50",",,,W","-5.51",",,,W","","","140",",W","140",",W","15.2",",W","18.3",",W"
"USW00024164","1999-05","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.9",",W","0.0","W","0.0",",W","12",",W","2",",W","0",",W","","","","","0",",W","19",",W","0",",W","6",",W","0",",W","","","","","","","-9.4",",W,06,","","","","","5.6",",,W,29,+","23.3",",W,28,+","5144.1","W","363.3",",W","19.4",",,,W","","","6.61",",W","14.68",",,,W","-1.45",",,,W","","","220",",W","220",",W","19.7",",W","26.4",",W"
"USW00024164","1999-06","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.7",",W","0.0","W","0.0",",W","9",",W","4",",W","0",",W","","","","","0",",W","7",",W","0",",W","16",",W","0",",W","","","","","","","-1.7",",W,28,+","","","","","9.4",",,W,05,","28.3",",W,20,","5346.6","W","202.5",",W","29.0",",,,W","","","11.58",",W","20.56",",,,W","2.61",",,,W","","","240",",W","260",",W","21.0",",W","27.3",",W"
"USW00024164","1999-07","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.4",",W","5.0","W","5.0","2,W","5",",W","2",",W","0",",W","","","","","0","2,W","0","2,W","0","2,W","29","2,W","0","2,W","","","","","","","1.1","2,W,23,+","","","","","11.7",",,W,14,","31.1","2,W,27,","51.9","W","51.9","2,W","22.6",",,,W","","","16.72","2,W","27.53","2,,,W","5.90","2,,,W","","","260",",W","260",",W","13.9",",W","18.3",",W"
"USW00024164","1999-08","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.1",",W","5.0","W","0.0",",W","9",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","0",",W","","","","","","","1.1",",W,16,","","","","","6.1",",,W,06,","28.9",",W,02,","134.9","W","83.0",",W","18.9",",,,W","","","15.66",",W","26.11",",,,W","5.20",",,,W","","","210",",W","210",",W","24.1",",W","30.0",",W"
"USW00024164","1999-09","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.0",",W","5.0","W","0.0",",W","7",",W","3",",W","0",",W","","","","","0",",W","19",",W","0",",W","13",",W","0",",W","","","","","","","-9.4",",W,29,","","","","","11.7",",,W,20,","24.4",",W,10,+","415.5","W","280.6",",W","27.8",",,,W","","","8.98",",W","18.71",",,,W","-0.76",",,,W","","","290",",W","250",",W","42.0",",W","24.1",",W"
"USW00024164","1999-10","42.58444","-110.1075","2124.5","BIG PINEY MARBLETON AIRPORT, WY US","3.2",",W","5.0","W","0.0",",W","3",",W","0",",W","0",",W","","","","","0",",W","31",",W","0",",W","5",",W","0",",W","","","","","","","-11.1",",W,19,","","","","","0.3",",,W,29,+","22.8",",W,10,","831.3","W","415.8",",W","0.9",",,,W","","","4.92",",W","16.55",",,,W","-6.72",",,,W","","","320",",W","300",",W","13.9",",W","17.9",",W"
