"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MGM00044214","1975-02","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","21","5,S","0","5,S","0","5,S","","","","","","","3.0","5,S,28,","","","","","","","","","-5.30","5,,,S","",""
"MGM00044214","1975-06","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","5,S","14","5,S","0","5,S","","","","","","","26.0","5,S,16,+","","","","","","","","","20.92","5,,,S","",""
"MGM00044214","1975-09","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","5,S","2","5,S","0","5,S","","","","","","","24.0","5,S,01,","","","","","","","","","15.68","5,,,S","",""
"MGM00044214","1975-10","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","3","4,S","0","4,S","0","4,S","","","","","","","13.0","4,S,14,","","","","","","","","","6.96","4,,,S","",""
"MGM00044214","1976-02","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","23","4,S","0","4,S","0","4,S","","","","","","","3.0","4,S,07,","","","","","","","","","-5.52","4,,,S","",""
"MGM00044214","1976-03","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","17","5,S","0","5,S","0","5,S","","","","","","","4.0","5,S,31,","","","","","","","","","-1.62","5,,,S","",""
"MGM00044214","1976-04","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","3,S","0","3,S","0","3,S","","","","","","","15.0","3,S,30,+","","","","","","","","","8.11","3,,,S","",""
"MGM00044214","1976-09","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","","","21.0","4,S,07,","","","","","","","","","14.19","4,,,S","",""
"MGM00044214","1977-03","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","15","4,S","0","4,S","0","4,S","","","","","","","11.0","4,S,31,","","","","","","","","","0.00","4,,,S","",""
"MGM00044214","1977-04","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","4","3,S","0","3,S","0","3,S","","","","","","","18.0","3,S,19,","","","","","","","","","8.85","3,,,S","",""
"MGM00044214","1977-08","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","21","4,S","0","4,S","","","","","","","29.0","4,S,21,","","","","","","","","","22.96","4,,,S","",""
"MGM00044214","1977-09","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","3,S","2","3,S","0","3,S","","","","","","","24.0","3,S,26,","","","","","","","","","18.41","3,,,S","",""
"MGM00044214","1977-10","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","2","4,S","0","4,S","0","4,S","","","","","","","17.0","4,S,01,","","","","","","","","","8.67","4,,,S","",""
"MGM00044214","1979-02","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","14","2,S","0","2,S","0","2,S","","","","","","","12.0","2,S,17,","","","","","","","","","0.23","2,,,S","",""
"MGM00044214","1979-07","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","5,S","21","5,S","0","5,S","","","","","","","26.0","5,S,31,+","","","","","","","","","22.92","5,,,S","",""
"MGM00044214","1979-10","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","1","3,S","0","3,S","0","3,S","","","","","","","18.0","3,S,06,","","","","","","","","","10.32","3,,,S","",""
"MGM00044214","1980-02","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","25","3,S","0","3,S","0","3,S","","","","","","","2.0","3,S,22,","","","","","","","","","-6.23","3,,,S","",""
"MGM00044214","1980-03","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","20","5,S","0","5,S","0","5,S","","","","","","","6.0","5,S,26,+","","","","","","","","","-4.04","5,,,S","",""
"MGM00044214","1980-11","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","11","3,S","0","3,S","0","3,S","","","","","","","8.0","3,S,18,+","","","","","","","","","0.52","3,,,S","",""
"MGM00044214","1980-12","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","26","5,S","0","5,S","0","5,S","","","","","","","0.0","5,S,04,","","","","","","","","","-9.23","5,,,S","",""
"MGM00044214","1981-05","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","7","4,S","0","4,S","","","","","","","27.0","4,S,19,+","","","","","","","","","17.74","4,,,S","",""
"MGM00044214","1981-06","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","18","4,S","0","4,S","","","","","","","28.0","4,S,08,","","","","","","","","","22.46","4,,,S","",""
"MGM00044214","1981-08","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","4","4,S","0","4,S","","","","","","","26.0","4,S,02,","","","","","","","","","19.56","4,,,S","",""
"MGM00044214","1981-09","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","3,S","1","3,S","0","3,S","","","","","","","26.0","3,S,22,","","","","","","","","","15.11","3,,,S","",""
"MGM00044214","1981-11","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","23","3,S","0","3,S","0","3,S","","","","","","","4.0","3,S,16,","","","","","","","","","-4.81","3,,,S","",""
"MGM00044214","1981-12","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","26","5,S","0","5,S","0","5,S","","","","","","","-2.0","5,S,25,","","","","","","","","","-10.35","5,,,S","",""
"MGM00044214","1982-03","48.933","89.933","1715.0","ULGI, MG","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","0.0","3,,S,31,+","","","","","","","0.0","3,,,S","","","","","",""
"MGM00044214","1982-04","48.933","89.933","1715.0","ULGI, MG","","","0","4,S","0","4,S","0","4,S","","","","","","","1","5,S","0","5,S","0","5,S","","","","","0.0","4,,S,30,+","19.5","5,S,22,","","","","","0.0","4,,,S","","","11.48","5,,,S","",""
"MGM00044214","1982-05","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","5,S","8","5,S","0","5,S","","","","","","","24.9","5,S,26,+","","","","","","","","","16.54","5,,,S","",""
"MGM00044214","1982-08","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","16","4,S","0","4,S","","","","","","","27.9","4,S,03,","","","","","","","","","21.04","4,,,S","",""
"MGM00044214","1982-09","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","6","4,S","0","4,S","","","","","","","22.5","4,S,09,","","","","","","","","","15.88","4,,,S","",""
"MGM00044214","1982-10","48.933","89.933","1715.0","ULGI, MG","","","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","0.0","2,,S,31,+","","","","","","","0.0","2,,,S","","","","","",""
"MGM00044214","1982-11","48.933","89.933","1715.0","ULGI, MG","","","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","0.0","2,,S,30,+","","","","","","","0.0","2,,,S","","","","","",""
"MGM00044214","1982-12","48.933","89.933","1715.0","ULGI, MG","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","0.0","3,,S,31,+","","","","","","","0.0","3,,,S","","","","","",""
"MGM00044214","1983-01","48.933","89.933","1715.0","ULGI, MG","","","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","","","","","0.0","1,,S,31,+","","","","","","","0.0","1,,,S","","","","","",""
"MGM00044214","1983-02","48.933","89.933","1715.0","ULGI, MG","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","0.0","3,,S,28,+","","","","","","","0.0","3,,,S","","","","","",""
"MGM00044214","1983-03","48.933","89.933","1715.0","ULGI, MG","","","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","0.0","2,,S,31,+","","","","","","","0.0","2,,,S","","","","","",""
"MGM00044214","1983-04","48.933","89.933","1715.0","ULGI, MG","","","1","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","2.0","4,,S,25,","","","","","","","2.0","4,,,S","","","","","",""
"MGM00044214","1983-09","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","1","4,S","0","4,S","","","","","","","22.5","4,S,01,","","","","","","","","","13.72","4,,,S","",""
"MGM00044214","1983-10","48.933","89.933","1715.0","ULGI, MG","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","0.0","4,,S,31,+","","","","","","","0.0","4,,,S","","","","","",""
"MGM00044214","1983-11","48.933","89.933","1715.0","ULGI, MG","","","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","","","","","0.0","1,,S,30,+","","","","","","","0.0","1,,,S","","","","","",""
"MGM00044214","1983-12","48.933","89.933","1715.0","ULGI, MG","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","0.0","3,,S,31,+","","","","","","","0.0","3,,,S","","","","","",""
"MGM00044214","1984-01","48.933","89.933","1715.0","ULGI, MG","","","1","1,S","0","1,S","0","1,S","","","","","","","","","","","","","","","","","1.3","1,,S,17,","","","","","","","1.3","1,,,S","","","","","",""
"MGM00044214","1984-02","48.933","89.933","1715.0","ULGI, MG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","0.0","5,,S,29,+","","","","","","","0.0","5,,,S","","","","","",""
"MGM00044214","1984-03","48.933","89.933","1715.0","ULGI, MG","","","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","0.0","2,,S,31,+","","","","","","","0.0","2,,,S","","","","","",""
"MGM00044214","1984-04","48.933","89.933","1715.0","ULGI, MG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","","","0.0","5,,,S","","","","","",""
"MGM00044214","1984-05","48.933","89.933","1715.0","ULGI, MG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","","","0.0","5,,,S","","","","","",""
"MGM00044214","1984-07","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","4,S","10","4,S","0","4,S","","","","","","","26.0","4,S,30,","","","","","","","","","20.13","4,,,S","",""
"MGM00044214","1984-08","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","2,S","11","2,S","0","2,S","","","","","","","28.5","2,S,13,","","","","","","","","","20.17","2,,,S","",""
"MGM00044214","1984-10","48.933","89.933","1715.0","ULGI, MG","","","1","2,S","1","2,S","0","2,S","","","","","","","","","","","","","","","","","9.9","2,,S,23,","","","","","","","9.9","2,,,S","","","","","",""
"MGM00044214","1984-11","48.933","89.933","1715.0","ULGI, MG","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","0.0","4,,S,30,+","","","","","","","0.0","4,,,S","","","","","",""
"MGM00044214","1984-12","48.933","89.933","1715.0","ULGI, MG","","","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","0.0","2,,S,31,+","","","","","","","0.0","2,,,S","","","","","",""
"MGM00044214","1985-01","48.933","89.933","1715.0","ULGI, MG","","","0",",S","0",",S","0",",S","","","","","","","","","","","","","","","","","0.0",",,S,31,+","","","","","","","0.0",",,,S","","","","","",""
"MGM00044214","1985-02","48.933","89.933","1715.0","ULGI, MG","","","1","3,S","0","3,S","0","3,S","","","","","","","24","3,S","0","3,S","0","3,S","","","","","1.0","3,,S,12,","5.0","3,S,09,","","","","","1.0","3,,,S","","","-6.51","3,,,S","",""
"MGM00044214","1985-03","48.933","89.933","1715.0","ULGI, MG","","","0","1,S","0","1,S","0","1,S","","","","","","","21","3,S","0","3,S","0","3,S","","","","","0.0","1,,S,31,+","7.3","3,S,29,","","","","","0.0","1,,,S","","","-3.87","3,,,S","",""
"MGM00044214","1985-04","48.933","89.933","1715.0","ULGI, MG","","","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","","","","","0.0","1,,S,30,+","","","","","","","0.0","1,,,S","","","","","",""
"MGM00044214","1985-05","48.933","89.933","1715.0","ULGI, MG","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","","","","","0.0","4,,S,31,+","","","","","","","0.0","4,,,S","","","","","",""
"MGM00044214","1985-07","48.933","89.933","1715.0","ULGI, MG","","","","","","","","","","","","","","","0","5,S","19","5,S","0","5,S","","","","","","","27.3","5,S,31,","","","","","","","","","22.54","5,,,S","",""
"MGM00044214","1985-09","48.933","89.933","1715.0","ULGI, MG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","","","0.0","5,,,S","","","","","",""
"MGM00044214","1985-10","48.933","89.933","1715.0","ULGI, MG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","","","0.0","5,,,S","","","","","",""
"MGM00044214","1985-11","48.933","89.933","1715.0","ULGI, MG","","","0",",S","0",",S","0",",S","","","","","","","","","","","","","","","","","0.0",",,S,30,+","","","","","","","0.0",",,,S","","","","","",""
"MGM00044214","1985-12","48.933","89.933","1715.0","ULGI, MG","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","","","","","0.0","3,,S,31,+","","","","","","","0.0","3,,,S","","","","","",""
