"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097760","2010-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","31.6","5,S,11,","","","","","30.13","5,,,S","",""
"IDM00097760","2010-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","32.6","2,S,21,","","","","","30.10","2,,,S","",""
"IDM00097760","2010-08","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","31.6","5,S,09,","","","","","30.05","5,,,S","",""
"IDM00097760","2010-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","26","5,S","5","5,S","","","32.4","5,S,18,+","","","","","31.41","5,,,S","",""
"IDM00097760","2010-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","25","5,S","14","5,S","","","33.4","5,S,30,","","","","","31.90","5,,,S","",""
"IDM00097760","2010-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","6","2,S","","","33.2","2,S,28,+","","","","","31.42","2,,,S","",""
"IDM00097760","2011-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","12","1,S","","","33.2","1,S,23,","","","","","31.56","1,,,S","",""
"IDM00097760","2011-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","26","2,S","10","2,S","","","33.2","2,S,10,","","","","","31.39","2,,,S","",""
"IDM00097760","2011-03","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","31",",S","9",",S","","","33.0",",S,30,+","","","","","31.33",",,,S","",""
"IDM00097760","2011-04","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","30",",S","11",",S","","","33.9",",S,04,+","","","","","31.86",",,,S","",""
"IDM00097760","2011-05","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","33.0","2,S,15,","","","","","30.69","2,,,S","",""
"IDM00097760","2011-06","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","0","2,S","28","2,S","0","2,S","23.0","5,S,21,+","31.2","2,S,06,+","","","26.49","6,S","29.15","2,,,S","23.82","5,,,S"
"IDM00097760","2011-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","29.2","3,S,13,+","","","","","28.38","3,,,S","",""
"IDM00097760","2011-08","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","29.2","4,S,13,","","","","","28.11","4,,,S","",""
"IDM00097760","2011-09","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","30.0","2,S,30,+","","","","","29.07","2,,,S","",""
"IDM00097760","2011-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","3","4,S","","","32.4","4,S,31,","","","","","31.23","4,,,S","",""
"IDM00097760","2011-11","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,S","0","4,S","0","5,S","25","5,S","12","5,S","22.6","4,S,17,","33.4","5,S,22,","","","28.09","9,S","32.07","5,,,S","24.11","4,,,S"
"IDM00097760","2011-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","23","2,S","","","35.0","2,S,15,","","","","","32.80","2,,,S","",""
"IDM00097760","2012-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","18","1,S","","","35.3","1,S,27,","","","","","32.41","1,,,S","",""
"IDM00097760","2012-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","27","2,S","18","2,S","","","34.2","2,S,06,","","","","","32.39","2,,,S","",""
"IDM00097760","2012-03","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","0","1,S","30","1,S","16","1,S","23.2","5,S,24,","35.0","1,S,22,","","","28.27","6,S","32.27","1,,,S","24.27","5,,,S"
"IDM00097760","2012-05","-3.645","133.696","5.8","KAIMANA, ID","244.7","5,S","0","3,S","0","3,S","0","2,S","29","2,S","6","2,S","22.6","3,S,28,","33.6","2,S,09,","0.0","2,S","27.72","5,S","31.41","2,,,S","24.03","3,,,S"
"IDM00097760","2012-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","32.0","4,S,14,+","","","","","29.65","4,,,S","",""
"IDM00097760","2012-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","31.8","2,S,08,","","","","","29.18","2,,,S","",""
"IDM00097760","2012-08","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","0","4,S","27","4,S","0","4,S","22.7","5,S,20,","30.0","4,S,25,","","","26.33","9,S","28.72","4,,,S","23.94","5,,,S"
"IDM00097760","2012-09","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","30.6","4,S,29,+","","","","","29.40","4,,,S","",""
"IDM00097760","2012-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","26","5,S","4","5,S","","","32.6","5,S,31,+","","","","","30.96","5,,,S","",""
"IDM00097760","2012-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","29","1,S","9","1,S","","","33.5","1,S,22,","","","","","31.87","1,,,S","",""
"IDM00097760","2012-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","22","1,S","","","34.0","1,S,31,+","","","","","32.59","1,,,S","",""
"IDM00097760","2013-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","18","1,S","","","34.2","1,S,31,","","","","","32.30","1,,,S","",""
"IDM00097760","2013-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","26","2,S","19","2,S","","","34.2","2,S,24,","","","","","32.39","2,,,S","",""
"IDM00097760","2013-03","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","20","4,S","","","34.4","4,S,27,","","","","","32.80","4,,,S","",""
"IDM00097760","2013-04","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","25","5,S","8","5,S","","","33.0","5,S,19,","","","","","31.73","5,,,S","",""
"IDM00097760","2014-01","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,","0","4,S","","","","","","","23.0","4,S,23,","","","","","","","","","24.31","4,,,S"
"IDM00097760","2014-02","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,","0","5,S","","","","","","","22.4","5,S,25,","","","","","","","","","23.96","5,,,S"
"IDM00097760","2014-04","-3.645","133.696","5.8","KAIMANA, ID","","","0","3,","0","3,S","","","","","","","22.6","3,S,15,","","","","","","","","","24.00","3,,,S"
"IDM00097760","2014-06","-3.645","133.696","5.8","KAIMANA, ID","217.5","4,S","0","4,S","0","4,S","0",",S","30",",S","0",",S","22.4","4,S,22,","31.3",",S,07,","0.0",",S","26.76","4,S","29.56",",,,S","23.95","4,,,S"
"IDM00097760","2014-07","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","21.6","4,S,05,","28.7","3,S,31,+","","","25.75","6,S","28.07","3,,,S","23.42","4,,,S"
"IDM00097760","2014-08","-3.645","133.696","5.8","KAIMANA, ID","188.4","5,S","0","5,S","0","5,S","0",",S","31",",S","0",",S","22.2","5,S,06,","29.8",",S,07,","0.0",",S","25.57","5,S","27.76",",,,S","23.38","5,,,S"
"IDM00097760","2014-09","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,S","0","4,S","0","5,S","25","5,S","0","5,S","22.3","4,S,04,","29.6","5,S,20,","","","25.90","7,S","28.22","5,,,S","23.58","4,,,S"
"IDM00097760","2014-10","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","0","2,S","29","2,S","0","2,S","22.2","5,S,02,","30.8","2,S,14,+","","","26.81","7,S","29.90","2,,,S","23.72","5,,,S"
"IDM00097760","2014-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","29","1,S","4","1,S","","","32.4","1,S,19,","","","","","31.36","1,,,S","",""
"IDM00097760","2014-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","14","1,S","","","34.8","1,S,22,","","","","","31.81","1,,,S","",""
"IDM00097760","2015-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","12","2,S","","","34.5","2,S,25,","","","","","32.11","2,,,S","",""
"IDM00097760","2015-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","25","3,S","7","3,S","","","33.4","3,S,15,","","","","","31.31","3,,,S","",""
"IDM00097760","2015-03","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","11","3,S","","","33.4","3,S,24,","","","","","31.64","3,,,S","",""
"IDM00097760","2015-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","26","4,S","1","4,S","","","33.0","4,S,21,","","","","","29.84","4,,,S","",""
"IDM00097760","2015-07","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","22.0","4,S,04,","29.8","3,S,12,","","","25.72","7,S","28.15","3,,,S","23.28","4,,,S"
"IDM00097760","2015-08","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","20.5","4,S,06,","28.8","3,S,25,","","","25.15","7,S","27.62","3,,,S","22.67","4,,,S"
"IDM00097760","2015-09","-3.645","133.696","5.8","KAIMANA, ID","196.3","4,S","0","3,S","0","3,S","0","2,S","28","2,S","0","2,S","22.4","3,S,09,","29.5","2,S,30,","0.0","2,S","25.87","4,S","28.36","2,,,S","23.38","3,,,S"
"IDM00097760","2015-12","-3.645","133.696","5.8","KAIMANA, ID","","","0","2,S","0","2,S","","","","","","","23.2","2,S,22,","","","","","","","","","24.87","2,,,S"
"IDM00097760","2016-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","21","4,S","","","35.4","4,S,31,","","","","","32.82","4,,,S","",""
"IDM00097760","2016-02","-3.645","133.696","5.8","KAIMANA, ID","","","0","5,S","0","5,S","","","","","","","23.1","5,S,19,","","","","","","","","","24.57","5,,,S"
"IDM00097760","2016-03","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","25","2,S","","","35.0","2,S,07,","","","","","32.91","2,,,S","",""
"IDM00097760","2016-04","-3.645","133.696","5.8","KAIMANA, ID","","","0","4,S","0","4,S","0","4,S","26","4,S","10","4,S","22.6","4,S,09,+","33.0","4,S,29,+","","","27.98","7,S","31.87","4,,,S","24.10","4,,,S"
"IDM00097760","2016-05","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","11","2,S","","","34.1","2,S,21,","","","","","31.98","2,,,S","",""
"IDM00097760","2016-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","31.9","1,S,05,","","","","","30.57","1,,,S","",""
"IDM00097760","2016-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","30.7","4,S,07,","","","","","29.34","4,,,S","",""
"IDM00097760","2016-09","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","27","3,S","2","3,S","","","32.4","3,S,26,","","","","","30.89","3,,,S","",""
"IDM00097760","2016-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","2","4,S","","","32.5","4,S,01,","","","","","30.97","4,,,S","",""
"IDM00097760","2016-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","27","3,S","13","3,S","","","33.5","3,S,20,","","","","","31.92","3,,,S","",""
"IDM00097760","2016-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","19","3,S","","","35.2","3,S,20,","","","","","32.69","3,,,S","",""
"IDM00097760","2017-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","20","2,S","","","35.6","2,S,20,","","","","","32.81","2,,,S","",""
"IDM00097760","2017-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","25","3,S","17","3,S","","","34.9","3,S,06,","","","","","32.62","3,,,S","",""
"IDM00097760","2017-03","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","18","3,S","","","34.7","3,S,18,","","","","","32.35","3,,,S","",""
"IDM00097760","2017-04","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","30",",S","10",",S","","","34.0",",S,16,","","","","","31.70",",,,S","",""
"IDM00097760","2017-05","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","2","1,S","","","32.8","1,S,18,","","","","","31.02","1,,,S","",""
"IDM00097760","2017-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","25","5,S","1","5,S","","","32.3","5,S,02,","","","","","30.00","5,,,S","",""
"IDM00097760","2017-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","30.1","2,S,26,+","","","","","29.15","2,,,S","",""
"IDM00097760","2017-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","3","3,S","","","33.2","3,S,28,","","","","","31.31","3,,,S","",""
"IDM00097760","2017-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","26","4,S","12","4,S","","","34.8","4,S,17,","","","","","31.98","4,,,S","",""
"IDM00097760","2018-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","18","3,S","","","34.6","3,S,31,","","","","","32.30","3,,,S","",""
"IDM00097760","2018-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","26","2,S","21","2,S","","","34.7","2,S,25,","","","","","32.91","2,,,S","",""
"IDM00097760","2018-04","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","30",",S","7",",S","","","33.7",",S,04,","","","","","31.33",",,,S","",""
"IDM00097760","2018-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","30.6","4,S,09,","","","","","29.38","4,,,S","",""
"IDM00097760","2018-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","29.7","2,S,20,","","","","","28.63","2,,,S","",""
"IDM00097760","2018-08","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","29.5","2,S,27,","","","","","28.84","2,,,S","",""
"IDM00097760","2018-09","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","30.0","5,S,23,","","","","","29.05","5,,,S","",""
"IDM00097760","2018-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","1","1,S","","","32.6","1,S,31,","","","","","30.48","1,,,S","",""
"IDM00097760","2018-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","25","5,S","13","5,S","","","35.0","5,S,27,","","","","","32.45","5,,,S","",""
"IDM00097760","2018-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","5,S","26","5,S","16","5,S","","","35.0","5,S,13,","","","","","32.70","5,,,S","",""
"IDM00097760","2019-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","26","2,S","18","2,S","","","34.8","2,S,04,","","","","","32.48","2,,,S","",""
"IDM00097760","2019-03","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","20","1,S","","","35.1","1,S,27,+","","","","","32.91","1,,,S","",""
"IDM00097760","2019-04","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","27","3,S","14","3,S","","","33.4","3,S,04,","","","","","31.94","3,,,S","",""
"IDM00097760","2019-05","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","31",",S","2",",S","","","33.5",",S,06,","","","","","31.23",",,,S","",""
"IDM00097760","2019-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","30",",S","0",",S","","","31.7",",S,02,","","","","","28.94",",,,S","",""
"IDM00097760","2019-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","29.0","1,S,19,","","","","","28.16","1,,,S","",""
"IDM00097760","2019-08","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","30.7","2,S,10,","","","","","27.85","2,,,S","",""
"IDM00097760","2019-09","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","30.1","2,S,30,","","","","","28.30","2,,,S","",""
"IDM00097760","2019-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","31",",S","0",",S","","","32.1",",S,24,+","","","","","31.02",",,,S","",""
"IDM00097760","2019-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","30",",S","15",",S","","","33.4",",S,27,","","","","","32.01",",,,S","",""
"IDM00097760","2019-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","26","1,S","","","36.0","1,S,29,","","","","","33.23","1,,,S","",""
"IDM00097760","2020-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","29","2,S","","","36.9","2,S,30,","","","","","34.71","2,,,S","",""
"IDM00097760","2020-02","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","29",",S","27",",S","","","36.6",",S,02,","","","","","33.97",",,,S","",""
"IDM00097760","2020-04","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","28","2,S","19","2,S","","","34.4","2,S,09,","","","","","32.68","2,,,S","",""
"IDM00097760","2020-05","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","8","3,S","","","34.5","3,S,04,","","","","","31.76","3,,,S","",""
"IDM00097760","2020-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","31.6","1,S,02,","","","","","30.32","1,,,S","",""
"IDM00097760","2020-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","30.6","2,S,11,","","","","","29.37","2,,,S","",""
"IDM00097760","2020-08","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","31.3","4,S,14,","","","","","29.44","4,,,S","",""
"IDM00097760","2020-09","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","32.1","3,S,29,","","","","","30.39","3,,,S","",""
"IDM00097760","2020-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","3,S","28","3,S","1","3,S","","","32.8","3,S,25,","","","","","31.27","3,,,S","",""
"IDM00097760","2020-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","28","2,S","20","2,S","","","35.0","2,S,24,","","","","","32.75","2,,,S","",""
"IDM00097760","2020-12","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","25","1,S","","","35.8","1,S,19,","","","","","33.10","1,,,S","",""
"IDM00097760","2021-01","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","30","1,S","28","1,S","","","35.7","1,S,09,","","","","","33.58","1,,,S","",""
"IDM00097760","2021-03","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","22","2,S","","","35.0","2,S,03,","","","","","32.83","2,,,S","",""
"IDM00097760","2021-04","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","29","1,S","13","1,S","","","35.2","1,S,04,","","","","","31.99","1,,,S","",""
"IDM00097760","2021-05","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","31",",S","4",",S","","","32.5",",S,02,","","","","","31.10",",,,S","",""
"IDM00097760","2021-06","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0",",S","30",",S","0",",S","","","32.0",",S,29,","","","","","30.66",",,,S","",""
"IDM00097760","2021-07","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","31.4","2,S,03,","","","","","30.19","2,,,S","",""
"IDM00097760","2021-08","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","31.3","2,S,01,","","","","","30.44","2,,,S","",""
"IDM00097760","2021-09","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","32.0","4,S,12,","","","","","30.98","4,,,S","",""
"IDM00097760","2021-10","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","4,S","27","4,S","15","4,S","","","34.6","4,S,21,","","","","","32.01","4,,,S","",""
"IDM00097760","2021-11","-3.645","133.696","5.8","KAIMANA, ID","","","","","","","0","1,S","29","1,S","21","1,S","","","36.2","1,S,27,","","","","","32.70","1,,,S","",""
