"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00427724","1948-07","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","","","1.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","1.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","6.6",",,0,21,","28.9",",0,12,+","252.7","2,,,0","81.6","0","81.6",",0","","","","","13.1",",,,0","0",",,,0","15.75",",0","25.94",",,,0","5.55",",,,0","",""
"USC00427724","1948-08","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","","","2.5",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","1","","1.1",",0,25,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,08,","31.1",",0,15,","196.2","1,,,0","169.6","0","88.0",",0","","","","","20.7",",,,0","0",",,,0","15.57",",0","25.12",",,,0","6.03",",,,0","",""
"USC00427724","1948-09","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","","","0.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","15",",0","0",",0","3","","","","-1.7",",0,30,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,19,","28.9",",0,04,+","171.7","1,,,0","357.6","0","188.0",",0","","","","","2.3",",,,0","0",",,,0","12.08",",0","22.30",",,,0","1.85",",,,0","",""
"USC00427724","1948-10","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","","","0.0","1,0","4",",0","3",",0","0",",0","3","1,0","2",",0","0","1,0","28","1,0","0","1,0","1","1,0","0","1,0","","","","","-13.3","1,0,29,","51","1,,0,28,","203",",,0,29,","19.1",",,0,29,","21.1","1,0,04,","","","770.8","0","413.2","1,0","","","","","45.0",",,,0","381",",,,0","4.56","1,0","14.27","1,,,0","-5.15","1,,,0","",""
"USC00427724","1948-11","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","","","","","3",",0","3",",0","0",",0","","","3","1,0","","","","","","","","","","","","","","","","","","","51","1,,0,24,+","6.4",",,0,21,","","","","","","","","","","","","","15.0",",,,0","153","1,,,0","","","","","","","",""
"USC00427724","1948-12","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","","","0.0","1,0","11",",0","9",",0","0",",0","31",",0","10",",0","13","1,0","30","1,0","23","1,0","0","1,0","0","1,0","","","","","-34.4","1,0,29,","508",",,0,30,+","152",",,0,23,","10.7",",,0,23,","5.6","1,0,14,","","","","","846.3","1,0","","","","","49.7",",,,0","686",",,,0","-9.88","1,0","-2.50","1,,,0","-17.26","1,,,0","",""
"USC00427724","1949-01","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","0.0","","0.0","3,0","9",",0","7",",0","0",",0","29","2,0","9","1,0","22","3,0","28","3,0","26","3,0","0","3,0","0","3,0","1","","","","-37.8","3,0,19,","965","2,,0,14,","236","1,,0,12,","11.2",",,0,12,","1.1","3,0,14,","","","","","951.5","3,0","","","","","45.7",",,,0","907","1,,,0","-15.65","3,0","-7.25","3,,,0","-24.05","3,,,0","",""
"USC00427724","1949-02","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","0.0","","0.0","4,0","7",",0","4",",0","1",",0","26","2,0","5",",0","24","3,0","25","3,0","14","3,0","0","3,0","0","3,0","","","","","-37.8","3,0,01,","864","2,,0,08,","345",",,0,08,","25.4",",,0,08,","5.6","3,0,24,","","","","","783.4","3,0","","","","","60.3",",,,0","964",",,,0","-14.39","4,0","-3.11","3,,,0","-25.68","3,,,0","",""
"USC00427724","1949-03","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","0.0","","0.0","2,0","6","2,0","5","2,0","0","2,0","29","2,0","7",",0","3","2,0","29","2,0","6","2,0","0","2,0","0","2,0","","","","","-18.9","2,0,02,","711","2,,0,12,+","97",",,0,29,","8.9","2,,0,29,","8.9","2,0,21,+","","","","","643.9","2,0","","","","","32.1",",a,,0","475",",,,0","-3.87","2,0","3.44","2,,,0","-11.19","2,,,0","",""
"USC00427724","1949-05","39.7858","-111.1189","2325.6","SCOFIELD DAM, UT US","","","","","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",T,0,20,+","19.6",",,0,17,","","","","","","","","","","","","","36.4",",,,0","0",",T,,0","","","","","","","",""
