"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MGM00044347","1973-10","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","","","19.0","5,S,10,","","","","","10.42","5,,,S","",""
"MGM00044347","1973-12","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","25","5,S","0","5,S","0","5,S","","","","","","","2.0","5,S,06,","","","","","-5.08","5,,,S","",""
"MGM00044347","1975-02","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","16","5,S","0","5,S","0","5,S","","","","","","","8.0","5,S,28,","","","","","-3.13","5,,,S","",""
"MGM00044347","1975-08","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","5,S","25","5,S","2","5,S","","","","","","","35.0","5,S,19,+","","","","","28.31","5,,,S","",""
"MGM00044347","1975-10","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","","","21.0","4,S,17,","","","","","12.63","4,,,S","",""
"MGM00044347","1975-11","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","13","1,S","0","1,S","0","1,S","","","","","","","14.0","1,S,08,","","","","","2.41","1,,,S","",""
"MGM00044347","1975-12","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","24","4,S","0","4,S","0","4,S","","","","","","","2.0","4,S,29,","","","","","-8.07","4,,,S","",""
"MGM00044347","1976-01","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","24","4,S","0","4,S","0","4,S","","","","","","","4.0","4,S,01,","","","","","-6.19","4,,,S","",""
"MGM00044347","1976-02","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","16","4,S","0","4,S","0","4,S","","","","","","","7.0","4,S,12,","","","","","-0.40","4,,,S","",""
"MGM00044347","1976-04","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","","","20.0","4,S,26,","","","","","10.92","4,,,S","",""
"MGM00044347","1976-06","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","5,S","16","5,S","1","5,S","","","","","","","33.0","5,S,25,","","","","","24.80","5,,,S","",""
"MGM00044347","1976-07","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","3,S","25","3,S","0","3,S","","","","","","","31.0","3,S,31,+","","","","","25.93","3,,,S","",""
"MGM00044347","1976-08","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","4,S","22","4,S","0","4,S","","","","","","","32.0","4,S,15,","","","","","24.81","4,,,S","",""
"MGM00044347","1976-10","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","1","1,S","2","1,S","0","1,S","","","","","","","22.0","1,S,04,+","","","","","12.67","1,,,S","",""
"MGM00044347","1976-11","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","22","4,S","0","4,S","0","4,S","","","","","","","12.0","4,S,01,","","","","","-3.12","4,,,S","",""
"MGM00044347","1976-12","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","27","4,S","0","4,S","0","4,S","","","","","","","-1.0","4,S,09,","","","","","-8.78","4,,,S","",""
"MGM00044347","1977-04","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","2","2,S","1","2,S","0","2,S","","","","","","","22.0","2,S,20,","","","","","12.14","2,,,S","",""
"MGM00044347","1977-07","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","3,S","24","3,S","4","3,S","","","","","","","34.0","3,S,17,+","","","","","26.36","3,,,S","",""
"MGM00044347","1977-09","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","4,S","15","4,S","0","4,S","","","","","","","31.0","4,S,01,","","","","","21.65","4,,,S","",""
"MGM00044347","1977-11","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","9","2,S","0","2,S","0","2,S","","","","","","","7.0","2,S,15,+","","","","","2.07","2,,,S","",""
"MGM00044347","1977-12","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","22","4,S","0","4,S","0","4,S","","","","","","","6.0","4,S,02,","","","","","-4.41","4,,,S","",""
"MGM00044347","1978-01","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","28","2,S","0","2,S","0","2,S","","","","","","","3.0","2,S,24,","","","","","-8.52","2,,,S","",""
"MGM00044347","1978-02","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","20","3,S","0","3,S","0","3,S","","","","","","","8.0","3,S,21,","","","","","-5.16","3,,,S","",""
"MGM00044347","1978-03","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","4","4,S","0","4,S","0","4,S","","","","","","","10.0","4,S,25,+","","","","","4.00","4,,,S","",""
"MGM00044347","1978-04","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","1","4,S","3","4,S","0","4,S","","","","","","","26.0","4,S,26,+","","","","","14.31","4,,,S","",""
"MGM00044347","1978-05","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","5,S","11","5,S","0","5,S","","","","","","","29.0","5,S,24,","","","","","19.58","5,,,S","",""
"MGM00044347","1978-06","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","5,S","22","5,S","2","5,S","","","","","","","36.0","5,S,26,","","","","","26.52","5,,,S","",""
"MGM00044347","1978-08","44.417","105.317","1298.0","TSOGT OVOO, MG","","","","","","","","","","","","","0","5,S","23","5,S","2","5,S","","","","","","","34.0","5,S,20,","","","","","26.69","5,,,S","",""
