"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00341083","2009-02","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","5",",0","0",",0","-11.1",",0,04,","0",",,0,28,+","0",",,0,28,+","9.4",",,0,10,","23.9",",0,07,","","","  10.6",",,,0,3,2","316.4",",0","  13.3",",,,0,3,2","   1.7",",,,0,3,2","   4.4",",,,0,3,2","   5.6",",,,0,3,2","   9.6",",,,0,3,2","19.1",",,,0","0",",,,0","7.03",",0","14.33",",,,0","-0.26",",,,0"
"USC00341083","2009-03","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","8.3",",0","","","","","","","0",",0","0",",0","0",",0","12",",0","0",",0","12",",0","0",",0","-9.4",",0,01,","0",",,0,31,+","0",",,0,31,+","","","31.1",",0,05,","","","  14.4",",,,0,3,2","260.4",",0","  17.2",",,,0,3,2","   2.8",",,,0,3,2","   5.6",",,,0,3,2","   8.6",",,,0,3,2","  12.5",",,,0,3,2","43.1",",a,,0","0",",,,0","10.20",",0","17.32",",,,0","3.08",",,,0"
"USC00341083","2009-04","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","22.3",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","17",",0","1",",0","-7.8",",0,07,","0",",,0,30,+","0",",,0,30,+","32.0",",,0,12,","32.2",",0,22,","","","  19.4",",,,0,3,2","157.7",",0","  24.4",",,,0,3,2","   5.0",",,,0,3,2","  11.7",",,,0,3,2","  11.6",",,,0,3,2","  16.9",",,,0,3,2","89.9",",,,0","0",",,,0","13.82",",0","21.08",",,,0","6.56",",,,0"
"USC00341083","2009-05","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","50.2",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","6.1",",0,17,","0",",,0,31,+","0",",,0,31,+","12.2",",,0,02,","33.9",",0,30,","","","  22.2",",,,0,3,2","53.3",",0","  29.4",",,,0,3,2","  12.8",",,,0,3,2","  15.6",",,,0,3,2","  17.3",",,,0,3,2","  23.1",",,,0,3,2","61.9",",,,0","0",",,,0","18.23",",0","24.36",",,,0","12.11",",,,0"
"USC00341083","2009-06","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","247.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","10.6",",0,04,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,12,","40.0",",0,27,","","","  28.3",",,,0,3,2","0.0",",0","  35.6",",,,0,3,2","  19.4",",,,0,3,2","  26.1",",,,0,3,2","  24.7",",,,0,3,2","  31.1",",,,0,3,2","45.7",",,,0","0",",,,0","26.58",",0","33.74",",,,0","19.43",",,,0"
"USC00341083","2009-07","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","262.9",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","14.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","13.5",",,0,08,","43.3",",0,10,","0.0","0","  28.3",",,,0,3,2","0.0",",0","  35.0",",,,0,3,2","  22.2",",,,0,3,2","  28.3",",,,0,3,2","  25.7",",,,0,3,2","  31.9",",,,0,3,2","53.4",",,,0","0",",,,0","26.81",",0","34.26",",,,0","19.36",",,,0"
"USC00341083","2009-08","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","217.8",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","11.1",",0,31,","0",",,0,31,+","0",",,0,31,+","47.0",",,0,18,","40.0",",0,04,","0.8","0","  27.8",",,,0,3,2","0.8",",0","  33.9",",,,0,3,2","  20.6",",,,0,3,2","  26.7",",,,0,3,2","  24.1",",,,0,3,2","  30.3",",,,0,3,2","173.5",",,,0","0",",,,0","25.33",",0","31.64",",,,0","19.03",",,,0"
"USC00341083","2009-09","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","96.9",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","5.0",",0,29,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,12,","36.7",",0,27,","17.7","0","  23.3",",,,0,3,2","16.9",",0","  29.4",",,,0,3,2","  15.0",",,,0,3,2","  20.6",",,,0,3,2","  20.2",",,,0,3,2","  25.0",",,,0,3,2","36.9",",,,0","0",",,,0","21.00",",0","26.80",",,,0","15.19",",,,0"
"USC00341083","2009-10","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","2.8",",0","15",",0","5",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","-0.6",",0,27,","0",",,0,31,+","0",",,0,31,+","95.3",",,0,08,","25.6",",0,20,+","233.0","0","  20.0",",,,0,3,2","215.3",",0","  24.4",",,,0,3,2","   7.8",",,,0,3,2","  10.6",",,,0,3,2","  11.9",",,,0,3,2","  15.6",",,,0,3,2","164.5",",,,0","0",",,,0","11.48",",0","16.83",",,,0","6.13",",,,0"
"USC00341083","2009-11","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","","","1.7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","8",",0","0",",0","-3.9",",0,30,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,09,","26.1",",0,07,","455.0","0","  14.4",",,,0,3,2","222.0",",0","  18.9",",,,0,3,2","   4.4",",,,0,3,2","   8.9",",,,0,3,2","   9.4",",,,0,3,2","  13.2",",,,0,3,2","27.4",",,,0","0",",,,0","10.99",",0","17.11",",,,0","4.87",",,,0"
