"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"ASN00009844","1976-04","-33.3694","115.6378","4.0","HAY PARK, AS","5",",a","4",",a","3",",a","","","","","","","42.2",",,a,12,","","","114.2",",,,a","",""
"ASN00009844","1976-05","-33.3694","115.6378","4.0","HAY PARK, AS","10",",a","6",",a","0",",a","","","","","","","16.0",",,a,01,","","","73.4",",,,a","",""
"ASN00009844","1976-06","-33.3694","115.6378","4.0","HAY PARK, AS","9",",a","4",",a","1",",a","","","","","","","46.6",",,a,29,","","","94.6",",,,a","",""
"ASN00009844","1976-07","-33.3694","115.6378","4.0","HAY PARK, AS","12",",a","10",",a","1",",a","","","","","","","32.4",",,a,20,","","","110.0",",,,a","",""
"ASN00009844","1976-08","-33.3694","115.6378","4.0","HAY PARK, AS","11",",a","9",",a","2",",a","","","","","","","46.2",",,a,15,","","","133.0",",,,a","",""
"ASN00009844","1976-09","-33.3694","115.6378","4.0","HAY PARK, AS","10",",a","7",",a","0",",a","","","","","","","21.0",",,a,03,","","","61.0",",,,a","",""
"ASN00009844","1976-10","-33.3694","115.6378","4.0","HAY PARK, AS","9",",a","5",",a","0",",a","","","","","","","19.2",",,a,03,","","","47.8",",,,a","",""
"ASN00009844","1976-11","-33.3694","115.6378","4.0","HAY PARK, AS","7",",a","5",",a","0",",a","","","","","","","17.4",",,a,10,","","","64.8",",,,a","",""
"ASN00009844","1976-12","-33.3694","115.6378","4.0","HAY PARK, AS","5",",a","0",",a","0",",a","","","","","","","2.2",",,a,10,","","","7.0",",,,a","",""
"ASN00009844","1977-01","-33.3694","115.6378","4.0","HAY PARK, AS","2",",a","2",",a","0",",a","","","","","","","6.8",",,a,18,","","","9.4",",,,a","",""
"ASN00009844","1977-02","-33.3694","115.6378","4.0","HAY PARK, AS","0",",a","0",",a","0",",a","","","","","","","0.0",",,a,28,+","","","0.0",",,,a","",""
"ASN00009844","1977-03","-33.3694","115.6378","4.0","HAY PARK, AS","1",",a","0",",a","0",",a","","","","","","","0.4",",,a,24,","","","0.4",",,,a","",""
"ASN00009844","1977-04","-33.3694","115.6378","4.0","HAY PARK, AS","0",",a","0",",a","0",",a","","","","","","","0.0",",,a,30,+","","","0.0",",,,a","",""
