"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00100920","1909-07","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","","","","","5",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","10.2",",,6,26,","","","","","","","","","28.1",",,,6","0",",,,6","","","","","","","",""
"USC00100920","1909-08","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","","","3.7",",6","14",",6","7",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","29",",6","0",",6","","","","","-3.9",",6,28,","","","0",",,6,31,+","14.2",",,6,31,","30.6",",6,26,+","","","","","51.0",",6","49.4",",,,6","0",",,,6","16.81",",6","27.31",",,,6","6.31",",,,6","",""
"USC00100920","1909-09","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","","","0.0",",6","12",",6","9",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","13",",6","0",",6","","","","","-7.2",",6,22,","","","0",",,6,30,+","16.8",",,6,01,","25.6",",6,26,+","","","","","222.4",",6","66.6",",,,6","0",",,,6","10.92",",6","19.25",",,,6","2.59",",,,6","",""
"USC00100920","1909-10","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","","","0.0",",6","8",",6","4",",6","0",",6","","","2",",6","0",",6","26",",6","1",",6","1",",6","0",",6","","","","","-15.0",",6,31,","","","152",",,6,30,","8.6",",,6,30,","21.1",",6,02,","","","","","399.3",",6","26.4",",,,6","177",",,,6","5.45",",6","14.45",",,,6","-3.55",",,,6","",""
"USC00100920","1909-11","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","","","0.0","1,6","16",",6","11",",6","0",",6","","","","","1","1,6","27","1,6","9",",6","0",",6","0",",6","","","","","-21.7","1,6,28,","","","","","20.1",",,6,26,","16.1",",6,04,+","","","","","567.2",",6","105.1",",,,6","","","-1.20","1,6","4.36",",,,6","-6.77","1,,,6","",""
"USC00100920","1909-12","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","","","0.0",",6","13",",6","3",",6","0",",6","31",",6","","","17",",6","31",",6","30",",6","0",",6","0",",6","","","","","-30.6",",6,20,+","584",",,6,31,","","","7.6",",,6,31,","0.6",",6,31,","","","","","956.1",",6","30.0",",,,6","","","-12.51",",6","-6.49",",,,6","-18.53",",,,6","",""
"USC00100920","1910-01","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","0.0","6","0.0",",6","14",",6","4",",6","0",",6","31",",6","7",",6","15",",6","30",",6","23",",6","0",",6","0",",6","","","","","-31.7",",6,13,","1016",",,6,20,+","152",",,6,16,+","18.0",",,6,01,","5.0",",6,24,","","","","","880.5",",6","46.7",",,,6","608",",,,6","-10.07",",6","-4.05",",,,6","-16.09",",,,6","",""
"USC00100920","1910-02","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","0.0","6","0.0",",6","19",",6","2",",6","0",",6","28",",6","15",",6","9",",6","28",",6","23",",6","0",",6","0",",6","","","","","-34.4",",6,04,","864",",,6,28,","102",",,6,18,","3.6",",,6,23,","3.9",",6,14,","","","","","792.4",",6","27.6",",,,6","634",",,,6","-9.97",",6","-4.49",",,,6","-15.45",",,,6","",""
"USC00100920","1910-03","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","0.0","6","0.0",",6","5",",6","4",",6","0",",6","31",",6","3",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","","","-15.6",",6,10,","762",",,6,01,","76",",,6,23,","7.4",",,6,23,","12.8",",6,21,","","","","","551.1",",6","18.8",",,,6","152",",,,6","0.55",",6","7.16",",,,6","-6.05",",,,6","",""
"USC00100920","1910-04","43.0","-111.71667","1891.0","BLACKFOOT DAM, ID US","0.0","6","0.0",",6","10",",6","3",",6","0",",6","","","1",",6","0",",6","24",",6","0",",6","7",",6","0",",6","","","","","-11.7",",6,04,","","","25",",,6,03,","5.3",",,6,28,","25.6",",6,26,","","","","","370.9",",6","19.6",",,,6","25",",,,6","5.97",",6","14.28",",,,6","-2.34",",,,6","",""
