"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00205667","1914-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00205667","1914-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","29.7",",,6,25,","","","75.1",",,,6","","","",""
"USC00205667","1915-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","10.2",",,6,06,","","","19.4",",,,6","","","",""
"USC00205667","1915-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","18.3",",,6,12,","","","39.9",",,,6","","","",""
"USC00205667","1915-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","13",",6","8",",6","0",",6","","","","","","","","","","","1","","","","","","11.4",",,6,21,","","","59.3",",,,6","","","",""
"USC00205667","1916-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","14",",6","6",",6","1",",6","","","","","","","","","","","2","","","","","","31.0",",,6,27,","","","70.2",",,,6","","","",""
"USC00205667","1916-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","15",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","25.9",",,6,21,","","","62.4",",,,6","","","",""
"USC00205667","1916-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","18",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","34.3",",,6,10,","","","149.7",",,,6","","","",""
"USC00205667","1917-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","13.0",",,6,14,","","","42.6",",,,6","","","",""
"USC00205667","1917-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","9",",6","0",",6","","","","","","","","","","","1","","","","","","23.4",",,6,05,","","","78.2",",,,6","","","",""
"USC00205667","1917-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","32.3",",,6,22,","","","106.0",",,,6","","","",""
"USC00205667","1917-06","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","12",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","47.2",",,6,06,","","","162.2",",,,6","","","",""
"USC00205667","1917-07","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","18.8",",,6,23,","","","39.7",",,,6","","","",""
"USC00205667","1918-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","3",",6","1",",6","","","","","","","","","","","1","","","","","","25.4",",,6,14,","","","63.4",",,,6","","","",""
"USC00205667","1918-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","18.0",",,6,29,","","","63.4",",,,6","","","",""
"USC00205667","1918-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00205667","1919-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00205667","1919-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00205667","1919-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","28.7",",,6,04,","","","79.3",",,,6","","","",""
"USC00205667","1920-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10","1,6","9","1,6","0","1,6","","","","","","","","","","","1","","","","","","15.5","1,,6,05,","","","60.9","1,,,6","","","",""
"USC00205667","1920-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","8.1",",,6,23,","","","42.4",",,,6","","","",""
"USC00205667","1920-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","6",",6","0",",6","","","","","","","","","","","1","","","","","","22.1",",,6,11,","","","58.3",",,,6","","","",""
"USC00205667","1921-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","14",",6","13",",6","0",",6","","","","","","","","","","","1","","","","","","23.1",",,6,26,","","","126.5",",,,6","","","",""
"USC00205667","1921-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","14",",6","12",",6","1",",6","","","","","","","","","","","","","","","","","30.2",",,6,22,","","","134.7",",,,6","","","",""
"USC00205667","1921-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","1.5",",,6,28,","","","4.4",",,,6","","","",""
"USC00205667","1922-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","29.2",",,6,20,","","","74.6",",,,6","","","",""
"USC00205667","1922-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","26.2",",,6,17,+","","","76.4",",,,6","","","",""
"USC00205667","1923-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","15",",6","7",",6","0",",6","18",",","","","","","","","","","","","102",",,6,14,+","","","19.1",",,6,04,","","","88.5",",,,6","","","",""
"USC00205667","1923-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6","1,6","6","1,6","3","1,6","","","","","","","","","","","","","","","","","38.4","1,,6,20,","","","133.5","1,,,6","","","",""
"USC00205667","1924-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","6",",6","0",",6","24",",","","","","","","","","","","","152",",,6,02,+","","","17.5",",,6,30,","","","51.6",",,,6","","","",""
"USC00205667","1924-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","12",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","15.0",",,6,22,","","","46.3",",,,6","","","",""
"USC00205667","1924-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","14",",6","9",",6","0",",6","","","","","","","","","","","1","","","","","","17.3",",,6,10,","","","92.1",",,,6","","","",""
"USC00205667","1925-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","38.6",",,6,19,","","","71.1",",,,6","","","",""
"USC00205667","1925-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","7.4",",,6,24,+","","","22.0",",,,6","","","",""
"USC00205667","1926-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7","2,6","3","2,6","0","2,6","17","5,","","","","","","","","","","","508","5,,6,10,+","","","19.3","2,,6,31,","","","33.4","2,,,6","","","",""
"USC00205667","1926-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","17.8",",,6,28,","","","55.0",",,,6","","","",""
"USC00205667","1926-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","38.9",",,6,22,","","","95.6",",,,6","","","",""
"USC00205667","1927-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11","3,6","7","3,6","0","3,6","","","","","","","","","","","","","","","","","17.3","3,,6,13,","","","63.8","3,,,6","","","",""
"USC00205667","1927-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00205667","1927-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","18",",6","13",",6","2",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","44.5",",,6,10,","","","170.2",",,,6","0",",,,6","",""
"USC00205667","1928-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9","1,6","5","1,6","0","1,6","","","","","","","","","","","","","","","","","17.5","1,,6,07,","","","56.3","1,,,6","","","",""
"USC00205667","1928-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","23.6",",,6,17,","","","85.8",",,,6","","","",""
"USC00205667","1929-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6","3,6","3","3,6","0","3,6","","","1",",6","","","","","","","","","","","25",",,6,02,","14.2","3,,6,23,","","","30.2","3,,,6","43",",,,6","",""
"USC00205667","1929-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","15","1,6","12","1,6","4","1,6","","","","","","","","","","","","","","","","","34.3","1,,6,07,","","","173.2","1,,,6","","","",""
"USC00205667","1929-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","27.4",",,6,13,","","","122.6",",,,6","","","",""
"USC00205667","1930-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","21","4,6","5",",6","","","","","","","","","229","4,,6,09,+","127",",,6,27,","","","","","","","317",",,,6","",""
"USC00205667","1930-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","3",",6","2",",6","0",",6","13",",6","4",",6","","","","","","","","","203",",,6,27,+","152",",,6,26,","15.2",",,6,26,","","","19.5",",,,6","253",",,,6","",""
"USC00205667","1930-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","2",",6","0",",6","0",",6","0",",6","","","","","","","1","","0",",,6,30,+","0",",,6,30,+","19.6",",,6,17,","","","37.9",",,,6","0",",,,6","",""
"USC00205667","1930-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","5",",6","0",",6","0","1,6","0",",6","","","","","","","","","0","1,,6,31,+","0",",,6,31,+","17.0",",,6,02,","","","58.2",",,,6","0",",,,6","",""
"USC00205667","1931-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6","1,6","5","1,6","0","1,6","","","","","","","","","","","","","","","","","7.6","1,,6,08,","","","25.9","1,,,6","","","",""
"USC00205667","1931-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","20.3",",,6,10,","","","37.3",",,,6","","","",""
"USC00205667","1931-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","13.2",",,6,07,","","","66.2",",,,6","","","",""
"USC00205667","1932-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","3",",6","3",",6","0",",6","","","2",",6","","","","","","","","","","","102",",,6,22,","10.2",",,6,22,","","","20.4",",,,6","153",",,,6","",""
"USC00205667","1932-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","3",",6","","","","","","","","","","","51",",,6,02,","","","","","","","114",",,,6","",""
"USC00205667","1932-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","12",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","45.0",",,6,27,","","","145.4",",,,6","","","",""
"USC00205667","1933-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","5","2,6","4","2,6","0","2,6","","","4",",6","","","","","","","","","","","102",",,6,26,","12.7","2,,6,21,","","","29.7","2,,,6","190",",,,6","",""
"USC00205667","1933-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","41.1",",,6,18,","","","123.5",",,,6","","","",""
"USC00205667","1933-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","12",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","40.6",",,6,02,","","","112.3",",,,6","","","",""
"USC00205667","1935-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","4","3,6","4","3,6","0","3,6","","","2",",6","","","","","","","","","","","51",",,6,14,","10.9","3,,6,28,","","","27.5","3,,,6","76",",,,6","",""
"USC00205667","1935-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","4","4,6","2","4,6","0","4,6","","","2",",6","","","","","","","","","","","76",",,6,02,","15.5","4,,6,12,","","","21.8","4,,,6","114",",,,6","",""
"USC00205667","1935-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","9",",6","0",",6","","","1",",6","","","","","","","","","","","127",",,6,04,","12.4",",,6,29,","","","55.8",",,,6","127",",,,6","",""
"USC00205667","1936-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","1",",6","","","","","","","","","","","64",",,6,13,","","","","","","","64",",,,6","",""
"USC00205667","1936-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7","3,6","4","3,6","0","3,6","","","3",",6","","","","","","","","","","","102",",,6,02,","7.6","3,,6,14,","","","26.4","3,,,6","178",",,,6","",""
"USC00205667","1936-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","12.4",",,6,13,","","","48.2",",,,6","","","",""
"USC00205667","1936-06","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","17.5",",,6,30,","","","42.4",",,,6","","","",""
"USC00205667","1936-07","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","31.0",",,6,27,","","","55.0",",,,6","","","",""
"USC00205667","1937-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","1","5,6","1","5,6","0","5,6","","","2",",6","","","","","","","","","","","102",",,6,25,","2.5","5,,6,04,","","","2.5","5,,,6","127",",,,6","",""
"USC00205667","1937-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","8",",6","1",",6","","","","","","","","","","","1","","","","","","40.6",",,6,22,","","","107.5",",,,6","","","",""
"USC00205667","1937-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","17.8",",,6,27,","","","45.2",",,,6","","","",""
"USC00205667","1937-06","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","8",",6","1",",6","","","","","","","","","","","2","","","","","","29.2",",,6,17,","","","76.3",",,,6","","","",""
"USC00205667","1937-07","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","30.5",",,6,26,","","","75.6",",,,6","","","",""
"USC00205667","1937-08","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","15.2",",,6,09,","","","40.4",",,,6","","","",""
"USC00205667","1937-09","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","34.8",",,6,25,","","","85.6",",,,6","","","",""
"USC00205667","1937-10","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9",",6","7",",6","0",",6","","","","","","","","","","","1","","","","","","13.5",",,6,18,","","","58.8",",,,6","","","",""
"USC00205667","1937-11","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8","1,6","7","1,6","0","1,6","","","1",",6","","","","","","","2","","","","25",",,6,29,","11.4","1,,6,28,","","","59.4","1,,,6","25",",,,6","",""
"USC00205667","1937-12","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","28",",6","","","","","","","","","","","178",",,6,16,+","","","","","","","","","","","",""
"USC00205667","1938-01","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","31",",6","3",",6","","","","","","","1","","178",",,6,24,+","76",",,6,12,","","","","","","","191",",,,6","",""
"USC00205667","1938-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","6",",6","2",",6","","","2",",6","","","","","","","","","","","51",",,6,26,+","35.1",",,6,06,","","","98.2",",,,6","115",",,,6","",""
"USC00205667","1938-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","12",",6","7",",6","0",",6","","","1",",6","","","","","","","2","","","","69",",,6,05,","13.5",",,6,24,","","","64.9",",,,6","69",",,,6","",""
"USC00205667","1938-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","76",",,6,09,","10.7",",,6,09,","","","33.3",",,,6","89",",,,6","",""
"USC00205667","1938-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","6",",6","0",",6","0",",6","0",",6","","","","","","","","","0",",,6,31,+","0",",,6,31,+","23.6",",,6,29,","","","65.7",",,,6","0",",,,6","",""
"USC00205667","1939-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","26",",6","3",",6","","","","","","","1","","127",",,6,04,+","76",",,6,17,","","","","","","","152",",,,6","",""
"USC00205667","1939-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","4",",6","0",",6","","","2",",6","","","","","","","","","","","102",",,6,06,","10.7",",,6,27,","","","36.2",",,,6","173",",,,6","",""
"USC00205667","1939-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","14",",6","8",",6","0",",6","","","1",",6","","","","","","","1","","","","152",",,6,08,","17.8",",,6,08,","","","89.1",",,,6","165",",,,6","",""
"USC00205667","1939-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","11.4",",,6,15,","","","40.0",",,,6","0",",,,6","",""
"USC00205667","1940-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","4",",6","0",",6","20","1,6","4",",6","","","","","","","2","","152","1,,6,28,+","102",",,6,24,","12.7",",,6,24,","","","27.9",",,,6","254",",,,6","",""
"USC00205667","1940-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","4",",6","0",",6","23","2,6","4",",6","","","","","","","1","","127","2,,6,02,+","76",",,6,27,+","10.7",",,6,14,","","","40.3",",,,6","280",",,,6","",""
"USC00205667","1940-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","7",",6","0",",6","","","1",",6","","","","","","","1","","","","127",",,6,13,","21.1",",,6,18,","","","69.1",",,,6","127",",,,6","",""
"USC00205667","1940-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","17",",6","11",",6","0",",6","","","1",",6","","","","","","","","","","","25",",,6,02,","17.0",",,6,06,","","","108.9",",,,6","25",",,,6","",""
"USC00205667","1941-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","3",",6","0",",6","27","1,6","2",",6","","","","","","","2","","127","1,,6,10,+","64",",,6,09,","6.4",",,6,09,","","","19.4",",,,6","169",",,,6","",""
"USC00205667","1941-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","3",",6","0",",6","","","2","1,6","","","","","","","","","","","51","1,,6,11,","10.4",",,6,04,","","","25.7",",,,6","76","1,,,6","",""
"USC00205667","1941-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","15.0",",,6,19,","","","39.9",",,,6","","","",""
"USC00205667","1941-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","5",",6","0",",6","","","","","","","","","","","1","","","","","","16.3",",,6,06,","","","45.9",",,,6","","","",""
"USC00205667","1941-09","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00205667","1942-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","3",",6","2",",6","0",",6","28",",6","2",",6","","","","","","","1","","178",",,6,15,+","64",",,6,10,","6.4",",,6,10,","","","10.2",",,,6","102",",,,6","",""
"USC00205667","1942-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","8",",6","2",",6","","","1",",6","","","","","","","","","","","254",",,6,08,","26.2",",,6,16,","","","94.0",",,,6","292",",,,6","",""
"USC00205667","1942-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","19.1",",,6,30,","","","43.7",",,,6","","","",""
"USC00205667","1942-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","12",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","27.7",",,6,11,","","","104.1",",,,6","","","",""
"USC00205667","1943-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","4",",6","0",",6","28",",6","4",",6","","","","","","","1","","381",",,6,03,+","51",",,6,24,+","5.1",",,6,24,+","","","17.8",",,,6","178",",,,6","",""
"USC00205667","1943-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","4",",6","","","","","","","2","","","","102",",,6,11,","","","","","","","268",",,,6","",""
"USC00205667","1943-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","8",",6","0",",6","","","3",",6","","","","","","","","","","","102",",,6,16,","14.0",",,6,27,","","","75.0",",,,6","191",",,,6","",""
"USC00205667","1943-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","14",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","22.6",",,6,20,","","","131.9",",,,6","","","",""
"USC00205667","1944-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9",",6","5",",6","0",",6","18","4,6","3",",6","","","","","","","2","","76","4,,6,23,+","76",",,6,22,","14.5",",,6,22,","","","43.9",",,,6","185",",,,6","",""
"USC00205667","1944-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","15",",6","9",",6","0",",6","","","2",",6","","","","","","","1","","","","76",",,6,29,","10.9",",,6,26,","","","62.6",",,,6","179",",,,6","",""
"USC00205667","1944-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","25",",,6,15,","7.6",",,6,14,","","","31.7",",,,6","51",",,,6","",""
"USC00205667","1944-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","0",",6","","","","","","","1","","","","0",",,6,31,+","","","","","","","0",",,,6","",""
"USC00205667","1945-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","4",",6","0",",6","25",",6","3",",6","","","","","","","1","","254",",,6,09,+","76",",,6,08,","20.8",",,6,22,","","","42.2",",,,6","199",",,,6","",""
"USC00205667","1945-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","11.4",",,6,16,","","","41.2",",,,6","","","",""
"USC00205667","1945-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","13",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","16.3",",,6,25,","","","74.8",",,,6","","","",""
"USC00205667","1945-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","14",",6","11",",6","1",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","29.2",",,6,08,","","","118.6",",,,6","0",",,,6","",""
"USC00205667","1946-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","6",",6","6",",6","1",",6","23",",6","6",",6","","","","","","","1","","432",",,6,28,+","229",",,6,26,","25.4",",,6,26,","","","69.3",",,,6","660",",,,6","",""
"USC00205667","1946-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","10",",6","6",",6","0",",6","","","1",",6","","","","","","","2","","","","102",",,6,09,","16.8",",,6,06,","","","51.6",",,,6","102",",,,6","",""
"USC00205667","1946-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","5",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","7.6",",,6,08,","","","14.8",",,,6","0",",,,6","",""
"USC00205667","1946-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","8",",6","5",",6","0",",6","","","","","","","","","","","1","","","","","","18.0",",,6,20,","","","49.4",",,,6","","","",""
"USC00205667","1947-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","5",",6","2",",6","0",",6","28",",6","2",",6","","","","","","","","","330",",,6,13,+","25",",,6,24,+","2.5",",,6,24,+","","","8.9",",,,6","89",",,,6","",""
