"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"PUM00061766","1979-11","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","0","5,S","0","5,S","0","5,S","","","","","","","0.0","5,,S,30,+","","","0.0","5,,,S","",""
"PUM00061766","2009-05","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","","","","","","","0","5,S","26","5,S","22","5,S","","","37.3","5,S,17,","","","33.88","5,,,S"
"PUM00061766","2011-02","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","","","","","","","0","5,S","23","5,S","20","5,S","","","37.2","5,S,21,","","","34.10","5,,,S"
"PUM00061766","2011-03","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","","","","","","","0","5,S","26","5,S","25","5,S","","","38.5","5,S,09,","","","35.72","5,,,S"
"PUM00061766","2011-07","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","","","","","","","0","5,S","26","5,S","10","5,S","","","33.7","5,S,31,","","","31.64","5,,,S"
"PUM00061766","2011-09","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","","","","","","","0","4,S","26","4,S","5","4,S","","","32.8","4,S,26,","","","31.32","4,,,S"
"PUM00061766","2016-05","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","","","","","","","0","4,S","27","4,S","22","4,S","","","40.0","4,S,11,","","","34.22","4,,,S"
"PUM00061766","2017-01","11.895","-15.654","39.3","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","","","","","","","0","5,S","26","5,S","24","5,S","","","36.1","5,S,30,","","","33.57","5,,,S"
