"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017282","2014-09","37.929","41.117","555.3","BATMAN, TU","4",",S","2",",S","1",",S","","","","","0","3,S","27","3,S","20","3,S","","","29.7",",,S,29,","40.9","3,S,01,","35.1",",,,S","34.21","3,,,S","",""
"TUM00017282","2014-10","37.929","41.117","555.3","BATMAN, TU","9","3,S","4","3,S","0","3,S","","","","","","","","","","","","","14.0","3,,S,19,","","","39.7","3,,,S","","","",""
"TUM00017282","2014-11","37.929","41.117","555.3","BATMAN, TU","7","2,S","7","2,S","0","2,S","","","","","","","","","","","","","16.5","2,,S,22,","","","56.5","2,,,S","","","",""
"TUM00017282","2015-01","37.929","41.117","555.3","BATMAN, TU","9","5,S","5","5,S","0","5,S","","","","","","","","","","","","","12.4","5,,S,16,","","","35.0","5,,,S","","","",""
"TUM00017282","2015-02","37.929","41.117","555.3","BATMAN, TU","15",",S","5",",S","1",",S","","","","","","","","","","","","","30.0",",,S,09,","","","75.5",",,,S","","","",""
"TUM00017282","2015-03","37.929","41.117","555.3","BATMAN, TU","14","1,S","7","1,S","1","1,S","","","","","","","","","","","","","27.9","1,,S,30,","","","81.6","1,,,S","","","",""
"TUM00017282","2015-04","37.929","41.117","555.3","BATMAN, TU","9",",S","6",",S","0",",S","","","","","","","","","","","","","21.6",",,S,13,","","","56.6",",,,S","","","",""
"TUM00017282","2015-05","37.929","41.117","555.3","BATMAN, TU","11",",S","3",",S","0",",S","","","","","","","","","","","","","5.6",",,S,15,","","","18.5",",,,S","","","",""
"TUM00017282","2015-06","37.929","41.117","555.3","BATMAN, TU","1",",S","0",",S","0",",S","","","","","","","","","","","","","1.5",",,S,03,","","","1.5",",,,S","","","",""
"TUM00017282","2015-07","37.929","41.117","555.3","BATMAN, TU","1",",S","0",",S","0",",S","","","","","","","","","","","","","0.3",",,S,09,","","","0.3",",,,S","","","",""
"TUM00017282","2015-09","37.929","41.117","555.3","BATMAN, TU","2","3,S","1","3,S","0","3,S","","","","","","","","","","","","","6.1","3,,S,07,","","","6.4","3,,,S","","","",""
"TUM00017282","2015-10","37.929","41.117","555.3","BATMAN, TU","11","1,S","8","1,S","0","1,S","","","","","","","","","","","","","21.1","1,,S,26,","","","68.3","1,,,S","","","",""
"TUM00017282","2015-11","37.929","41.117","555.3","BATMAN, TU","5",",S","3",",S","0",",S","","","","","","","","","","","","","22.4",",,S,17,","","","33.0",",,,S","","","",""
"TUM00017282","2016-03","37.929","41.117","555.3","BATMAN, TU","11","1,S","7","1,S","1","1,S","","","","","","","","","","","","","29.2","1,,S,28,","","","67.7","1,,,S","","","",""
"TUM00017282","2016-05","37.929","41.117","555.3","BATMAN, TU","12",",S","2",",S","0",",S","","","","","","","","","","","","","5.1",",,S,28,+","","","22.6",",,,S","","","",""
"TUM00017282","2016-06","37.929","41.117","555.3","BATMAN, TU","2",",S","1",",S","0",",S","","","","","","","","","","","","","17.0",",,S,19,","","","17.8",",,,S","","","",""
"TUM00017282","2016-07","37.929","41.117","555.3","BATMAN, TU","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","0.0","1,,S,31,+","","","0.0","1,,,S","","","",""
"TUM00017282","2017-01","37.929","41.117","555.3","BATMAN, TU","9","5,S","5","5,S","1","5,S","","","","","","","","","","","","","31.0","5,,S,28,","","","55.2","5,,,S","","","",""
"TUM00017282","2017-02","37.929","41.117","555.3","BATMAN, TU","5","4,S","2","4,S","0","4,S","","","","","","","","","","","","","4.6","4,,S,01,","","","10.7","4,,,S","","","",""
"TUM00017282","2017-03","37.929","41.117","555.3","BATMAN, TU","16",",S","10",",S","1",",S","","","","","","","","","","","","","26.2",",,S,14,","","","130.8",",,,S","","","",""
"TUM00017282","2017-04","37.929","41.117","555.3","BATMAN, TU","12",",S","9",",S","0",",S","","","","","0","5,S","15","5,S","0","5,S","","","19.1",",,S,19,","28.2","5,S,22,","86.9",",,,S","21.85","5,,,S","",""
"TUM00017282","2017-05","37.929","41.117","555.3","BATMAN, TU","11",",S","5",",S","0",",S","","","","","","","","","","","","","11.9",",,S,24,","","","44.5",",,,S","","","",""
"TUM00017282","2017-06","37.929","41.117","555.3","BATMAN, TU","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","0.0","1,,S,30,+","","","0.0","1,,,S","","","",""
"TUM00017282","2017-07","37.929","41.117","555.3","BATMAN, TU","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","0.0","2,,S,31,+","","","0.0","2,,,S","","","",""
"TUM00017282","2017-11","37.929","41.117","555.3","BATMAN, TU","11",",S","3",",S","0",",S","","","","","","","","","","","","","16.5",",,S,01,","","","43.4",",,,S","","","",""
"TUM00017282","2017-12","37.929","41.117","555.3","BATMAN, TU","7",",S","5",",S","0",",S","","","","","","","","","","","","","19.8",",,S,07,","","","42.0",",,,S","","","",""
"TUM00017282","2018-02","37.929","41.117","555.3","BATMAN, TU","12","1,S","6","1,S","0","1,S","","","","","","","","","","","","","15.2","1,,S,17,","","","56.6","1,,,S","","","",""
"TUM00017282","2018-03","37.929","41.117","555.3","BATMAN, TU","4",",S","2",",S","1",",S","","","","","","","","","","","","","34.0",",,S,16,","","","41.3",",,,S","","","",""
"TUM00017282","2018-04","37.929","41.117","555.3","BATMAN, TU","6",",S","2",",S","0",",S","0","5,S","2","5,S","","","","","","","-1.2","5,S,05,","23.6",",,S,14,","","","47.8",",,,S","","","5.10","5,,,S"
"TUM00017282","2018-05","37.929","41.117","555.3","BATMAN, TU","18",",S","12",",S","1",",S","","","","","","","","","","","","","32.0",",,S,23,","","","114.8",",,,S","","","",""
"TUM00017282","2018-06","37.929","41.117","555.3","BATMAN, TU","3",",S","1",",S","0",",S","0","3,S","0","3,S","","","","","","","12.0","3,S,06,","6.4",",,S,16,","","","7.9",",,,S","","","15.35","3,,,S"
"TUM00017282","2018-07","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","","","","","0","4,S","27","4,S","27","4,S","","","0.0",",,S,31,+","45.4","4,S,03,","0.0",",,,S","40.92","4,,,S","",""
"TUM00017282","2018-08","37.929","41.117","555.3","BATMAN, TU","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","0.0","3,,S,31,+","","","0.0","3,,,S","","","",""
"TUM00017282","2018-10","37.929","41.117","555.3","BATMAN, TU","10",",S","8",",S","2",",S","","","","","","","","","","","","","49.5",",,S,26,","","","106.1",",,,S","","","",""
"TUM00017282","2018-11","37.929","41.117","555.3","BATMAN, TU","12",",S","9",",S","0",",S","","","","","","","","","","","","","24.1",",,S,15,","","","90.2",",,,S","","","",""
"TUM00017282","2018-12","37.929","41.117","555.3","BATMAN, TU","15",",S","8",",S","0",",S","","","","","","","","","","","","","19.8",",,S,01,","","","84.7",",,,S","","","",""
"TUM00017282","2019-01","37.929","41.117","555.3","BATMAN, TU","15",",S","5",",S","0",",S","","","","","","","","","","","","","17.0",",,S,28,","","","73.4",",,,S","","","",""
"TUM00017282","2019-02","37.929","41.117","555.3","BATMAN, TU","13",",S","10",",S","0",",S","","","","","","","","","","","","","23.9",",,S,27,","","","88.8",",,,S","","","",""
"TUM00017282","2019-03","37.929","41.117","555.3","BATMAN, TU","18",",S","12",",S","0",",S","","","","","","","","","","","","","20.1",",,S,24,","","","116.2",",,,S","","","",""
"TUM00017282","2019-04","37.929","41.117","555.3","BATMAN, TU","17",",S","15",",S","0",",S","","","","","","","","","","","","","20.6",",,S,01,","","","160.8",",,,S","","","",""
"TUM00017282","2019-05","37.929","41.117","555.3","BATMAN, TU","3",",S","1",",S","1",",S","","","","","","","","","","","","","30.2",",,S,04,","","","32.5",",,,S","","","",""
"TUM00017282","2019-06","37.929","41.117","555.3","BATMAN, TU","2","3,S","0","3,S","0","3,S","","","","","","","","","","","","","0.8","3,,S,17,","","","1.1","3,,,S","","","",""
"TUM00017282","2019-07","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","","","","","","","","","","","","","0.0",",,S,31,+","","","0.0",",,,S","","","",""
"TUM00017282","2019-09","37.929","41.117","555.3","BATMAN, TU","1","1,S","0","1,S","0","1,S","","","","","0","3,S","27","3,S","24","3,S","","","0.3","1,,S,15,","38.6","3,S,01,","0.3","1,,,S","34.57","3,,,S","",""
"TUM00017282","2019-10","37.929","41.117","555.3","BATMAN, TU","6",",S","3",",S","0",",S","","","","","","","","","","","","","18.3",",,S,30,","","","41.8",",,,S","","","",""
"TUM00017282","2019-11","37.929","41.117","555.3","BATMAN, TU","3","1,S","2","1,S","0","1,S","0","3,S","8","3,S","","","","","","","-4.7","3,S,20,","13.7","1,,S,02,","","","18.0","1,,,S","","","1.33","3,,,S"
"TUM00017282","2019-12","37.929","41.117","555.3","BATMAN, TU","16",",S","13",",S","0",",S","","","","","","","","","","","","","17.8",",,S,06,","","","87.9",",,,S","","","",""
"TUM00017282","2020-01","37.929","41.117","555.3","BATMAN, TU","14",",S","8",",S","0",",S","","","","","","","","","","","","","9.4",",,S,19,","","","57.1",",,,S","","","",""
"TUM00017282","2020-02","37.929","41.117","555.3","BATMAN, TU","13","2,S","9","2,S","1","2,S","","","","","","","","","","","","","40.9","2,,S,01,","","","104.1","2,,,S","","","",""
"TUM00017282","2020-03","37.929","41.117","555.3","BATMAN, TU","15",",S","14",",S","0",",S","","","","","","","","","","","","","23.1",",,S,02,","","","158.9",",,,S","","","",""
"TUM00017282","2020-04","37.929","41.117","555.3","BATMAN, TU","13",",S","8",",S","0",",S","","","","","","","","","","","","","19.8",",,S,26,","","","94.9",",,,S","","","",""
"TUM00017282","2020-05","37.929","41.117","555.3","BATMAN, TU","9",",S","5",",S","2",",S","","","","","","","","","","","","","32.0",",,S,24,","","","87.1",",,,S","","","",""
"TUM00017282","2020-06","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","0","3,S","0","3,S","","","","","","","8.2","3,S,01,","0.0",",,S,30,+","","","0.0",",,,S","","","12.66","3,,,S"
"TUM00017282","2020-07","37.929","41.117","555.3","BATMAN, TU","1",",S","0",",S","0",",S","0","5,S","0","5,S","","","","","","","13.6","5,S,02,","0.5",",,S,01,","","","0.5",",,,S","","","17.70","5,,,S"
"TUM00017282","2020-08","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","","","","","0","1,S","30","1,S","30","1,S","","","0.0",",,S,31,+","41.6","1,S,31,","0.0",",,,S","38.96","1,,,S","",""
"TUM00017282","2020-09","37.929","41.117","555.3","BATMAN, TU","1",",S","0",",S","0",",S","","","","","0","2,S","28","2,S","28","2,S","","","0.5",",,S,01,","42.1","2,S,01,","0.5",",,,S","37.73","2,,,S","",""
"TUM00017282","2020-10","37.929","41.117","555.3","BATMAN, TU","0","1,S","0","1,S","0","1,S","","","","","","","","","","","","","0.0","1,,S,31,+","","","0.0","1,,,S","","","",""
"TUM00017282","2020-11","37.929","41.117","555.3","BATMAN, TU","8","1,S","4","1,S","0","1,S","","","","","","","","","","","","","13.0","1,,S,06,","","","30.2","1,,,S","","","",""
"TUM00017282","2020-12","37.929","41.117","555.3","BATMAN, TU","8",",S","6",",S","0",",S","","","","","","","","","","","","","19.6",",,S,23,","","","45.0",",,,S","","","",""
"TUM00017282","2021-01","37.929","41.117","555.3","BATMAN, TU","10",",S","6",",S","0",",S","","","","","","","","","","","","","14.5",",,S,19,","","","59.5",",,,S","","","",""
"TUM00017282","2021-03","37.929","41.117","555.3","BATMAN, TU","13",",S","7",",S","0",",S","","","","","","","","","","","","","18.0",",,S,04,","","","79.6",",,,S","","","",""
"TUM00017282","2021-04","37.929","41.117","555.3","BATMAN, TU","2",",S","0",",S","0",",S","","","","","0","3,S","19","3,S","2","3,S","","","2.0",",,S,30,","32.3","3,S,21,","3.8",",,,S","25.99","3,,,S","",""
"TUM00017282","2021-05","37.929","41.117","555.3","BATMAN, TU","5",",S","0",",S","0",",S","","","","","0","5,S","26","5,S","15","5,S","","","2.0",",,S,04,","36.6","5,S,20,","6.6",",,,S","33.14","5,,,S","",""
"TUM00017282","2021-06","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","","","","","0","1,S","29","1,S","27","1,S","","","0.0",",,S,30,+","40.8","1,S,28,","0.0",",,,S","36.27","1,,,S","",""
"TUM00017282","2021-07","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","","","","","0","1,S","30","1,S","30","1,S","","","0.0",",,S,31,+","44.2","1,S,20,","0.0",",,,S","40.59","1,,,S","",""
"TUM00017282","2021-08","37.929","41.117","555.3","BATMAN, TU","2",",S","0",",S","0",",S","","","","","0","1,S","30","1,S","30","1,S","","","1.8",",,S,08,","43.5","1,S,29,","2.1",",,,S","40.55","1,,,S","",""
"TUM00017282","2021-09","37.929","41.117","555.3","BATMAN, TU","2","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.3","5,,S,24,+","","","0.6","5,,,S","","","",""
"TUM00017282","2021-10","37.929","41.117","555.3","BATMAN, TU","4",",S","2",",S","0",",S","","","","","","","","","","","","","9.4",",,S,30,","","","15.3",",,,S","","","",""
