"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BGM00041978","1990-10","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","","","","","","","","","","","0","5,S","26","5,S","5","5,S","","","","","33.0","5,S,12,","","","","","","","31.08","5,,,S","",""
"BGM00041978","1990-12","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","1","3,S","0","3,S","0","3,S","","","","","0","4,S","27","4,S","0","4,S","","","2.0","3,,S,19,","30.7","4,S,16,","","","2.0","3,,,S","","","27.03","4,,,S","",""
"BGM00041978","1991-01","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","1","4,S","0","4,S","0","4,S","","","","","","","","","","","","","2.0","4,,S,03,","","","","","2.0","4,,,S","","","","","",""
"BGM00041978","1991-02","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","0.0","4,,S,28,+","","","","","0.0","4,,,S","","","","","",""
"BGM00041978","1992-02","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","","","","","","","","","","","0","5,S","24","5,S","0","5,S","","","","","27.4","5,S,16,","","","","","","","26.04","5,,,S","",""
"BGM00041978","1992-07","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","","","","","","","","","","","0","4,S","27","4,S","4","4,S","","","","","34.7","4,S,25,","","","","","","","31.24","4,,,S","",""
"BGM00041978","1992-08","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","","","","","","","","","","","0","4,S","27","4,S","13","4,S","","","","","34.5","4,S,30,","","","","","","","31.79","4,,,S","",""
"BGM00041978","1992-09","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","","","","","","","","","","","0","1,S","29","1,S","12","1,S","","","","","33.7","1,S,06,","","","","","","","31.96","1,,,S","",""
"BGM00041978","1992-11","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","0","4,S","0","4,S","0","4,S","","","","","0","2,S","28","2,S","1","2,S","","","0.0","4,,S,30,+","33.0","2,S,01,","","","0.0","4,,,S","","","29.45","2,,,S","",""
"BGM00041978","1992-12","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","0","2,S","0","2,S","0","2,S","","","","","0","4,S","27","4,S","0","4,S","","","0.0","2,,S,31,+","28.2","4,S,04,","","","0.0","2,,,S","","","25.92","4,,,S","",""
"BGM00041978","1995-10","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","","","","","","","","","","","0",",S","31",",S","20",",S","","","","","34.6",",S,29,","","","","","","","32.57",",,,S","",""
"BGM00041978","1995-12","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","0.0","5,,,S","","","","","",""
"BGM00041978","1996-10","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","10","5,S","8","5,S","4","5,S","","","","","","","","","","","","","116.1","5,,S,05,","","","","","331.5","5,,,S","","","","","",""
"BGM00041978","1997-10","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","3","5,S","2","5,S","1","5,S","","","","","","","","","","","","","69.1","5,,S,02,","","","","","83.0","5,,,S","","","","","",""
"BGM00041978","1997-11","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","3","3,S","2","3,S","1","3,S","","","","","0","5,S","25","5,S","8","5,S","","","38.1","3,,S,08,","34.2","5,S,05,","","","49.0","3,,,S","","","31.44","5,,,S","",""
"BGM00041978","1998-01","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","3","2,S","3","2,S","1","2,S","","","","","","","","","","","","","27.9","2,,S,18,","","","","","36.0","2,,,S","","","","","",""
"BGM00041978","1998-02","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","3",",S","3",",S","2",",S","","","","","0","3,S","25","3,S","0","3,S","","","55.1",",,S,20,","30.6","3,S,24,+","","","100.1",",,,S","","","27.85","3,,,S","",""
"BGM00041978","1998-03","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","7","3,S","3","3,S","2","3,S","","","","","","","","","","","","","54.1","3,,S,23,","","","","","99.5","3,,,S","","","","","",""
"BGM00041978","1998-04","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","4","2,S","3","2,S","2","2,S","","","","","0","5,S","25","5,S","12","5,S","","","96.0","2,,S,21,","34.2","5,S,17,","","","151.9","2,,,S","","","32.04","5,,,S","",""
"BGM00041978","1998-05","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","12","2,S","11","2,S","5","2,S","","","","","","","","","","","","","151.9","2,,S,20,","","","","","390.9","2,,,S","","","","","",""
"BGM00041978","1998-06","22.25","91.813","3.7","SHAH AMANAT INTERNATIONAL, BG","","","12","1,S","5","1,S","2","1,S","","","","","0","5,S","25","5,S","24","5,S","","","29.0","1,,S,09,+","37.0","5,S,14,","","","110.8","1,,,S","","","34.11","5,,,S","",""
