"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00124527","1939-09","40.75917","-87.43528","211.8","KENTLAND, IN US","","","126.6",",6","5",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","28",",6","11",",6","","","","","5.0",",6,30,","","","0",",,6,30,+","1.5",",,6,28,","38.3",",6,15,+","","","","","","","31.3",",6","","","","","","","","","","","","","","","","","","","","","3.4",",,,6","0",",,,6","21.51",",6","29.83",",,,6","13.18",",,,6"
"USC00124527","1939-10","40.75917","-87.43528","211.8","KENTLAND, IN US","","","27.3",",6","9",",6","8",",6","1",",6","","","0",",6","0",",6","8",",6","0",",6","16",",6","1",",6","","","","","-2.8",",6,29,","","","0",",,6,31,+","52.6",",,6,10,","32.8",",6,08,","","","","","","","182.5",",6","","","","","","","","","","","","","","","","","","","","","108.4",",,,6","0",",,,6","13.33",",6","20.64",",,,6","6.02",",,,6"
"USC00124527","1939-11","40.75917","-87.43528","211.8","KENTLAND, IN US","","","0.0",",6","7",",6","2",",6","0",",6","","","1",",6","0",",6","21",",6","0",",6","0",",6","0",",6","","","","","-6.1",",6,28,","","","107",",,6,21,","19.8",",,6,10,","18.9",",6,16,","","","","","","","419.5",",6","","","","","","","","","","","","","","","","","","","","","40.5",",,,6","107",",,,6","4.35",",6","9.75",",,,6","-1.05",",,,6"
"USC00124527","1939-12","40.75917","-87.43528","211.8","KENTLAND, IN US","","","0.0","1,6","4",",6","2",",6","0",",6","","","1",",6","1",",6","21",",6","6","1,6","0","1,6","0","1,6","","","","","-18.9",",6,31,","","","89",",,6,27,","9.9",",,6,01,","15.0","1,6,18,","","","","","","","525.5","1,6","","","","","","","","","","","","","","","","","","","","","21.6",",,,6","94",",,,6","0.91","1,6","5.50","1,,,6","-3.67",",,,6"
"USC00124527","1940-01","40.75917","-87.43528","211.8","KENTLAND, IN US","0.0","6","0.0",",6","10",",6","6",",6","0",",6","30",",6","4",",6","11",",6","31",",6","26",",6","0",",6","0",",6","","","","","-25.0",",6,19,","203",",,6,07,","165",",,6,07,","18.5",",,6,14,","3.9",",6,14,","","","","","","","870.4",",6","","","","","","","","","","","","","","","","","","","","","53.4",",,,6","318",",,,6","-9.75",",6","-5.21",",,,6","-14.28",",,,6"
"USC00124527","1940-02","40.75917","-87.43528","211.8","KENTLAND, IN US","0.0","6","0.0",",6","12",",6","7",",6","0",",6","5",",6","2",",6","1",",6","29",",6","3",",6","0",",6","0",",6","","","","","-17.8",",6,25,","76",",,6,24,","51",",,6,24,","9.7",",,6,18,","8.3",",6,11,","","","","","","","563.6",",6","","","","","","","","","","","","","","","","","","","","","36.1",",,,6","133",",,,6","-1.10",",6","2.31",",,,6","-4.51",",,,6"
"USC00124527","1940-03","40.75917","-87.43528","211.8","KENTLAND, IN US","0.0","6","0.0","1,6","6",",6","5",",6","0",",6","0",",6","0",",6","0","1,6","23","1,6","5",",6","1",",6","0",",6","","","","","-12.8","1,6,23,","0",",T,6,15,","0",",T,6,21,+","11.4",",,6,03,","21.1",",6,17,","","","","","","","513.3",",6","","","","","","","","","","","","","","","","","","","","","37.8",",,,6","0",",T,,6","1.48","1,6","6.00",",,,6","-3.05","1,,,6"
"USC00124527","1940-04","40.75917","-87.43528","211.8","KENTLAND, IN US","0.0","6","0.0",",6","12",",6","6",",6","0",",6","","","1",",6","0",",6","9",",6","0",",6","4",",6","0",",6","","","","","-6.7",",6,13,","","","102",",,6,11,","18.5",",,6,07,","25.6",",6,02,","","","","","","","296.1",",6","","","","","","","","","","","","","","","","","","","","","67.3",",,,6","102",",,,6","8.46",",6","14.82",",,,6","2.10",",,,6"
"USC00124527","1940-05","40.75917","-87.43528","211.8","KENTLAND, IN US","14.4","6","14.4",",6","16",",6","10",",6","2",",6","","","0",",6","0",",6","1",",6","0",",6","13",",6","0",",6","","","","","-1.1",",6,04,","","","0",",,6,31,+","44.5",",,6,01,","30.0",",6,13,","","","","","","","137.9",",6","","","","","","","","","","","","","","","","","","","","","126.6",",,,6","0",",,,6","14.35",",6","20.66",",,,6","8.03",",,,6"
"USC00124527","1940-06","40.75917","-87.43528","211.8","KENTLAND, IN US","136.5","6","122.1",",6","11",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","","","","","4.4",",6,21,","","","","","36.6",",,6,12,","34.4",",6,06,","","","","","","","7.7",",6","","","","","","","","","","","","","","","","","","","","","62.5",",,,6","","","22.15",",6","28.53",",,,6","15.76",",,,6"
