"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00236675","1940-05","37.15","-90.7",,"PIEDMONT, MO US","10",",6","4",",6","1",",6","","","26.9",",,6,09,","63.5",",,,6"
"USC00236675","1940-06","37.15","-90.7",,"PIEDMONT, MO US","10",",6","6",",6","2",",6","","","63.5",",,6,29,","138.4",",,,6"
"USC00236675","1940-07","37.15","-90.7",,"PIEDMONT, MO US","4",",6","3",",6","0",",6","","","8.9",",,6,21,","19.8",",,,6"
"USC00236675","1940-08","37.15","-90.7",,"PIEDMONT, MO US","13",",6","10",",6","0",",6","","","24.1",",,6,09,","130.8",",,,6"
"USC00236675","1940-09","37.15","-90.7",,"PIEDMONT, MO US","2",",6","2",",6","0",",6","","","3.8",",,6,24,","6.3",",,,6"
"USC00236675","1940-10","37.15","-90.7",,"PIEDMONT, MO US","2",",6","2",",6","0",",6","","","16.5",",,6,07,","22.9",",,,6"
"USC00236675","1940-11","37.15","-90.7",,"PIEDMONT, MO US","7",",6","7",",6","2",",6","","","33.0",",,6,11,","118.1",",,,6"
"USC00236675","1940-12","37.15","-90.7",,"PIEDMONT, MO US","6",",6","4",",6","2",",6","","","34.3",",,6,16,","87.7",",,,6"
"USC00236675","1941-01","37.15","-90.7",,"PIEDMONT, MO US","6",",6","6",",6","2",",6","","","69.9",",,6,02,","129.7",",,,6"
"USC00236675","1941-02","37.15","-90.7",,"PIEDMONT, MO US","2",",6","2",",6","0",",6","","","12.7",",,6,13,","16.5",",,,6"
"USC00236675","1941-03","37.15","-90.7",,"PIEDMONT, MO US","6","2,6","4","2,6","0","2,6","","","6.4","2,,6,31,","17.1","2,,,6"
"USC00236675","1941-04","37.15","-90.7",,"PIEDMONT, MO US","10",",6","6",",6","1",",6","1","","25.4",",,6,03,","74.5",",,,6"
"USC00236675","1941-05","37.15","-90.7",,"PIEDMONT, MO US","4",",6","4",",6","1",",6","","","35.6",",,6,16,","67.1",",,,6"
"USC00236675","1941-06","37.15","-90.7",,"PIEDMONT, MO US","6",",6","6",",6","0",",6","","","20.3",",,6,02,","67.6",",,,6"
"USC00236675","1941-07","37.15","-90.7",,"PIEDMONT, MO US","6",",6","6",",6","0",",6","","","21.3",",,6,24,","65.4",",,,6"
"USC00236675","1941-08","37.15","-90.7",,"PIEDMONT, MO US","10",",6","8",",6","2",",6","","","31.8",",,6,23,","120.0",",,,6"
"USC00236675","1941-10","37.15","-90.7",,"PIEDMONT, MO US","13",",6","12",",6","4",",6","","","87.4",",,6,31,","261.2",",,,6"
"USC00236675","1941-11","37.15","-90.7",,"PIEDMONT, MO US","7",",6","6",",6","0",",6","","","14.5",",,6,23,","63.6",",,,6"
"USC00236675","1941-12","37.15","-90.7",,"PIEDMONT, MO US","5",",6","3",",6","1",",6","","","47.5",",,6,29,","72.4",",,,6"
"USC00236675","1942-01","37.15","-90.7",,"PIEDMONT, MO US","9",",6","5",",6","0",",6","","","22.9",",,6,27,","86.7",",,,6"
"USC00236675","1942-02","37.15","-90.7",,"PIEDMONT, MO US","10",",6","6",",6","1",",6","","","33.3",",,6,24,","74.5",",,,6"
"USC00236675","1942-03","37.15","-90.7",,"PIEDMONT, MO US","7",",6","6",",6","1",",6","1","","34.3",",,6,09,","74.1",",,,6"
