"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00422852","1960-06","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","",""
"USC00422852","1960-07","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","276.1",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","4","","14.4",",0,15,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,31,","40.6",",0,29,","","","0.0","0","0.0",",0","","","","","5.4",",,,0","0",",,,0","27.24",",0","36.69",",,,0","17.79",",,,0","",""
"USC00422852","1960-08","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","198.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","4.4",",0,23,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,22,","39.4",",0,20,","","","4.7","0","4.7",",0","","","","","1.6",",,,0","0",",,,0","24.58",",0","34.18",",,,0","14.98",",,,0","",""
"USC00422852","1960-09","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","91.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","4","","4.4",",0,16,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,16,","35.0",",0,04,","","","13.8","0","9.1",",0","","","","","11.5",",,,0","0",",,,0","21.07",",0","29.86",",,,0","12.28",",,,0","",""
"USC00422852","1960-10","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","7.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","","","","","-5.6",",0,30,","0",",,0,31,+","0",",T,0,09,","16.8",",,0,10,","28.9",",0,06,","","","199.1","0","185.3",",0","","","","","18.1",",,,0","0",",T,,0","12.60",",0","20.10",",,,0","5.10",",,,0","",""
"USC00422852","1960-11","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","2",",0","0",",0","","","","","-8.3",",0,28,","0",",,0,30,+","0",",T,0,27,","8.9",",,0,06,","21.7",",0,25,","","","586.4","0","387.3",",0","","","","","16.5",",,,0","0",",T,,0","5.42",",0","11.38",",,,0","-0.53",",,,0","",""
"USC00422852","1960-12","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","0",",0","0",",0","","","","","-12.8",",0,30,+","0",",,0,31,+","5",",,0,04,","8.1",",,0,03,","15.6",",0,19,","","","1186.5","0","600.1",",0","","","","","8.4",",,,0","5",",,,0","-1.03",",0","5.47",",,,0","-7.52",",,,0","",""
"USC00422852","1961-01","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","0",",0","0",",0","","","","","-17.2",",0,28,","0",",,0,31,+","0",",T,0,27,","0.0",",T,0,27,","12.8",",0,31,","","","1846.9","0","660.4",",0","","","","","0.0",",T,,0","0",",T,,0","-2.97",",0","5.38",",,,0","-11.32",",,,0","",""
"USC00422852","1961-02","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","0",",0","0",",0","","","","","-15.0",",0,27,","0",",T,0,12,","13",",,0,12,","2.0",",,0,16,","18.9",",0,11,","","","2248.6","0","401.7",",0","","","","","3.8",",,,0","13",",,,0","3.99",",0","10.54",",,,0","-2.56",",,,0","",""
"USC00422852","1961-03","39.8401","-113.3978","1328.0","FISH SPRINGS NWR, UT US","","","","","9",",0","5",",0","0",",0","0",",0","2",",0","0",",0","22",",0","","","","","","","1","","","","-6.7",",0,05,+","0",",T,0,06,","51",",,0,27,","16.3",",,0,26,","","","","","","","","","","","","","41.8",",,,0","104",",,,0","","","","","-1.33",",,,0","",""
