"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KSM00047133","1973-01","36.3","127.4","78.0","TAEJON, KS","","","","","","","","","","","0","3,S","0","3,S","0","3,S","","","","","10.0","3,S,23,+","","","","","5.04","3,,,S","",""
"KSM00047133","1973-02","36.3","127.4","78.0","TAEJON, KS","5","3,S","3","3,S","0","3,S","","","","","2","3,S","0","3,S","0","3,S","","","4.3","3,,S,17,","16.0","3,S,16,","12.0","3,,,S","","","6.68","3,,,S","",""
"KSM00047133","1973-03","36.3","127.4","78.0","TAEJON, KS","3","3,S","0","3,S","0","3,S","","","","","0","2,S","3","2,S","0","2,S","","","2.0","3,,S,29,","23.0","2,S,30,+","4.0","3,,,S","","","11.31","2,,,S","",""
"KSM00047133","1973-04","36.3","127.4","78.0","TAEJON, KS","7","4,S","4","4,S","0","4,S","","","","","0","4,S","7","4,S","0","4,S","","","14.0","4,,S,24,","28.0","4,S,30,","39.1","4,,,S","","","18.77","4,,,S","",""
"KSM00047133","1973-05","36.3","127.4","78.0","TAEJON, KS","","","","","","","","","","","0","2,S","19","2,S","0","2,S","","","","","27.0","2,S,27,+","","","","","22.79","2,,,S","",""
"KSM00047133","1973-06","36.3","127.4","78.0","TAEJON, KS","","","","","","","","","","","0","4,S","25","4,S","0","4,S","","","","","31.0","4,S,25,+","","","","","26.58","4,,,S","",""
"KSM00047133","1973-07","36.3","127.4","78.0","TAEJON, KS","","","","","","","","","","","0","3,S","28","3,S","14","3,S","","","","","35.0","3,S,25,+","","","","","32.32","3,,,S","",""
"KSM00047133","1973-08","36.3","127.4","78.0","TAEJON, KS","","","","","","","","","","","0","4,S","27","4,S","7","4,S","","","","","34.0","4,S,14,+","","","","","31.44","4,,,S","",""
"KSM00047133","1973-09","36.3","127.4","78.0","TAEJON, KS","","","","","","","","","","","0","1,S","25","1,S","0","1,S","","","","","29.0","1,S,07,+","","","","","25.55","1,,,S","",""
"KSM00047133","1973-10","36.3","127.4","78.0","TAEJON, KS","","","","","","","","","","","0","3,S","7","3,S","0","3,S","","","","","26.0","3,S,08,","","","","","19.00","3,,,S","",""
