"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00313016","2005-06","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","200.3","1,0","14",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","18",",0","","","12.8","1,0,23,+","0",",,0,30,+","0",",,0,30,+","34.3",",,0,03,","37.2",",0,28,","","","0.3",",0","113.6",",,,0","0",",,,0","25.25","1,0","31.67",",,,0","18.83","1,,,0"
"USC00313016","2005-07","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","289.9","2,0","11","2,0","9","2,0","2","2,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","25","2,0","9","","19.4","2,0,11,+","0",",,0,31,+","0",",,0,31,+","167.4","2,,0,29,","39.4","2,0,28,","0.0","0","0.0","2,0","248.9","2,,,0","0",",,,0","28.33","2,0","34.57","2,,,0","22.09","2,,,0"
"USC00313016","2005-09","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","203.2","3,0","5",",0","3",",0","1",",0","0","1,0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","16","3,0","","","16.1","3,0,29,","0","1,,0,30,+","0",",,0,30,+","41.1",",,0,21,","36.1","3,0,19,+","","","0.0","3,0","73.1",",,,0","0",",,,0","25.86","3,0","32.62","3,,,0","19.09","3,,,0"
"USC00313016","2005-10","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","59.1","2,0","6",",0","5",",0","2",",0","0",",0","0",",0","0","2,0","3","2,0","0","2,0","23","2,0","0","2,0","","","-0.6","2,0,30,+","0",",,0,31,+","0",",,0,31,+","63.5",",,0,22,","31.7","2,0,21,","","","69.0","2,0","118.6",",,,0","0",",,,0","17.99","2,0","25.13","2,,,0","10.86","2,,,0"
"USC00313016","2005-11","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","8.3","1,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","17",",0","0",",0","","","-3.9","1,0,19,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,30,","29.4",",0,10,","","","178.5",",0","109.6",",,,0","0",",,,0","12.58","1,0","20.98",",,,0","4.18","1,,,0"
"USC00313016","2005-12","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","0.0","3,0","10","2,0","7","2,0","1","2,0","0",",0","0",",0","0","3,0","21","3,0","0","2,0","1","2,0","0","2,0","","","-7.8","3,0,24,+","0",",,0,31,+","0",",,0,31,+","26.2","2,,0,29,","23.3","2,0,05,","","","335.2","2,0","100.0",",a,,0","0",",,,0","6.37","3,0","14.04","2,,,0","-1.30","3,,,0"
"USC00313016","2006-01","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","","","7","3,0","4","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","1","","","","0",",,0,31,+","0",",,0,31,+","41.4","3,,0,03,","","","","","","","77.6",",a,,0","0",",,,0","","","","","",""
"USC00313016","2006-02","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","","","3","2,0","2","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","9.7","2,,0,12,","","","","","","","15.3",",a,,0","0",",,,0","","","","","",""
"USC00313016","2006-03","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","6.4","5,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","5,0","9","5,0","0","5,0","7","5,0","0","5,0","","","-3.9","5,0,05,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,21,","29.4","5,0,13,","","","209.1","5,0","32.0",",,,0","0",",,,0","10.54","5,0","18.58","5,,,0","2.49","5,,,0"
"USC00313016","2006-05","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","63.6","5,0","11",",0","7",",0","1",",0","0","1,0","0",",0","0","4,0","0","4,0","0","2,0","27","2,0","7","2,0","","","6.1","4,0,03,","0","1,,0,31,+","0",",,0,31,+","53.8",",,0,08,","35.6","2,0,26,","","","20.2","2,0","92.2",",,,0","0",",,,0","19.93","5,0","28.30","2,,,0","11.56","4,,,0"
