"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MUM00041258","2001-02","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","106.9","4,S","","","","","","","0","3,S","0","3,S","0","2,S","26","2,S","0","2,S","18.3","3,S,02,","","","27.1","2,S,25,","0.0","2,S","","","22.73","4,S","24.53","2,,,S","20.93","3,,,S"
"MUM00041258","2001-03","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","","","","","","","0","3,S","0","3,S","","","","","","","22.0","3,S,01,","","","","","","","","","","","","","24.03","3,,,S"
"MUM00041258","2001-04","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","","","","","","","","","","","0","5,S","25","5,S","14","5,S","","","","","38.0","5,S,10,","","","","","","","32.36","5,,,S","",""
"MUM00041258","2001-11","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","","","","","","","","","","","0","5,S","25","5,S","0","5,S","","","","","31.8","5,S,06,","","","","","","","29.28","5,,,S","",""
"MUM00041258","2001-12","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","","","","","","","0","5,S","0","5,S","0","4,S","27","4,S","0","4,S","22.3","5,S,31,","","","30.8","4,S,09,","","","","","25.58","9,S","27.22","4,,,S","23.93","5,,,S"
"MUM00041258","2002-01","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","","","","","","","0","3,S","0","3,S","0","5,S","26","5,S","0","5,S","14.0","3,S,22,","","","26.9","5,S,12,","","","","","22.78","8,S","24.45","5,,,S","21.10","3,,,S"
"MUM00041258","2002-02","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","103.8","4,S","","","","","","","0","2,S","0","2,S","0","3,S","25","3,S","0","3,S","19.6","2,S,03,","","","26.0","3,S,25,","0.0","3,S","","","22.68","4,S","24.30","3,,,S","21.06","2,,,S"
"MUM00041258","2002-09","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","0.0","3,,S,30,+","","","","","0.0","3,,,S","","","","","",""
"MUM00041258","2002-10","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","0","1,S","0","1,S","0","1,S","0","4,S","0","4,S","0","5,S","26","5,S","11","5,S","27.3","4,S,31,","0.0","1,,S,31,+","38.9","5,S,12,","","","0.0","1,,,S","30.93","8,S","33.12","5,,,S","28.74","4,,,S"
"MUM00041258","2002-11","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","1","1,S","0","1,S","0","1,S","0","4,S","0","4,S","0","3,S","27","3,S","0","3,S","22.6","4,S,08,","2.0","1,,S,08,","30.7","3,S,05,","","","2.0","1,,,S","26.84","6,S","28.49","3,,,S","25.20","4,,,S"
"MUM00041258","2002-12","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","0","2,S","0","2,S","0","2,S","","","","","0","5,S","26","5,S","0","5,S","","","0.0","2,,S,31,+","27.6","5,S,19,","","","0.0","2,,,S","","","25.62","5,,,S","",""
"MUM00041258","2003-01","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","0","2,S","0","2,S","0","2,S","","","","","0","1,S","30","1,S","0","1,S","","","0.0","2,,S,31,+","25.5","1,S,30,","","","0.0","2,,,S","","","23.99","1,,,S","",""
"MUM00041258","2003-02","23.633","58.567","3.0","MINA SULTAN QABOOS, MU","","","","","0",",S","0",",S","0",",S","0","4,S","0","4,S","0","5,S","23","5,S","0","5,S","16.6","4,S,06,","0.0",",,S,28,+","30.4","5,S,23,","","","0.0",",,,S","23.86","9,S","25.67","5,,,S","22.05","4,,,S"
