"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NU000069034","1979-01","12.1","-85.367","90.0","JUIGALPA, NU","3",",I","0",",I","0",",I","","","","","","","1.6",",,I,04,","2.9",",,,I","",""
"NU000069034","1979-02","12.1","-85.367","90.0","JUIGALPA, NU","3",",I","0",",I","0",",I","","","","","","","1.0",",,I,01,","1.9",",,,I","",""
"NU000069034","1979-03","12.1","-85.367","90.0","JUIGALPA, NU","2",",I","0",",I","0",",I","","","","","","","1.7",",,I,16,","2.6",",,,I","",""
"NU000069034","1979-04","12.1","-85.367","90.0","JUIGALPA, NU","10",",I","9",",I","1",",I","","","","","","","25.8",",,I,29,","100.6",",,,I","",""
"NU000069034","1979-05","12.1","-85.367","90.0","JUIGALPA, NU","5",",I","5",",I","1",",I","","","","","","","44.4",",,I,31,","95.8",",,,I","",""
"NU000069034","1979-06","12.1","-85.367","90.0","JUIGALPA, NU","21",",I","13",",I","3",",I","","","","","","","170.0",",,I,02,","355.7",",,,I","",""
"NU000069034","1979-08","12.1","-85.367","90.0","JUIGALPA, NU","25",",I","16",",I","1",",I","","","","","","","25.9",",,I,29,","163.2",",,,I","",""
"NU000069034","1979-09","12.1","-85.367","90.0","JUIGALPA, NU","27",",I","15",",I","6",",I","","","","","","","80.0",",,I,11,","399.9",",,,I","",""
"NU000069034","1979-10","12.1","-85.367","90.0","JUIGALPA, NU","19",",I","14",",I","4",",I","","","","","","","75.0",",,I,30,","381.9",",,,I","",""
"NU000069034","1979-11","12.1","-85.367","90.0","JUIGALPA, NU","11",",I","4",",I","0",",I","","","","","","","21.0",",,I,02,","42.7",",,,I","",""
"NU000069034","1979-12","12.1","-85.367","90.0","JUIGALPA, NU","11",",I","3",",I","0",",I","","","","","","","8.7",",,I,01,","20.9",",,,I","",""
"NU000069034","1980-01","12.1","-85.367","90.0","JUIGALPA, NU","1",",I","0",",I","0",",I","","","","","","","1.8",",,I,04,","1.8",",,,I","",""
"NU000069034","1980-02","12.1","-85.367","90.0","JUIGALPA, NU","2",",I","0",",I","0",",I","","","","","","","1.0",",,I,12,","2.1",",,,I","",""
"NU000069034","1980-03","12.1","-85.367","90.0","JUIGALPA, NU","4",",I","0",",I","0",",I","","","","","","","2.0",",,I,11,","3.5",",,,I","",""
"NU000069034","1980-04","12.1","-85.367","90.0","JUIGALPA, NU","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,30,+","0.0",",,,I","",""
"NU000069034","1980-05","12.1","-85.367","90.0","JUIGALPA, NU","14",",I","11",",I","4",",I","","","","","","","51.2",",,I,30,","212.1",",,,I","",""
"NU000069034","1980-06","12.1","-85.367","90.0","JUIGALPA, NU","18",",I","11",",I","3",",I","","","","","","","84.0",",,I,12,","299.5",",,,I","",""
"NU000069034","1980-07","12.1","-85.367","90.0","JUIGALPA, NU","22","1,I","13","1,I","0","1,I","","","","","","","16.3","1,,I,22,","118.8","1,,,I","",""
"NU000069034","1980-08","12.1","-85.367","90.0","JUIGALPA, NU","23",",I","16",",I","1",",I","","","","","","","60.2",",,I,02,","212.6",",,,I","",""
"NU000069034","1980-09","12.1","-85.367","90.0","JUIGALPA, NU","19",",I","9",",I","3",",I","","","","","","","44.7",",,I,25,","192.7",",,,I","",""
"NU000069034","1980-10","12.1","-85.367","90.0","JUIGALPA, NU","22",",I","16",",I","3",",I","","","","","","","54.3",",,I,07,","238.7",",,,I","",""
"NU000069034","1980-11","12.1","-85.367","90.0","JUIGALPA, NU","19",",I","14",",I","6",",I","","","","","","","50.5",",,I,05,","293.6",",,,I","",""
"NU000069034","1980-12","12.1","-85.367","90.0","JUIGALPA, NU","2",",I","1",",I","0",",I","","","","","","","2.5",",,I,01,","3.4",",,,I","",""
"NU000069034","1981-01","12.1","-85.367","90.0","JUIGALPA, NU","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"NU000069034","1981-02","12.1","-85.367","90.0","JUIGALPA, NU","4",",I","0",",I","0",",I","","","","","","","2.3",",,I,17,","5.5",",,,I","",""
"NU000069034","1981-03","12.1","-85.367","90.0","JUIGALPA, NU","3",",I","1",",I","0",",I","","","","","","","6.2",",,I,11,","8.1",",,,I","",""
"NU000069034","1981-04","12.1","-85.367","90.0","JUIGALPA, NU","5",",I","1",",I","0",",I","","","","","","","2.8",",,I,17,","6.3",",,,I","",""
"NU000069034","1981-05","12.1","-85.367","90.0","JUIGALPA, NU","22",",I","15",",I","4",",I","","","","","","","35.2",",,I,26,","187.3",",,,I","",""
"NU000069034","1981-06","12.1","-85.367","90.0","JUIGALPA, NU","22",",I","15",",I","5",",I","","","","","","","73.3",",,I,04,","361.3",",,,I","",""
