"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FRM00061998","1977-11","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","11","4,S","3","4,S","0","4,S","","","","","","","","","","","","","14.0","4,,S,21,","","","32.0","4,,,S","","","",""
"FRM00061998","1977-12","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","20","3,S","5","3,S","0","3,S","0","3,S","6","3,S","","","","","","","-1.0","3,S,04,","7.1","3,,S,16,+","","","46.7","3,,,S","","","2.46","3,,,S"
"FRM00061998","1978-02","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","11","5,S","7","5,S","0","5,S","","","","","","","","","","","","","22.1","5,,S,12,","","","60.5","5,,,S","","","",""
"FRM00061998","1978-08","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","17","1,S","9","1,S","1","1,S","","","","","","","","","","","","","52.1","1,,S,29,","","","149.2","1,,,S","","","",""
"FRM00061998","1978-09","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","9","2,S","7","2,S","1","2,S","","","","","","","","","","","","","36.1","2,,S,02,","","","72.0","2,,,S","","","",""
"FRM00061998","1978-10","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","13","4,S","9","4,S","0","4,S","","","","","","","","","","","","","9.9","4,,S,16,","","","60.3","4,,,S","","","",""
"FRM00061998","1978-11","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","10","5,S","7","5,S","1","5,S","","","","","","","","","","","","","31.0","5,,S,10,","","","90.6","5,,,S","","","",""
"FRM00061998","1978-12","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","8","4,S","4","4,S","0","4,S","","","","","","","","","","","","","22.1","4,,S,01,","","","44.7","4,,,S","","","",""
"FRM00061998","1979-01","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","14","1,S","6","1,S","1","1,S","","","","","","","","","","","","","51.1","1,,S,10,","","","98.8","1,,,S","","","",""
"FRM00061998","1979-02","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","9",",S","6",",S","0",",S","","","","","","","","","","","","","23.1",",,S,01,","","","68.2",",,,S","","","",""
"FRM00061998","1979-03","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","9","2,S","2","2,S","0","2,S","","","","","","","","","","","","","3.0","2,,S,05,+","","","11.8","2,,,S","","","",""
"FRM00061998","1979-04","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","15","2,S","8","2,S","0","2,S","","","","","","","","","","","","","11.9","2,,S,05,","","","54.7","2,,,S","","","",""
"FRM00061998","1979-05","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","12","3,S","3","3,S","0","3,S","","","","","","","","","","","","","9.9","3,,S,31,","","","32.2","3,,,S","","","",""
"FRM00061998","1979-06","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","11","1,S","6","1,S","0","1,S","","","","","","","","","","","","","9.9","1,,S,29,","","","41.4","1,,,S","","","",""
"FRM00061998","1979-07","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","9","2,S","6","2,S","0","2,S","","","","","","","","","","","","","7.1","2,,S,29,","","","29.2","2,,,S","","","",""
"FRM00061998","1979-08","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","8","1,S","3","1,S","0","1,S","","","","","","","","","","","","","7.9","1,,S,07,","","","21.9","1,,,S","","","",""
"FRM00061998","1979-10","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","6","3,S","5","3,S","0","3,S","","","","","","","","","","","","","13.0","3,,S,13,","","","36.1","3,,,S","","","",""
"FRM00061998","1979-11","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","8","4,S","2","4,S","0","4,S","","","","","","","","","","","","","22.1","4,,S,04,","","","34.0","4,,,S","","","",""
"FRM00061998","1979-12","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","11","4,S","6","4,S","0","4,S","","","","","","","","","","","","","7.1","4,,S,13,","","","33.3","4,,,S","","","",""
"FRM00061998","1980-01","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","8","1,S","5","1,S","0","1,S","","","","","","","","","","","","","9.9","1,,S,31,","","","43.4","1,,,S","","","",""
"FRM00061998","1980-02","-49.35","70.25","30.0","PORT AUX FRANCAIS ILES KERGU, FR","9","2,S","4","2,S","0","2,S","","","","","","","","","","","","","7.9","2,,S,06,","","","26.9","2,,,S","","","",""
