"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00061008","1912-02","-32.7","151.5",,"CAMPBELLS HILL, AS","","","11",",a","6",",a","1",",a","","","","","","","","","","","","","31.0",",,a,10,","","","","","94.7",",,,a","","","","","",""
"ASN00061008","1912-03","-32.7","151.5",,"CAMPBELLS HILL, AS","","","13",",a","10",",a","4",",a","","","","","","","","","","","","","36.6",",,a,30,","","","","","186.0",",,,a","","","","","",""
"ASN00061008","1912-04","-32.7","151.5",,"CAMPBELLS HILL, AS","","","6",",a","4",",a","1",",a","","","","","","","","","","","","","54.1",",,a,23,","","","","","79.0",",,,a","","","","","",""
"ASN00061008","1912-05","-32.7","151.5",,"CAMPBELLS HILL, AS","","","5",",a","3",",a","1",",a","","","","","","","","","","","","","84.3",",,a,24,","","","","","99.6",",,,a","","","","","",""
"ASN00061008","1912-06","-32.7","151.5",,"CAMPBELLS HILL, AS","","","3",",a","3",",a","0",",a","","","","","","","","","","","","","16.0",",,a,10,","","","","","28.8",",,,a","","","","","",""
"ASN00061008","1912-07","-32.7","151.5",,"CAMPBELLS HILL, AS","","","15",",a","14",",a","2",",a","","","","","","","","","","","","","94.0",",,a,14,","","","","","248.1",",,,a","","","","","",""
"ASN00061008","1912-08","-32.7","151.5",,"CAMPBELLS HILL, AS","","","5",",a","1",",a","0",",a","","","","","","","","","","","","","10.7",",,a,14,","","","","","15.6",",,,a","","","","","",""
"ASN00061008","1912-09","-32.7","151.5",,"CAMPBELLS HILL, AS","","","3",",a","2",",a","0",",a","","","","","","","","","","","","","6.4",",,a,19,+","","","","","13.3",",,,a","","","","","",""
"ASN00061008","1912-10","-32.7","151.5",,"CAMPBELLS HILL, AS","","","4",",a","2",",a","0",",a","","","","","","","","","","","","","9.9",",,a,22,","","","","","14.7",",,,a","","","","","",""
"ASN00061008","1912-11","-32.7","151.5",,"CAMPBELLS HILL, AS","","","4",",a","1",",a","1",",a","","","","","","","","","","","","","27.9",",,a,23,","","","","","30.0",",,,a","","","","","",""
"ASN00061008","1912-12","-32.7","151.5",,"CAMPBELLS HILL, AS","","","5",",a","5",",a","2",",a","","","","","","","","","","","","","29.2",",,a,14,","","","","","71.9",",,,a","","","","","",""
"ASN00061008","1913-02","-32.7","151.5",,"CAMPBELLS HILL, AS","","","4",",a","3",",a","0",",a","","","","","","","","","","","","","10.7",",,a,16,","","","","","29.0",",,,a","","","","","",""
"ASN00061008","1913-03","-32.7","151.5",,"CAMPBELLS HILL, AS","","","6",",a","4",",a","2",",a","","","","","","","","","","","","","101.6",",,a,09,","","","","","157.7",",,,a","","","","","",""
"ASN00061008","1913-04","-32.7","151.5",,"CAMPBELLS HILL, AS","","","10",",a","10",",a","3",",a","","","","","","","","","","","","","63.0",",,a,07,","","","","","198.4",",,,a","","","","","",""
"ASN00061008","1913-05","-32.7","151.5",,"CAMPBELLS HILL, AS","","","13",",a","10",",a","5",",a","","","","","","","","","","","","","75.2",",,a,14,","","","","","293.3",",,,a","","","","","",""
"ASN00061008","1913-07","-32.7","151.5",,"CAMPBELLS HILL, AS","","","4",",a","4",",a","0",",a","","","","","","","","","","","","","17.3",",,a,25,","","","","","41.6",",,,a","","","","","",""
"ASN00061008","1913-08","-32.7","151.5",,"CAMPBELLS HILL, AS","","","2",",a","1",",a","0",",a","","","","","","","","","","","","","3.8",",,a,21,","","","","","5.3",",,,a","","","","","",""
"ASN00061008","1913-09","-32.7","151.5",,"CAMPBELLS HILL, AS","","","5",",a","5",",a","0",",a","","","","","","","","","","","","","24.4",",,a,28,","","","","","64.5",",,,a","","","","","",""
"ASN00061008","1913-10","-32.7","151.5",,"CAMPBELLS HILL, AS","","","7",",a","5",",a","0",",a","","","","","","","","","","","","","9.7",",,a,29,","","","","","34.1",",,,a","","","","","",""
"ASN00061008","1913-11","-32.7","151.5",,"CAMPBELLS HILL, AS","","","2",",a","2",",a","0",",a","","","","","","","","","","","","","21.3",",,a,02,","","","","","29.7",",,,a","","","","","",""
"ASN00061008","1913-12","-32.7","151.5",,"CAMPBELLS HILL, AS","","","3",",a","3",",a","0",",a","","","","","","","","","","","","","7.1",",,a,19,","","","","","14.7",",,,a","","","","","",""
"ASN00061008","1914-01","-32.7","151.5",,"CAMPBELLS HILL, AS","","","6",",a","4",",a","0",",a","","","","","","","","","","","","","8.1",",,a,02,","","","","","24.6",",,,a","","","","","",""
"ASN00061008","1914-02","-32.7","151.5",,"CAMPBELLS HILL, AS","","","5",",a","2",",a","1",",a","","","","","","","","","","","","","29.5",",,a,28,","","","","","40.0",",,,a","","","","","",""
"ASN00061008","1914-03","-32.7","151.5",,"CAMPBELLS HILL, AS","","","10",",a","7",",a","1",",a","","","","","","","","","","","","","60.5",",,a,03,","","","","","138.7",",,,a","","","","","",""
"ASN00061008","1914-04","-32.7","151.5",,"CAMPBELLS HILL, AS","","","2",",a","1",",a","1",",a","","","","","","","","","","","","","28.4",",,a,17,","","","","","29.4",",,,a","","","","","",""
"ASN00061008","1914-05","-32.7","151.5",,"CAMPBELLS HILL, AS","","","9",",a","7",",a","0",",a","","","","","","","","","","","","","23.9",",,a,22,","","","","","71.8",",,,a","","","","","",""
"ASN00061008","1914-06","-32.7","151.5",,"CAMPBELLS HILL, AS","","","6",",a","6",",a","1",",a","","","","","","","","","","","","","57.4",",,a,18,","","","","","112.8",",,,a","","","","","",""
"ASN00061008","1914-07","-32.7","151.5",,"CAMPBELLS HILL, AS","","","8",",a","6",",a","1",",a","","","","","","","","","","","","","26.4",",,a,05,","","","","","49.5",",,,a","","","","","",""
"ASN00061008","1914-08","-32.7","151.5",,"CAMPBELLS HILL, AS","","","4",",a","1",",a","0",",a","","","","","","","","","","","","","8.9",",,a,21,","","","","","13.0",",,,a","","","","","",""
"ASN00061008","1914-09","-32.7","151.5",,"CAMPBELLS HILL, AS","","","6",",a","6",",a","3",",a","","","","","","","","","","","","","42.4",",,a,17,","","","","","152.3",",,,a","","","","","",""
"ASN00061008","1914-10","-32.7","151.5",,"CAMPBELLS HILL, AS","","","5",",a","5",",a","2",",a","","","","","","","","","","","","","93.5",",,a,18,","","","","","164.4",",,,a","","","","","",""
"ASN00061008","1914-11","-32.7","151.5",,"CAMPBELLS HILL, AS","","","10",",a","8",",a","2",",a","","","","","","","","","","","","","38.1",",,a,20,","","","","","104.6",",,,a","","","","","",""
"ASN00061008","1914-12","-32.7","151.5",,"CAMPBELLS HILL, AS","","","7",",a","7",",a","3",",a","","","","","","","","","","","","","49.5",",,a,27,","","","","","162.5",",,,a","","","","","",""
"ASN00061008","1915-01","-32.7","151.5",,"CAMPBELLS HILL, AS","","","2",",a","2",",a","1",",a","","","","","","","","","","","","","29.0",",,a,12,","","","","","40.9",",,,a","","","","","",""
