"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MYM00096481","1979-08","4.313","118.122","17.4","TAWAU, MY","","","10","3,S","8","3,S","0","3,S","0","4,","0","4,S","","","","","","","21.0","4,S,31,+","21.1","3,,S,29,","","","","","68.6","3,,,S","","","","","22.63","4,,,S"
"MYM00096481","1979-09","4.313","118.122","17.4","TAWAU, MY","","","13","2,S","8","2,S","3","2,S","0","2,","0","2,S","","","","","","","21.0","2,S,09,+","249.9","2,,S,29,","","","","","369.9","2,,,S","","","","","22.43","2,,,S"
"MYM00096481","1979-11","4.313","118.122","17.4","TAWAU, MY","","","9","5,S","6","5,S","0","5,S","0","5,","0","5,S","","","","","","","22.0","5,S,26,+","18.0","5,,S,19,","","","","","63.1","5,,,S","","","","","23.16","5,,,S"
"MYM00096481","1979-12","4.313","118.122","17.4","TAWAU, MY","","","13","2,S","7","2,S","2","2,S","0","2,","0","2,S","","","","","","","21.0","2,S,15,+","370.1","2,,S,17,","","","","","467.9","2,,,S","","","","","22.62","2,,,S"
"MYM00096481","1980-01","4.313","118.122","17.4","TAWAU, MY","","","16","3,S","10","3,S","3","3,S","0","4,S","0","4,S","","","","","","","20.0","4,S,28,","48.0","3,,S,24,","","","","","185.2","3,,,S","","","","","22.26","4,,,S"
"MYM00096481","1988-06","4.313","118.122","17.4","TAWAU, MY","","","20","1,S","10","1,S","3","1,S","","","","","","","","","","","","","73.9","1,,S,06,","","","","","273.2","1,,,S","","","","","",""
"MYM00096481","1988-07","4.313","118.122","17.4","TAWAU, MY","","","18","1,S","9","1,S","2","1,S","","","","","","","","","","","","","41.9","1,,S,19,","","","","","149.1","1,,,S","","","","","",""
"MYM00096481","1988-08","4.313","118.122","17.4","TAWAU, MY","","","17","5,S","6","5,S","1","5,S","","","","","","","","","","","","","62.0","5,,S,01,","","","","","134.4","5,,,S","","","","","",""
"MYM00096481","1988-09","4.313","118.122","17.4","TAWAU, MY","","","10","3,S","8","3,S","1","3,S","","","","","","","","","","","","","34.0","3,,S,23,","","","","","96.9","3,,,S","","","","","",""
"MYM00096481","1988-10","4.313","118.122","17.4","TAWAU, MY","","","16","4,S","10","4,S","5","4,S","","","","","","","","","","","","","59.9","4,,S,20,","","","","","239.6","4,,,S","","","","","",""
