"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00130812","1922-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","7",",6","6",",6","2",",6","","","","","","","40.1",",,6,25,","124.9",",,,6","",""
"USC00130812","1922-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","9",",6","4",",6","","","","","","","55.4",",,6,06,","227.1",",,,6","",""
"USC00130812","1923-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","6",",6","6",",6","2",",6","","","","","","","50.8",",,6,06,","137.2",",,,6","",""
"USC00130812","1923-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","1",",6","1",",6","0",",6","","","","","","","23.1",",,6,13,","23.1",",,,6","",""
"USC00130812","1924-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","6",",6","6",",6","1",",6","","","","","","","27.9",",,6,29,","83.0",",,,6","",""
"USC00130812","1924-04","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","1",",6","1",",6","1",",6","","","","","","","26.4",",,6,26,","26.4",",,,6","",""
"USC00130812","1924-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","4",",6","4",",6","0",",6","","","","","","","16.0",",,6,23,","27.7",",,,6","",""
"USC00130812","1924-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","10",",6","10",",6","2",",6","","","","","","","40.6",",,6,08,","154.6",",,,6","",""
"USC00130812","1924-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","4",",6","4",",6","1",",6","","","","","","","33.5",",,6,29,","67.7",",,,6","",""
"USC00130812","1925-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","4","2,6","2","2,6","0","2,6","0",",6","","","20",",,6,14,","7.1","2,,6,13,","16.3","2,,,6","20",",,,6"
"USC00130812","1925-04","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","4",",6","1",",6","1",",6","","","","","","","27.2",",,6,09,","29.0",",,,6","",""
"USC00130812","1925-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","8",",6","3",",6","0",",6","","","","","","","8.4",",,6,16,","20.7",",,,6","",""
"USC00130812","1925-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","8",",6","1",",6","","","","","","","58.7",",,6,15,","114.4",",,,6","",""
"USC00130812","1925-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","6",",6","5",",6","1",",6","","","","","","","30.5",",,6,14,","59.3",",,,6","",""
"USC00130812","1925-08","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","8",",6","5",",6","1",",6","","","","","","","50.0",",,6,07,","92.7",",,,6","",""
"USC00130812","1926-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","10",",6","3",",6","0",",6","","","","","","","8.9",",,6,05,","20.8",",,,6","",""
"USC00130812","1926-04","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","4",",6","1",",6","0",",6","","","","","","","8.9",",,6,23,","12.5",",,,6","",""
"USC00130812","1926-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","11",",6","6",",6","0",",6","","","","","","","23.6",",,6,27,","61.8",",,,6","",""
"USC00130812","1926-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","4",",6","1",",6","","","","","","","30.5",",,6,14,","69.6",",,,6","",""
"USC00130812","1926-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","11",",6","5",",6","0",",6","","","","","","","24.4",",,6,28,","72.2",",,,6","",""
"USC00130812","1927-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","13",",6","5",",6","0",",6","","","","","","","7.9",",,6,12,","34.4",",,,6","",""
"USC00130812","1927-04","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","14",",6","5",",6","1",",6","","","","","","","29.5",",,6,15,","83.8",",,,6","",""
"USC00130812","1927-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","12",",6","8",",6","0",",6","","","","","","","16.5",",,6,08,","85.7",",,,6","",""
"USC00130812","1927-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","10",",6","4",",6","2",",6","","","","","","","106.9",",,6,09,","146.2",",,,6","",""
"USC00130812","1927-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","7",",6","5",",6","0",",6","","","","","","","22.4",",,6,24,","50.5",",,,6","",""
"USC00130812","1928-02","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","7",",6","0",",6","","","","","","","18.8",",,6,07,","49.0",",,,6","",""
"USC00130812","1928-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","5",",6","2",",6","0",",6","","","","","","","16.0",",,6,09,","25.7",",,,6","",""
"USC00130812","1928-04","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","8",",6","5",",6","0",",6","","","","","","","16.8",",,6,06,","55.1",",,,6","",""
"USC00130812","1928-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","7",",6","5",",6","0",",6","","","","","","","17.5",",,6,18,","57.0",",,,6","",""
"USC00130812","1928-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","14",",6","8",",6","2",",6","","","","","","","42.2",",,6,17,","165.9",",,,6","",""
"USC00130812","1928-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","10",",6","9",",6","0",",6","","","","","","","20.1",",,6,27,","73.7",",,,6","",""
"USC00130812","1928-08","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","10",",6","7",",6","2",",6","","","","","","","52.6",",,6,03,","144.4",",,,6","",""
"USC00130812","1928-09","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","5",",6","5",",6","3",",6","","","","","","","52.6",",,6,02,","126.8",",,,6","",""
"USC00130812","1928-10","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","6",",6","1",",6","","","","","","","35.3",",,6,18,","82.1",",,,6","",""
"USC00130812","1928-12","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","2",",6","0",",6","","","","","","","15.7",",,6,14,","25.5",",,,6","",""
"USC00130812","1929-01","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","17",",6","5",",6","0",",6","","","","","","","14.0",",,6,10,","49.7",",,,6","",""
"USC00130812","1929-02","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","14",",6","2",",6","0",",6","","","","","","","14.7",",,6,26,","34.0",",,,6","",""
"USC00130812","1929-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","5",",6","3",",6","0",",6","","","","","","","14.0",",,6,31,","23.2",",,,6","",""
"USC00130812","1929-04","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","11",",6","9",",6","0",",6","","","","","","","23.6",",,6,11,","72.9",",,,6","",""
"USC00130812","1929-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","6",",6","4",",6","1",",6","","","1","","","","44.2",",,6,11,","74.7",",,,6","",""
"USC00130812","1929-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","10",",6","6",",6","1",",6","","","","","","","30.5",",,6,07,","86.1",",,,6","",""
"USC00130812","1929-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","10",",6","4",",6","0",",6","","","2","","","","17.8",",,6,15,","60.9",",,,6","",""
"USC00130812","1930-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","4",",6","3",",6","1",",6","","","","","","","25.7",",,6,17,","33.9",",,,6","",""
"USC00130812","1930-04","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","8",",6","5",",6","1",",6","","","1","","","","29.7",",,6,20,","71.2",",,,6","",""
"USC00130812","1930-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","6",",6","0",",6","","","","","","","22.1",",,6,07,","79.5",",,,6","",""
"USC00130812","1930-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","8",",6","7",",6","1",",6","","","","","","","36.8",",,6,05,","123.2",",,,6","",""
"USC00130812","1930-07","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","4",",6","3",",6","0",",6","","","","","","","19.1",",,6,05,","33.5",",,,6","",""
"USC00130812","1931-03","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","5",",6","2",",6","0",",6","","","","","","","13.2",",,6,24,","22.2",",,,6","",""
"USC00130812","1931-05","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","9",",6","7",",6","1",",6","0",",6","","","0",",,6,31,+","36.8",",,6,29,","83.1",",,,6","0",",,,6"
"USC00130812","1931-06","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","11",",6","8",",6","0",",6","","","","","","","24.4",",,6,06,","96.1",",,,6","",""
