"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"RSM00030846","1936-06","51.35","112.467","743.0","ULETY, RS","12","4,I","3","4,I","0","4,I","","","","","","","","","","","11.6","4,,I,02,","","","41.5","4,,,I","",""
"RSM00030846","1936-08","51.35","112.467","743.0","ULETY, RS","9","3,I","6","3,I","1","3,I","","","","","","","","","","","47.9","3,,I,18,","","","87.0","3,,,I","",""
"RSM00030846","1936-09","51.35","112.467","743.0","ULETY, RS","8","5,I","6","5,I","1","5,I","","","","","","","","","","","27.1","5,,I,07,","","","70.1","5,,,I","",""
"RSM00030846","1936-11","51.35","112.467","743.0","ULETY, RS","7","4,I","0","4,I","0","4,I","","","","","","","","","","","2.0","4,,I,19,","","","7.8","4,,,I","",""
"RSM00030846","1937-02","51.35","112.467","743.0","ULETY, RS","2","4,I","0","4,I","0","4,I","","","","","","","","","","","1.7","4,,I,26,","","","2.7","4,,,I","",""
"RSM00030846","1937-05","51.35","112.467","743.0","ULETY, RS","4","5,I","3","5,I","0","5,I","","","","","","","","","","","5.4","5,,I,29,","","","14.3","5,,,I","",""
"RSM00030846","1937-06","51.35","112.467","743.0","ULETY, RS","8","1,I","5","1,I","0","1,I","","","","","","","","","","","17.0","1,,I,29,","","","64.0","1,,,I","",""
"RSM00030846","1937-07","51.35","112.467","743.0","ULETY, RS","15","1,I","9","1,I","1","1,I","","","","","","","","","","","49.6","1,,I,03,","","","120.8","1,,,I","",""
"RSM00030846","1937-08","51.35","112.467","743.0","ULETY, RS","10","4,I","8","4,I","1","4,I","","","","","","","","","","","28.5","4,,I,10,","","","96.9","4,,,I","",""
"RSM00030846","1937-09","51.35","112.467","743.0","ULETY, RS","13","1,I","1","1,I","0","1,I","","","","","","","","","","","3.0","1,,I,12,","","","13.5","1,,,I","",""
"RSM00030846","1937-10","51.35","112.467","743.0","ULETY, RS","3","3,I","1","3,I","0","3,I","","","","","","","","","","","5.3","3,,I,10,","","","7.6","3,,,I","",""
"RSM00030846","1937-11","51.35","112.467","743.0","ULETY, RS","3","4,I","0","4,I","0","4,I","","","","","","","","","","","0.6","4,,I,12,","","","1.5","4,,,I","",""
"RSM00030846","1937-12","51.35","112.467","743.0","ULETY, RS","3","1,I","0","1,I","0","1,I","","","","","","","","","","","1.0","1,,I,16,","","","2.2","1,,,I","",""
"RSM00030846","1938-01","51.35","112.467","743.0","ULETY, RS","0","4,I","0","4,I","0","4,I","","","","","","","","","","","0.0","4,T,I,20,+","","","0.0","4,T,,I","",""
"RSM00030846","1940-11","51.35","112.467","743.0","ULETY, RS","5","3,I","2","3,I","0","3,I","","","","","","","","","","","18.7","3,,I,03,","","","29.0","3,,,I","",""
"RSM00030846","1940-12","51.35","112.467","743.0","ULETY, RS","3","1,I","0","1,I","0","1,I","","","","","","","","","","","1.4","1,,I,13,","","","3.4","1,,,I","",""
"RSM00030846","1941-01","51.35","112.467","743.0","ULETY, RS","0","5,I","0","5,I","0","5,I","","","","","","","","","","","0.1","5,,I,29,+","","","0.2","5,,,I","",""
"RSM00030846","1941-02","51.35","112.467","743.0","ULETY, RS","1","3,I","0","3,I","0","3,I","","","","","","","","","","","0.5","3,,I,15,","","","0.8","3,,,I","",""
"RSM00030846","1941-03","51.35","112.467","743.0","ULETY, RS","6","3,I","0","3,I","0","3,I","","","","","","","","","","","1.0","3,,I,18,+","","","4.7","3,,,I","",""
"RSM00030846","1941-04","51.35","112.467","743.0","ULETY, RS","1","1,I","0","1,I","0","1,I","","","","","","","","","","","0.3","1,,I,15,","","","0.8","1,,,I","",""
"RSM00030846","1941-05","51.35","112.467","743.0","ULETY, RS","4","2,I","1","2,I","0","2,I","","","","","","","","","","","4.1","2,,I,20,","","","6.5","2,,,I","",""
"RSM00030846","1941-06","51.35","112.467","743.0","ULETY, RS","13",",I","6",",I","0",",I","","","","","","","","","","","10.6",",,I,13,","","","43.7",",,,I","",""
"RSM00030846","1941-07","51.35","112.467","743.0","ULETY, RS","18","2,I","11","2,I","1","2,I","","","","","","","","","","","27.3","2,,I,22,","","","166.0","2,,,I","",""
"RSM00030846","1941-08","51.35","112.467","743.0","ULETY, RS","17","1,I","12","1,I","3","1,I","","","","","","","","","","","35.4","1,,I,31,","","","204.7","1,,,I","",""
"RSM00030846","1941-09","51.35","112.467","743.0","ULETY, RS","6","2,I","4","2,I","0","2,I","","","","","","","","","","","24.5","2,,I,09,","","","49.9","2,,,I","",""
"RSM00030846","1941-10","51.35","112.467","743.0","ULETY, RS","2","3,I","0","3,I","0","3,I","","","","","","","","","","","1.7","3,,I,15,","","","2.4","3,,,I","",""
"RSM00030846","1941-11","51.35","112.467","743.0","ULETY, RS","3","1,I","1","1,I","0","1,I","","","","","","","","","","","4.7","1,,I,17,","","","6.3","1,,,I","",""
"RSM00030846","1941-12","51.35","112.467","743.0","ULETY, RS","2","2,I","0","2,I","0","2,I","","","","","","","","","","","0.8","2,,I,11,","","","1.6","2,,,I","",""
"RSM00030846","1942-01","51.35","112.467","743.0","ULETY, RS","1",",I","0",",I","0",",I","","","","","","","","","","","0.8",",,I,31,","","","0.8",",,,I","",""
"RSM00030846","1942-02","51.35","112.467","743.0","ULETY, RS","0","1,I","0","1,I","0","1,I","","","","","","","","","","","0.2","1,,I,25,","","","0.2","1,,,I","",""
"RSM00030846","1942-03","51.35","112.467","743.0","ULETY, RS","3",",I","0",",I","0",",I","","","","","","","","","","","1.2",",,I,12,","","","2.4",",,,I","",""
"RSM00030846","1942-04","51.35","112.467","743.0","ULETY, RS","6",",I","0",",I","0",",I","","","","","","","","","","","2.2",",,I,11,","","","5.8",",,,I","",""
"RSM00030846","1942-05","51.35","112.467","743.0","ULETY, RS","4",",I","0",",I","0",",I","","","","","","","","","","","2.4",",,I,20,","","","5.2",",,,I","",""
"RSM00030846","1942-06","51.35","112.467","743.0","ULETY, RS","8","1,I","4","1,I","1","1,I","","","","","","","","","","","30.7","1,,I,05,","","","60.0","1,,,I","",""
"RSM00030846","1942-07","51.35","112.467","743.0","ULETY, RS","11","1,I","6","1,I","1","1,I","","","","","","","","","","","25.5","1,,I,25,","","","64.9","1,,,I","",""
"RSM00030846","1942-08","51.35","112.467","743.0","ULETY, RS","9",",I","9",",I","1",",I","","","","","","","","","","","30.2",",,I,19,","","","89.3",",,,I","",""
"RSM00030846","1942-09","51.35","112.467","743.0","ULETY, RS","9","1,I","6","1,I","0","1,I","","","","","","","","","","","21.5","1,,I,07,","","","64.3","1,,,I","",""
"RSM00030846","1942-10","51.35","112.467","743.0","ULETY, RS","7",",I","4",",I","0",",I","","","","","","","","","","","13.1",",,I,15,","","","35.7",",,,I","",""
"RSM00030846","1942-11","51.35","112.467","743.0","ULETY, RS","2","1,I","0","1,I","0","1,I","","","","","","","","","","","2.2","1,,I,30,","","","2.8","1,,,I","",""
"RSM00030846","1942-12","51.35","112.467","743.0","ULETY, RS","2",",I","0",",I","0",",I","","","","","","","","","","","0.5",",,I,25,","","","1.4",",,,I","",""
"RSM00030846","1943-01","51.35","112.467","743.0","ULETY, RS","2",",I","0",",I","0",",I","","","","","","","","","","","0.4",",,I,31,+","","","0.8",",,,I","",""
"RSM00030846","1943-02","51.35","112.467","743.0","ULETY, RS","1",",I","0",",I","0",",I","","","","","","","","","","","0.9",",,I,04,","","","1.1",",,,I","",""
"RSM00030846","1943-03","51.35","112.467","743.0","ULETY, RS","0",",I","0",",I","0",",I","","","","","","","","","","","0.2",",,I,25,","","","0.3",",,,I","",""
"RSM00030846","1943-04","51.35","112.467","743.0","ULETY, RS","5",",I","3",",I","0",",I","","","","","","","","","","","5.4",",,I,29,","","","14.8",",,,I","",""
"RSM00030846","1943-05","51.35","112.467","743.0","ULETY, RS","7","1,I","5","1,I","1","1,I","","","","","","","","","","","30.3","1,,I,22,","","","62.6","1,,,I","",""
"RSM00030846","1943-06","51.35","112.467","743.0","ULETY, RS","9",",I","4",",I","0",",I","","","","","","","","","","","17.8",",,I,11,","","","44.8",",,,I","",""
"RSM00030846","1943-07","51.35","112.467","743.0","ULETY, RS","8",",I","5",",I","0",",I","","","","","","","","","","","17.1",",,I,05,","","","57.6",",,,I","",""
"RSM00030846","1943-08","51.35","112.467","743.0","ULETY, RS","8",",I","6",",I","0",",I","","","","","","","","","","","16.3",",,I,24,","","","54.9",",,,I","",""
"RSM00030846","1943-09","51.35","112.467","743.0","ULETY, RS","8","2,I","5","2,I","0","2,I","","","","","","","","","","","24.6","2,,I,07,","","","63.9","2,,,I","",""
