"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BRM00083827","1987-08","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","5","2,S","3","2,S","0","2,S","","","","","","","23.9","2,,S,06,","52.1","2,,,S","",""
"BRM00083827","1987-09","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","5","1,S","1","1,S","0","1,S","0","4,S","0","4,S","5.0","4,S,20,","6.1","1,,S,16,","10.6","1,,,S","13.39","4,,,S"
"BRM00083827","1987-10","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","11","1,S","8","1,S","3","1,S","","","","","","","89.9","1,,S,19,","295.0","1,,,S","",""
"BRM00083827","1987-11","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","8","2,S","6","2,S","3","2,S","","","","","","","62.0","2,,S,05,","169.7","2,,,S","",""
"BRM00083827","1987-12","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","6","5,S","3","5,S","1","5,S","","","","","","","55.9","5,,S,17,","95.7","5,,,S","",""
"BRM00083827","1988-03","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","2",",S","1",",S","0",",S","0","4,S","0","4,S","11.5","4,S,10,","23.9",",,S,02,","25.9",",,,S","20.64","4,,,S"
"BRM00083827","1988-04","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","12",",S","11",",S","2",",S","0","3,S","0","3,S","7.0","3,S,09,","62.0",",,S,13,","185.1",",,,S","16.84","3,,,S"
"BRM00083827","1988-05","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","14",",S","11",",S","2",",S","","","","","","","36.1",",,S,23,","165.1",",,,S","",""
"BRM00083827","1988-06","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","10","1,S","8","1,S","1","1,S","","","","","","","82.0","1,,S,20,","165.4","1,,,S","",""
"BRM00083827","1988-07","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","1","3,S","0","3,S","0","3,S","","","","","","","2.0","3,,S,07,","2.0","3,,,S","",""
"BRM00083827","1988-08","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","2","1,S","2","1,S","0","1,S","0","2,S","0","2,S","3.5","2,S,10,","4.1","1,,S,17,","7.1","1,,,S","14.37","2,,,S"
"BRM00083827","1988-09","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","4","1,S","3","1,S","0","1,S","0","2,S","0","2,S","8.2","2,S,15,","7.9","1,,S,17,+","24.7","1,,,S","15.98","2,,,S"
"BRM00083827","1988-10","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","5","5,S","4","5,S","0","5,S","","","","","","","20.1","5,,S,25,","63.6","5,,,S","",""
"BRM00083827","1988-11","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","6","5,S","5","5,S","2","5,S","","","","","","","31.0","5,,S,22,","85.2","5,,,S","",""
"BRM00083827","1990-10","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","11","2,S","7","2,S","1","2,S","","","","","","","30.0","2,,S,13,","73.1","2,,,S","",""
"BRM00083827","1990-11","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","10","2,S","5","2,S","1","2,S","","","","","","","41.9","2,,S,01,","102.9","2,,,S","",""
"BRM00083827","1990-12","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","12",",S","10",",S","2",",S","0","5,S","0","5,S","15.0","5,S,15,+","37.1",",,S,19,","173.8",",,,S","20.07","5,,,S"
"BRM00083827","1991-01","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","8",",S","6",",S","4",",S","0","4,S","0","4,S","14.6","4,S,18,","104.9",",,S,30,","282.8",",,,S","20.65","4,,,S"
"BRM00083827","1991-02","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","1","4,S","0","4,S","0","4,S","","","","","","","0.3","4,,S,12,","0.3","4,,,S","",""
"BRM00083827","1991-03","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","3","4,S","0","4,S","0","4,S","","","","","","","2.0","4,,S,31,","4.0","4,,,S","",""
"BRM00083827","1991-04","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","6","4,S","4","4,S","2","4,S","","","","","","","43.9","4,,S,18,+","103.6","4,,,S","",""
"BRM00083827","1991-05","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","5","2,S","3","2,S","0","2,S","","","","","","","16.0","2,,S,22,","41.9","2,,,S","",""
"BRM00083827","1991-06","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","9",",S","8",",S","5",",S","","","","","","","115.1",",,S,06,","344.2",",,,S","",""
"BRM00083827","1991-07","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","1","2,S","1","2,S","0","2,S","","","","","","","7.1","2,,S,16,","7.1","2,,,S","",""
"BRM00083827","1991-08","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","6","1,S","5","1,S","0","1,S","","","","","","","24.9","1,,S,01,","64.0","1,,,S","",""
"BRM00083827","1991-09","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","9",",S","5",",S","1",",S","","","","","","","80.0",",,S,28,","113.8",",,,S","",""
"BRM00083827","1991-10","-25.596","-54.487","239.9","CATARATAS INTERNATIONAL, BR","10","2,S","6","2,S","0","2,S","","","","","","","21.1","2,,S,24,","70.1","2,,,S","",""
