"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094899","2000-10","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.3",",W","58.6","W","0.3",",W","17",",W","4",",W","0",",W","0",",W","0",",W","0",",W","3",",W","0",",W","0.6",",W,28,","8.1",",,W,14,","22.2",",W,01,","508.6","W","260.0",",W","29.3",",,,W","9.96",",W","13.61",",,,W","6.31",",,,W","","","30",",W","40",",W","15.6",",W","18.3",",W"
"USW00094899","2000-11","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.8",",W","58.6","W","0.0",",W","17",",W","3",",W","0",",W","0",",W","15",",W","5",",W","0",",W","0",",W","-7.2",",W,22,+","9.1",",,W,12,","18.3",",W,02,","979.9","W","471.3",",W","27.1",",,,W","2.62",",W","4.95",",,,W","0.30",",,,W","","","40",",W","10",",W","17.0",",W","19.2",",W"
"USW00094899","2000-12","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.6",",W","58.6","W","0.0",",W","17",",W","3",",W","0",",W","1",",W","31",",W","27",",W","0",",W","0",",W","-17.8",",W,13,","16.5",",,W,21,","1.7",",W,03,","1777.6","W","797.7",",W","38.8",",,,W","-7.40",",W","-4.68",",,,W","-10.12",",,,W","","","360",",W","10",",W","17.4",",W","21.0",",W"
"USW00094899","2001-01","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.8",",W","0.0","W","0.0",",W","12",",W","7",",W","0",",W","0",",W","31",",W","17",",W","0",",W","0",",W","-12.8",",W,20,","11.4",",,W,30,","4.4",",W,10,","2465.5","W","687.9",",W","37.6",",,,W","-3.86",",W","-1.04",",,,W","-6.68",",,,W","","","40",",W","40",",W","15.6",",W","19.2",",W"
"USW00094899","2001-02","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.6",",W","0.0","W","0.0",",W","5",",W","2",",W","0",",W","2",",W","28",",W","26",",W","0",",W","0",",W","-20.0",",W,22,","8.6",",,W,08,","3.9",",W,07,","3195.6","W","730.1",",W","14.3",",,,W","-7.74",",W","-4.10",",,,W","-11.38",",,,W","","","340",",W","350",",W","17.0",",W","19.7",",W"
"USW00094899","2001-03","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.4",",W","0.0","W","0.0",",W","11",",W","3",",W","0",",W","0",",W","30",",W","14",",W","0",",W","0",",W","-13.9",",W,11,","8.9",",,W,01,","8.9",",W,20,","3841.4","W","645.8",",W","25.3",",,,W","-2.50",",W","0.88",",,,W","-5.88",",,,W","","","50",",W","30",",W","13.9",",W","16.1",",W"
"USW00094899","2001-04","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.1",",W","0.3","W","0.3",",W","16",",W","10",",W","2",",W","0",",W","12",",W","0",",W","1",",W","0",",W","-3.3",",W,04,","30.2",",,W,11,","25.6",",W,30,","4252.6","W","411.2",",W","149.8",",,,W","4.64",",W","8.17",",,,W","1.10",",,,W","0","5,W","360",",W","360",",W","16.1",",W","18.3",",W"
"USW00094899","2001-05","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.7",",W","0.9","W","0.6",",W","11",",W","7",",W","1",",W","0",",W","0",",W","0",",W","3",",W","0",",W","1.1",",W,05,","27.2",",,W,21,","23.9",",W,20,","4478.1","W","225.5",",W","75.5",",,,W","11.08",",W","15.43",",,,W","6.72",",,,W","0","5,W","330",",W","310",",W","16.1",",W","20.6",",W"
"USW00094899","2001-06","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.0",",W","26.7","W","25.8",",W","14",",W","6",",W","0",",W","0",",W","0",",W","0",",W","13",",W","2",",W","4.4",",W,02,+","19.8",",,W,13,","33.3",",W,26,","4621.9","W","143.8",",W","65.4",",,,W","14.40",",W","19.46",",,,W","9.34",",,,W","","","320",",W","310",",W","12.5",",W","17.4",",W"
"USW00094899","2001-07","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.5",",W","57.3","W","30.6",",W","10",",W","7",",W","0",",W","0",",W","0",",W","0",",W","19",",W","0",",W","7.8",",W,01,","8.6",",,W,15,","31.7",",W,23,","45.4","W","45.4",",W","35.0",",,,W","17.85",",W","22.31",",,,W","13.40",",,,W","","","360",",W","320",",W","13.4",",W","16.1",",W"
"USW00094899","2001-08","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.4",",W","114.0","W","56.7",",W","9",",W","4",",W","0",",W","0",",W","0",",W","0",",W","23",",W","2",",W","7.8",",W,31,","20.1",",,W,08,","33.3",",W,07,","68.8","W","23.4",",W","46.2",",,,W","19.41",",W","23.64",",,,W","15.17",",,,W","0","1,W","340",",W","340",",W","13.9",",W","17.4",",W"
"USW00094899","2001-09","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.0",",W","130.2","W","16.2",",W","13",",W","3",",W","0",",W","0",",W","0",",W","0",",W","6",",W","0",",W","4.4",",W,28,","12.7",",,W,07,","28.3",",W,02,","203.9","W","135.1",",W","29.8",",,,W","14.37",",W","17.71",",,,W","11.02",",,,W","","","50",",W","40",",W","15.6",",W","17.9",",W"
"USW00094899","2001-10","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.5",",W","130.2","W","0.0","1,W","21","1,W","10","1,W","1","1,W","0","1,W","3","1,W","0","1,W","0","1,W","0","1,W","-2.2","1,W,30,","30.2","1,,W,24,","18.9","1,W,01,","510.6","W","306.7","1,W","96.8","1,,,W","8.11","1,W","11.64","1,,,W","4.58","1,,,W","","","360","1,W","360","1,W","21.0","1,W","25.0","1,W"
"USW00094899","2001-11","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.2","2,W","130.2","W","0.0","4,W","12","4,W","6","4,W","0","4,W","0","4,W","5","4,W","2","4,W","0","4,W","0","4,W","-2.8","4,W,28,","20.6","4,,W,24,","19.4","4,W,18,","830.0","W","319.4","4,W","61.4","4,,,W","6.05","4,W","9.59","4,,,W","2.51","4,,,W","","","360","4,W","320","4,W","17.9","4,W","17.9","4,W"
"USW00094899","2001-12","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.5",",W","130.2","W","0.0",",W","12",",W","4",",W","0",",W","0",",W","22",",W","10",",W","0",",W","0",",W","-7.8",",W,30,+","9.7",",,W,05,","12.2",",W,05,","1394.4","W","564.4",",W","36.2",",,,W","0.13",",W","2.44",",,,W","-2.19",",,,W","","","340",",W","210",",W","16.1",",W","19.7",",W"
"USW00094899","2002-01","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.7","1,W","0.0","W","0.0","2,W","8","1,W","1","1,W","0","1,W","0","2,W","28","2,W","18","2,W","0","2,W","0","2,W","-13.9","2,W,19,","2.8","1,,W,22,","6.7","2,W,09,","2019.5","W","625.1","2,W","8.7","1,,,W","-3.22","2,W","-0.42","2,,,W","-6.02","2,,,W","0","3,W","360","1,W","350",",W","16.5","1,W","17.9",",W"
"USW00094899","2002-02","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.9",",W","0.0","W","0.0",",W","9",",W","2",",W","0",",W","0",",W","28",",W","13",",W","0",",W","0",",W","-15.6",",W,11,","7.1",",,W,06,","8.9",",W,18,","2600.6","W","581.1",",W","14.0",",,,W","-2.42",",W","1.21",",,,W","-6.05",",,,W","0",",W","330",",W","330",",W","21.9",",W","25.9",",W"
"USW00094899","2002-03","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.7",",W","0.0","W","0.0",",W","6",",W","3",",W","0",",W","0",",W","29",",W","17",",W","0",",W","0",",W","-15.0",",W,03,","7.4",",,W,12,","8.3",",W,29,","3308.5","W","707.9",",W","18.8",",,,W","-4.50",",W","-0.72",",,,W","-8.28",",,,W","0","2,W","340",",W","340",",W","22.8",",W","27.3",",W"
"USW00094899","2002-04","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.4",",W","0.0","W","0.0",",W","14",",W","7",",W","1",",W","0",",W","16",",W","4",",W","1",",W","0",",W","-7.2",",W,06,+","27.2",",,W,11,","25.0",",W,16,","3766.2","W","457.7",",W","98.8",",,,W","3.08",",W","6.37",",,,W","-0.22",",,,W","","","360",",W","330",",W","16.5",",W","19.7",",W"
"USW00094899","2002-05","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.4",",W","0.3","W","0.3",",W","14",",W","3",",W","1",",W","0",",W","3",",W","0",",W","5",",W","0",",W","-1.1",",W,01,","52.8",",,W,08,","26.1",",W,31,","4112.8","W","346.6",",W","86.0",",,,W","7.16",",W","11.61",",,,W","2.71",",,,W","0","2,W","330",",W","330",",W","17.0",",W","21.0",",W"
"USW00094899","2002-06","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.0",",W","15.6","W","15.3",",W","13",",W","5",",W","0",",W","0",",W","0",",W","0",",W","14",",W","1",",W","1.1",",W,03,","11.7",",,W,15,","33.3",",W,30,","4255.9","W","143.1",",W","34.2",",,,W","14.07",",W","19.11",",,,W","9.03",",,,W","0","1,W","320",",W","320",",W","12.5",",W","16.1",",W"
"USW00094899","2002-07","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.2",",W","85.9","W","70.3",",W","7",",W","2",",W","0",",W","0",",W","0",",W","0",",W","24",",W","1",",W","9.4",",W,23,+","15.5",",,W,25,","32.8",",W,16,","26.0","W","26.0",",W","30.0",",,,W","19.76",",W","24.46",",,,W","15.05",",,,W","","","330",",W","320",",W","13.9",",W","17.0",",W"
"USW00094899","2002-08","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.2",",W","121.9","W","36.0","1,W","6","1,W","3","1,W","0","1,W","0","1,W","0","1,W","0","1,W","22","1,W","0","1,W","9.4","1,W,06,","18.8","1,,W,21,","29.4","1,W,09,","51.0","W","25.0","1,W","35.1","1,,,W","18.70","1,W","22.55","1,,,W","14.85","1,,,W","0","4,W","290","1,W","280","1,W","11.6","1,W","17.9","1,W"
"USW00094899","2002-09","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.7",",W","151.5","W","29.6",",W","15",",W","10",",W","1",",W","0",",W","0",",W","0",",W","13",",W","0",",W","5.0",",W,26,","31.8",",,W,01,","30.6",",W,09,","152.6","W","101.6",",W","137.5",",,,W","15.93",",W","19.54",",,,W","12.32",",,,W","0","1,W","40",",W","40",",W","18.3",",W","22.8",",W"
"USW00094899","2002-10","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.7",",W","151.5","W","0.0",",W","17",",W","11",",W","0",",W","0",",W","11",",W","0",",W","0",",W","0",",W","-2.2",",W,31,+","22.9",",,W,06,","20.6",",W,11,","563.6","W","411.0",",W","99.3",",,,W","5.08",",W","8.18",",,,W","1.97",",,,W","","","360",",W","350",",W","17.9",",W","21.9",",W"
"USW00094899","2002-11","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.1",",W","151.5","W","0.0",",W","14",",W","5",",W","0",",W","0",",W","29",",W","11",",W","0",",W","0",",W","-10.6",",W,16,+","9.9",",,W,10,","12.2",",W,08,+","1131.4","W","567.8",",W","36.9",",,,W","-0.60",",W","2.63",",,,W","-3.82",",,,W","0","1,W","10",",W","360",",W","19.2",",W","21.9",",W"
"USW00094899","2002-12","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.5",",W","151.5","W","0.0",",W","8",",W","4",",W","0",",W","0",",W","28",",W","15",",W","0",",W","0",",W","-13.3",",W,09,","10.7",",,W,18,","6.1",",W,19,+","1788.6","W","657.2",",W","21.5",",,,W","-2.87",",W","-0.20",",,,W","-5.53",",,,W","0","1,W","340",",W","10",",W","17.4",",W","20.1",",W"
"USW00094899","2003-01","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","7.0",",W","0.0","W","0.0",",W","6",",W","1",",W","0",",W","3",",W","30",",W","26",",W","0",",W","0",",W","-18.9",",W,26,+","2.5",",,W,27,","7.2",",W,07,","2624.8","W","836.2",",W","5.9",",,,W","-8.64",",W","-5.44",",,,W","-11.85",",,,W","0","1,W","340",",W","340",",W","17.0",",W","20.1",",W"
"USW00094899","2003-02","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","5.4",",W","0.0","W","0.0",",W","10",",W","2",",W","0",",W","6",",W","28",",W","26",",W","0",",W","0",",W","-25.0",",W,25,+","9.9",",,W,03,","3.9",",W,20,","3432.0","W","807.2",",W","18.6",",,,W","-10.50",",W","-7.00",",,,W","-13.99",",,,W","0","2,W","360",",W","10",",W","17.0",",W","21.5",",W"
"USW00094899","2003-03","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.1",",W","0.0","W","0.0",",W","10",",W","4",",W","0",",W","9",",W","25",",W","14",",W","0",",W","0",",W","-29.4",",W,03,","23.9",",,W,28,","14.4",",W,24,","4173.6","W","741.6",",W","49.7",",,,W","-5.59",",W","-1.06",",,,W","-10.12",",,,W","0","1,W","40",",W","40",",W","18.3",",W","20.6",",W"
"USW00094899","2003-04","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.2",",W","0.0","W","0.0",",W","8",",W","4",",W","0",",W","0",",W","20",",W","5",",W","1",",W","0",",W","-14.4",",W,06,","23.9",",,W,20,","21.7",",W,14,","4667.4","W","493.8",",W","46.8",",,,W","1.87",",W","6.01",",,,W","-2.26",",,,W","0",",W","40",",W","40",",W","16.1",",W","17.9",",W"
"USW00094899","2003-05","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.4",",W","0.0","W","0.0",",W","7",",W","5",",W","1",",W","0",",W","2",",W","0",",W","0",",W","0",",W","-1.7",",W,02,","43.9",",,W,11,","20.6",",W,27,","4938.1","W","270.7",",W","92.7",",,,W","9.60",",W","14.26",",,,W","4.94",",,,W","0",",W","40",",W","50",",W","19.2",",W","22.8",",W"
"USW00094899","2003-06","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","2.5",",W","3.6","W","3.6",",W","9",",W","3",",W","1",",W","0",",W","0",",W","0",",W","9",",W","0",",W","4.4",",W,11,+","27.2",",,W,25,","28.3",",W,22,","5086.5","W","148.4",",W","52.5",",,,W","13.51",",W","18.49",",,,W","8.52",",,,W","","","340",",W","330",",W","19.2",",W","23.7",",W"
"USW00094899","2003-07","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.2",",W","14.0","W","10.4",",W","13",",W","8",",W","0",",W","0",",W","0",",W","0",",W","18",",W","0",",W","7.8",",W,10,","21.6",",,W,10,","26.1",",W,26,+","64.5","W","64.5",",W","63.2",",,,W","16.59",",W","20.96",",,,W","12.22",",,,W","0","1,W","330",",W","330",",W","16.5",",W","21.9",",W"
"USW00094899","2003-08","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","3.4",",W","56.7","W","42.7",",W","6",",W","2",",W","0",",W","0",",W","0",",W","0",",W","18",",W","0",",W","8.9",",W,28,+","7.9",",,W,19,","31.1",",W,15,","105.9","W","41.4",",W","13.1",",,,W","18.38",",W","22.31",",,,W","14.45",",,,W","0","2,W","340",",W","340",",W","13.9",",W","16.1",",W"
"USW00094899","2003-09","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.5",",W","75.9","W","19.2",",W","14",",W","8",",W","0",",W","0",",W","0",",W","0",",W","11",",W","0",",W","1.7",",W,30,","15.5",",,W,14,","27.2",",W,11,+","236.1","W","130.2",",W","65.4",",,,W","14.63",",W","18.01",",,,W","11.25",",,,W","0","2,W","350",",W","340",",W","15.6",",W","20.1",",W"
