"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BGM00041907","1983-01","24.153","89.049","13.7","ISHURDI, BG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","0.0","5,,,S","","","","","",""
"BGM00041907","1985-11","24.153","89.049","13.7","ISHURDI, BG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","0.0","5,,,S","","","","","",""
"BGM00041907","1990-12","24.153","89.049","13.7","ISHURDI, BG","","","0","1,S","0","1,S","0","1,S","","","","","0","1,S","30","1,S","0","1,S","","","0.0","1,,S,31,+","28.9","1,S,03,","","","0.0","1,,,S","","","26.70","1,,,S","",""
"BGM00041907","1991-01","24.153","89.049","13.7","ISHURDI, BG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","0.0","5,,,S","","","","","",""
"BGM00041907","1991-03","24.153","89.049","13.7","ISHURDI, BG","","","","","","","","","","","","","0","5,S","26","5,S","20","5,S","","","","","38.5","5,S,20,","","","","","","","33.82","5,,,S","",""
"BGM00041907","1992-08","24.153","89.049","13.7","ISHURDI, BG","","","","","","","","","","","","","0","2,S","29","2,S","15","2,S","","","","","35.5","2,S,12,","","","","","","","32.30","2,,,S","",""
"BGM00041907","1992-09","24.153","89.049","13.7","ISHURDI, BG","","","","","","","","","","","","","0","3,S","27","3,S","19","3,S","","","","","35.7","3,S,23,","","","","","","","32.63","3,,,S","",""
"BGM00041907","1992-10","24.153","89.049","13.7","ISHURDI, BG","","","","","","","","","","","","","0","5,S","26","5,S","15","5,S","","","","","34.7","5,S,03,","","","","","","","32.18","5,,,S","",""
"BGM00041907","1992-11","24.153","89.049","13.7","ISHURDI, BG","","","1","3,S","1","3,S","0","3,S","","","","","0","2,S","28","2,S","2","2,S","","","3.0","3,,S,24,","33.6","2,S,01,","","","3.0","3,,,S","","","29.89","2,,,S","",""
"BGM00041907","1992-12","24.153","89.049","13.7","ISHURDI, BG","","","0","3,S","0","3,S","0","3,S","","","","","0","2,S","29","2,S","0","2,S","","","0.0","3,,S,31,+","27.2","2,S,01,","","","0.0","3,,,S","","","25.75","2,,,S","",""
"BGM00041907","1993-04","24.153","89.049","13.7","ISHURDI, BG","","","","","","","","","","","","","0",",S","30",",S","23",",S","","","","","39.1",",S,07,","","","","","","","34.52",",,,S","",""
