"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0021B21S","1993-10","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","","","","","16",",T","16",",T","1",",T","","","","","","","","","","","","","","","","","25.4",",,T,22,","","","","","","","114.2",",,,T","","","","","",""
"USS0021B21S","1993-11","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","","","","","20",",T","20",",T","4",",T","","","","","","","","","","","","","","","","","35.6",",,T,02,","","","","","","","284.6",",,,T","","","","","",""
"USS0021B21S","1993-12","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","","","0.0","3,T","15",",T","15",",T","2",",T","","","0","3,T","26","3,T","2","3,T","0","3,T","0","3,T","-4.7","3,T,18,+","","","63.5",",,T,02,","10.4","3,T,24,","","","496.1","3,T","230.9",",,,T","0.62","3,T","3.47","3,,,T","-2.24","3,,,T"
"USS0021B21S","1994-01","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0","4,T","21",",T","21",",T","3",",T","","","0","4,T","13","4,T","0","4,T","0","4,T","0","4,T","-3.0","4,T,31,","","","38.1",",,T,04,","10.6","4,T,18,","","","424.5","4,T","312.2",",,,T","2.61","4,T","5.06","4,,,T","0.16","4,,,T"
"USS0021B21S","1994-02","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0","3,T","23",",T","23",",T","3",",T","","","0","3,T","23","3,T","4","3,T","0","3,T","0","3,T","-11.7","3,T,08,","","","43.2",",,T,23,","8.2","3,T,05,","","","465.5","3,T","287.0",",,,T","-0.29","3,T","2.90","3,,,T","-3.47","3,,,T"
"USS0021B21S","1994-03","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0","3,T","14",",T","14",",T","4",",T","","","0","3,T","17","3,T","0","3,T","0","3,T","0","3,T","-7.0","3,T,23,","","","25.4",",,T,18,+","21.0","3,T,27,","","","389.5","3,T","215.8",",,,T","4.42","3,T","9.32","3,,,T","-0.48","3,,,T"
"USS0021B21S","1994-04","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0","2,T","22",",T","22",",T","1",",T","","","0","2,T","12","2,T","0","2,T","2","2,T","0","2,T","-1.5","2,T,25,","","","25.4",",,T,03,","21.4","2,T,16,","","","333.4","2,T","192.8",",,,T","6.43","2,T","11.19","2,,,T","1.66","2,,,T"
"USS0021B21S","1994-05","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0",",T","11",",T","11",",T","1",",T","","","0",",T","3",",T","0",",T","6",",T","0",",T","-1.3",",T,03,","","","38.1",",,T,29,","24.2",",T,24,+","","","270.3",",T","101.6",",,,T","9.61",",T","15.18",",,,T","4.05",",,,T"
"USS0021B21S","1994-06","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0",",T","18",",T","18",",T","1",",T","","","0",",T","0",",T","0",",T","6",",T","0",",T","1.8",",T,01,","","","27.9",",,T,13,","23.2",",T,22,","","","227.1",",T","147.0",",,,T","10.76",",T","16.54",",,,T","4.98",",,,T"
"USS0021B21S","1994-07","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","20.1","T","20.1",",T","6",",T","6",",T","0",",T","","","0",",T","0",",T","0",",T","21",",T","1",",T","4.7",",T,02,","","","20.3",",,T,01,","33.0",",T,20,","101.9","T","101.9",",T","48.2",",,,T","15.69",",T","22.36",",,,T","9.02",",,,T"
"USS0021B21S","1994-08","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","20.1","T","0.0",",T","3",",T","3",",T","0",",T","","","0",",T","0",",T","0",",T","14",",T","0",",T","5.3",",T,26,","","","5.1",",,T,11,","25.6",",T,10,","214.5","T","112.6",",T","10.1",",,,T","14.70",",T","20.80",",,,T","8.60",",,,T"
"USS0021B21S","1994-09","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","25.6","T","5.5",",T","8",",T","8",",T","2",",T","","","0",",T","0",",T","0",",T","17",",T","0",",T","3.8",",T,12,","","","43.2",",,T,14,","28.4",",T,22,","332.9","T","118.4",",T","96.4",",,,T","14.57",",T","20.28",",,,T","8.85",",,,T"
"USS0021B21S","1994-10","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","25.6","T","0.0",",T","14",",T","14",",T","4",",T","","","0",",T","6",",T","0",",T","0",",T","0",",T","-0.6",",T,29,","","","91.4",",,T,31,","20.0",",T,08,","698.5","T","365.6",",T","324.9",",,,T","6.54",",T","10.56",",,,T","2.52",",,,T"
"USS0021B21S","1994-11","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","25.6","T","0.0",",T","24",",T","24",",T","5",",T","","","0",",T","30",",T","7",",T","0",",T","0",",T","-8.0",",T,21,","","","83.8",",,T,30,","5.7",",T,29,","1265.1","T","566.6",",T","439.2",",,,T","-0.55",",T","1.80",",,,T","-2.91",",,,T"
"USS0021B21S","1994-12","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","25.6","T","0.0",",T","16",",T","16",",T","9",",T","","","0",",T","24",",T","14",",T","0",",T","0",",T","-11.4",",T,04,","","","76.2",",,T,19,","6.4",",T,22,","1875.7","T","610.6",",T","442.0",",,,T","-1.36",",T","0.92",",,,T","-3.65",",,,T"
"USS0021B21S","1995-01","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0",",T","14",",T","14",",T","4",",T","","","0",",T","24",",T","5",",T","0",",T","0",",T","-6.0",",T,06,","","","55.9",",,T,31,","8.7",",T,31,","2430.2","T","554.5",",T","274.3",",,,T","0.45",",T","2.47",",,,T","-1.58",",,,T"
"USS0021B21S","1995-02","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0",",T","14",",T","14",",T","4",",T","","","0",",T","14",",T","4",",T","0",",T","0",",T","-13.5",",T,14,","","","68.6",",,T,18,","13.8",",T,24,","2868.3","T","438.1",",T","289.5",",,,T","2.69",",T","6.59",",,,T","-1.21",",,,T"
"USS0021B21S","1995-03","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0",",T","19",",T","19",",T","2",",T","","","0",",T","19",",T","0",",T","0",",T","0",",T","-5.2",",T,25,","","","27.9",",,T,09,","19.4",",T,30,","3330.1","T","461.8",",T","187.8",",,,T","3.44",",T","7.84",",,,T","-0.97",",,,T"
"USS0021B21S","1995-04","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0",",T","16",",T","16",",T","1",",T","","","0",",T","17",",T","0",",T","0",",T","0",",T","-3.0",",T,15,","","","25.4",",,T,09,","19.5",",T,03,","3715.6","T","385.5",",T","126.9",",,,T","5.48",",T","10.55",",,,T","0.42",",,,T"
"USS0021B21S","1995-05","47.36","-121.57","890.0","MOUNT GARDNER, WA US","","","0.0","T","0.0",",T","10",",T","10",",T","1",",T","","","0",",T","0",",T","0",",T","12",",T","0",",T","0.8",",T,19,","","","25.4",",,T,02,","25.7",",T,29,","3955.3","T","239.7",",T","78.7",",,,T","10.60",",T","16.24",",,,T","4.96",",,,T"
