"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00397882","1893-01","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","","","6",",6","2",",6","0",",6","","","3",",6","6","5,6","20","5,6","9","5,6","0","5,6","0","5,6","","","","","-34.4","5,6,31,","","","76",",,6,14,","3.8",",,6,01,","15.6","5,6,03,","","","","","","","12.4",",,,6","139",",,,6","-2.53","0,6","2.82","5,,,6","-7.89","5,,,6","",""
"USC00397882","1893-02","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","","","8",",6","7",",6","0",",6","","","7",",6","11","2,6","25","2,6","13","2,6","0","2,6","0","2,6","","","","","-34.4","2,6,01,","","","127",",,6,13,","14.0",",,6,13,","13.3","2,6,19,","","","","","","","54.6",",,,6","521",",,,6","-8.25","4,6","-2.10","2,,,6","-14.40","2,,,6","",""
"USC00397882","1893-03","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","0.0","4,6","8","1,6","5","1,6","0","1,6","","","6",",6","4","2,6","25","2,6","11","2,6","2","2,6","0","2,6","","","","","-21.7","2,6,15,","","","203",",,6,13,","15.2","1,,6,13,","26.7","2,6,30,+","","","","","548.5","2,6","36.9","1,,,6","457",",,,6","-1.68","4,6","4.89","2,,,6","-8.26","2,,,6","",""
"USC00397882","1893-04","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","0.0","2,6","6","1,6","5","1,6","2","1,6","","","5",",6","0","1,6","23","1,6","1","1,6","6","1,6","0","1,6","","","","","-7.2","1,6,19,","","","305",",,6,26,","43.2","1,,6,26,","24.4","1,6,06,","","","","","405.8","1,6","107.0","1,,,6","737",",,,6","4.10","2,6","10.13","1,,,6","-1.93","1,,,6","",""
"USC00397882","1893-05","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","6.1","2,6","6",",6","4",",6","1",",6","","","","","0","1,6","2","1,6","0","1,6","10","1,6","1","1,6","","","","","-2.2","1,6,01,","","","","","35.6",",,6,19,","33.9","1,6,17,","","","","","191.9","1,6","74.0",",,,6","","","11.82","2,6","18.56","1,,,6","5.07","1,,,6","",""
"USC00397882","1893-06","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","96.0","2,6","7",",6","6",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","23","1,6","10","1,6","","","","","6.1","1,6,06,","","","","","33.0",",,6,29,","40.6","1,6,18,+","","","","","36.9","1,6","54.0",",,,6","","","20.52","2,6","27.90","1,,,6","13.14","1,,,6","",""
"USC00397882","1893-07","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","149.5",",6","9",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","12",",6","","","","","10.0",",6,09,+","","","","","8.1",",,6,03,","39.4",",6,11,","","","4.2","6","4.2",",6","36.5",",,,6","","","23.02",",6","30.96",",,,6","15.07",",,,6","",""
"USC00397882","1893-08","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","121.4",",6","6",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","10",",6","","","","","5.0",",6,28,","","","","","27.9",",,6,22,","38.9",",6,13,","","","21.2","6","17.0",",6","50.1",",,,6","","","21.70",",6","29.29",",,,6","14.12",",,,6","",""
"USC00397882","1893-09","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","82.0","1,6","2",",6","1",",6","0",",6","","","","","0","1,6","2","1,6","0",",6","20",",6","8",",6","","","","","-2.2","1,6,25,","","","","","5.1",",,6,30,","35.6",",6,05,","","","109.3","6","88.1",",6","5.6",",,,6","","","17.87","1,6","24.93",",,,6","10.80","1,,,6","",""
"USC00397882","1893-10","44.49739","-103.87177","1107.3","SPEARFISH, SD US","","","","","","","","","","","","","3",",6","0","3,6","10","3,6","0","3,6","5","3,6","0","3,6","","","","","-5.0","3,6,29,","","","102",",,6,01,","","","26.7","3,6,16,","","","","","","","","","178",",,,6","8.02","6,6","13.99","3,,,6","2.05","3,,,6","",""
