"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00146498","1963-05","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","",""
"USC00146498","1963-06","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","3","2,0","3","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","19.8","2,,0,12,","","","","","","","","","","","","","87.1",",a,,0","0",",,,0","","","","","","","",""
"USC00146498","1963-07","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","6",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","40.6",",,0,11,","","","","","","","","","","","","","85.1",",,,0","0",",,,0","","","","","","","",""
"USC00146498","1963-08","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","15.5",",,0,17,","","","","","","","","","","","","","22.6",",,,0","0",",,,0","","","","","","","",""
"USC00146498","1963-09","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","20.3",",,0,10,","","","","","","","","","","","","","60.1",",,,0","0",",,,0","","","","","","","",""
"USC00146498","1963-10","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","6",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","28.7",",,0,15,","","","","","","","","","","","","","71.2",",,,0","0",",,,0","","","","","","","",""
"USC00146498","1963-11","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","17.8",",,0,19,","","","","","","","","","","","","","28.0",",,,0","0",",,,0","","","","","","","",""
"USC00146498","1963-12","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","1",",0","0",",0","0",",0","","","1",",0","","","","","","","","","","","","","","","25",",,0,11,","1.8",",,0,11,","","","","","","","","","","","","","1.8",",,,0","25",",,,0","","","","","","","",""
"USC00146498","1964-01","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","2",",0","1",",0","0",",0","","","1",",0","","","","","","","","","","","","","","","25",",,0,13,","10.2",",,0,31,","","","","","","","","","","","","","10.5",",,,0","25",",,,0","","","","","","","",""
"USC00146498","1964-02","38.6449","-95.566","324.0","POMONA LAKE, KS US","","","","","3",",0","2",",0","0",",0","0",",0","2",",0","","","","","","","","","","","","","0",",,0,29,+","25",",,0,15,+","2.5",",,0,15,+","","","","","","","","","","","","","6.0",",,,0","60",",,,0","","","","","","","",""
