"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00253165","1961-01","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","31",",0","1",",0","9",",0","31",",0","19",",0","0",",0","0",",0","","","-27.2",",0,25,","102",",,0,04,+","76",",,0,02,","7.6",",,0,02,","10.0",",0,13,","","","","","814.9",",0","","","","","8.4",",,,0","89",",,,0","-7.95",",0","-1.81",",,,0","-14.10",",,,0","",""
"USC00253165","1961-02","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","16","1,0","0","5,0","4",",0","28",",0","10",",0","0",",0","0",",0","","","-20.6",",0,04,+","102","1,,0,08,+","0","5,T,0,25,+","4.3",",,0,02,","15.6",",0,17,","","","","","606.4",",0","","","","","10.5",",,,0","0","5,T,,0","-3.33",",0","2.49",",,,0","-9.14",",,,0","",""
"USC00253165","1961-03","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","0.0","0","0.0",",0","4",",0","4",",0","0",",0","12",",","","","0",",0","26",",0","2",",0","1",",0","0",",0","","","-6.1",",0,10,","152",",,0,09,+","","","12.7",",,0,08,","22.2",",0,26,","","","","","481.7",",0","","","","","30.5",",,,0","","","2.79",",0","7.08",",,,0","-1.49",",,,0","",""
"USC00253165","1961-04","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","1.7","0","1.7",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","5",",0","0",",0","","","-4.4",",0,07,+","0",",T,0,06,","0",",T,0,09,+","14.0",",,0,28,","27.2",",0,20,","","","","","343.1",",0","","","","","38.7",",,,0","0",",T,,0","6.95",",0","12.75",",,,0","1.15",",,,0","7355",",,,0"
"USC00253165","1961-05","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","17.8","0","16.1",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","-1.1",",0,02,","0",",,0,31,+","0",",,0,31,+","43.9",",,0,31,","29.4",",0,13,","155.4","3,,,0","","","151.6",",0","","","","","102.2",",,,0","0",",,,0","13.96",",0","19.37",",,,0","8.55",",,,0","5516",",,,0"
"USC00253165","1961-06","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","109.1","0","91.3","5,0","11",",0","5",",0","1",",0","0",",0","0",",0","0","5,0","0","5,0","0",",0","28",",0","8",",0","","","7.2","5,0,23,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,15,","35.6",",0,30,+","189.7","1,,,0","","","16.7",",0","","","","","71.8",",,,0","0",",,,0","21.26","5,0","27.14",",,,0","15.38","5,,,0","3502",",,,0"
"USC00253165","1961-07","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","277.8","0","168.7",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","12.8",",0,09,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,18,","38.9",",0,01,","205.4",",,,0","0.0","0","0.0",",0","","","","","35.0",",,,0","0",",,,0","23.78",",0","30.23",",,,0","17.32",",,,0","2815",",,,0"
"USC00253165","1961-08","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","453.1","0","175.3",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","12.2",",0,22,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,10,","36.7",",0,05,","200.7","3,,,0","3.3","0","3.3",",0","","","","","84.0",",,,0","0",",,,0","23.88",",0","30.10",",,,0","17.66",",,,0","3295",",,,0"
"USC00253165","1961-09","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","504.6","0","51.5",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","3",",0","","","0.0",",0,28,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,21,","33.9",",0,10,+","160.3",",,,0","118.3","0","115.0",",0","","","","","47.6",",,,0","0",",,,0","16.22",",0","22.17",",,,0","10.26",",,,0","5336",",,,0"
"USC00253165","1961-10","42.84556","-97.47333","382.5","GAVINS POINT DAM, NE US","","","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","0",",0","9",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","8.9",",,0,11,","30.0",",0,07,","115.9","2,,,0","","","","","","","","","18.0",",,,0","0",",,,0","","","18.44",",,,0","","","4582",",,,0"
