"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"BDM00078016","1949-11","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1415.1","X","103.1",",X","14",",X","10",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","","","","","2","","15.0",",X,26,","0",",,X,30,+","0",",,X,30,+","35.6",",,X,11,","28.3",",X,02,","0.2","X","0.2",",X","114.7",",,,X","0",",,,X","21.76",",X","24.37",",,,X","19.15",",,,X","","","","","","","",""
"BDM00078016","1949-12","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1446.7","X","31.6",",X","16",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","0",",X","","","","","2","","11.7",",X,31,","0",",,X,31,+","0",",,X,31,+","9.9",",,X,02,","24.4",",X,24,","15.5","X","15.3",",X","58.0",",,,X","0",",,,X","18.86",",X","21.28",",,,X","16.44",",,,X","","","","","","","",""
"BDM00078016","1950-01","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","27.6","X","27.6",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","0",",X","","","","","","","11.7",",X,09,","0",",,X,31,+","0",",,X,31,+","6.6",",,X,21,","24.4",",X,24,","33.6","X","18.1",",X","13.8",",,,X","0",",,,X","18.64",",X","21.44",",,,X","15.85",",,,X","","","","","","","",""
"BDM00078016","1950-02","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","40.1","X","12.5",",X","13",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","","","","","2","","6.7",",X,28,+","0",",,X,28,+","0",",,X,28,+","6.9",",,X,24,+","22.8",",X,16,+","69.9","X","36.3",",X","39.7",",,,X","0",",,,X","17.48",",X","20.35",",,,X","14.61",",,,X","","","","","","","",""
"BDM00078016","1950-03","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","57.5","X","17.4",",X","16",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","","","","","","","11.1",",X,03,","0",",,X,31,+","0",",,X,31,+","84.3",",,X,06,","23.9",",X,30,","106.7","X","36.8",",X","154.7",",,,X","0",",,,X","17.71",",X","20.53",",,,X","14.89",",,,X","","","","","","","",""
"BDM00078016","1950-04","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","87.9","X","30.4",",X","9",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","","","","","","","11.7",",X,17,+","0",",,X,30,+","0",",,X,30,+","16.5",",,X,13,","25.0",",X,30,","130.6","X","23.9",",X","60.7",",,,X","0",",,,X","18.55",",X","21.32",",,,X","15.78",",,,X","","","","","","","",""
"BDM00078016","1950-05","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","186.6","X","98.7",",X","12",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","","","","","","","15.6",",X,09,","0",",,X,31,+","0",",,X,31,+","68.1",",,X,18,","26.1",",X,31,+","131.4","X","0.8",",X","159.1",",,,X","0",",,,X","21.49",",X","24.12",",,,X","18.86",",,,X","","","","","","","",""
"BDM00078016","1950-06","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","381.0","X","194.4",",X","9","1,X","6","1,X","2","1,X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","3","","19.4",",X,14,+","0",",,X,30,+","0",",,X,30,+","34.8","1,,X,07,","30.0",",X,29,","131.4","X","0.0",",X","105.4","1,,,X","0",",,,X","24.81",",X","27.62",",,,X","22.00",",,,X","","","","","","","",""
"BDM00078016","1950-07","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","655.8","X","274.8",",X","8",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","","","","","21.7",",X,12,","0",",,X,31,+","0",",,X,31,+","30.0",",,X,09,","31.7",",X,28,","0.0","X","0.0",",X","88.7",",,,X","0",",,,X","27.20",",X","30.29",",,,X","24.10",",,,X","","","","","","","",""
"BDM00078016","1950-08","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","939.0","X","283.2",",X","14",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","","","6","","22.2",",X,09,+","0",",,X,31,+","0",",,X,31,+","22.1",",,X,09,","31.7",",X,20,+","0.0","X","0.0",",X","105.3",",,,X","0",",,,X","27.47",",X","30.32",",,,X","24.61",",,,X","","","","","","","",""
"BDM00078016","1950-09","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1169.9","X","230.9",",X","22",",X","12",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","5","","18.9",",X,19,","0",",,X,30,+","0",",,X,30,+","38.6",",,X,25,","31.7",",X,06,+","0.0","X","0.0",",X","208.2",",,,X","0",",,,X","26.03",",X","28.74",",,,X","23.31",",,,X","","","","","","","",""
"BDM00078016","1950-10","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1345.5","X","175.6",",X","12",",X","9",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","","","1","","18.3",",X,28,","0",",,X,31,+","0",",,X,31,+","51.1",",,X,28,","29.4",",X,07,","0.0","X","0.0",",X","158.3",",,,X","0",",,,X","24.00",",X","26.37",",,,X","21.63",",,,X","","","","","","","",""
"BDM00078016","1950-11","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1441.7","X","96.2",",X","10",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","2","","16.1",",X,24,","0",",,X,30,+","0",",,X,30,+","25.9",",,X,28,","26.7",",X,07,+","0.0","X","0.0",",X","69.9",",,,X","0",",,,X","21.54",",X","24.08",",,,X","19.00",",,,X","","","","","","","",""
"BDM00078016","1950-12","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1485.2","X","43.5",",X","13",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","","","","","1","","13.3",",X,23,","0",",,X,31,+","0",",,X,31,+","10.9",",,X,14,+","24.4",",X,16,","6.4","X","6.4",",X","61.2",",,,X","0",",,,X","19.53",",X","21.81",",,,X","17.25",",,,X","","","","","","","",""
"BDM00078016","1951-01","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","12.6","X","12.6",",X","18",",X","12",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","","","","","2","","10.6",",X,17,","0",",,X,31,+","0",",T,X,17,","61.0",",,X,23,","23.3",",X,25,","40.5","X","34.1",",X","215.4",",,,X","0",",T,,X","17.64",",X","20.42",",,,X","14.86",",,,X","","","","","","","",""
"BDM00078016","1951-02","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","23.0","X","10.4",",X","17",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","","","","","1","","9.4",",X,25,","0",",,X,28,+","0",",T,X,24,","13.5",",,X,22,","22.8",",X,05,+","78.3","X","37.8",",X","57.5",",,,X","0",",T,,X","17.36",",X","19.63",",,,X","15.09",",,,X","","","","","","","",""
"BDM00078016","1951-03","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","26.7","X","3.7",",X","15",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","","","","","4","","7.2",",X,11,","0",",,X,31,+","0",",,X,31,+","20.1",",,X,17,","22.8",",X,25,+","138.5","X","60.2",",X","61.5",",,,X","0",",,,X","16.51",",X","19.26",",,,X","13.76",",,,X","","","","","","","",""
"BDM00078016","1951-04","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","61.8","X","35.1",",X","14",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","0",",X","2","","","","6","","11.1",",X,06,","0",",,X,30,+","0",",T,X,06,","20.3",",,X,21,","24.4",",X,27,+","148.2","X","9.7",",X","69.8",",,,X","0",",T,,X","19.18",",X","22.00",",,,X","16.36",",,,X","","","","","","","",""
"BDM00078016","1951-05","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","169.8","X","108.0",",X","15",",X","11",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","2","","","","3","","15.6",",X,02,","0",",,X,31,+","0",",,X,31,+","43.2",",,X,30,","26.1",",X,31,+","148.2","X","0.0",",X","139.2",",,,X","0",",,,X","21.82",",X","24.40",",,,X","19.23",",,,X","","","","","","","",""
"BDM00078016","1951-06","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","350.8","X","181.0",",X","11",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","4","","17.8",",X,05,","0",",,X,30,+","0",",T,X,05,","48.5",",,X,05,","29.4",",X,30,+","148.2","X","0.0",",X","74.5",",,,X","0",",T,,X","24.37",",X","27.14",",,,X","21.60",",,,X","","","","","","","",""
"BDM00078016","1951-07","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","618.5","X","267.7",",X","12",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","","","2","","20.0",",X,11,","0",",,X,31,+","0",",,X,31,+","60.2",",,X,11,","31.7",",X,27,+","0.0","X","0.0",",X","132.6",",,,X","0",",,,X","26.97",",X","29.77",",,,X","24.16",",,,X","","","","","","","",""
"BDM00078016","1951-08","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","897.6","X","279.1",",X","14",",X","10",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","","","3","","21.7",",X,26,","0",",,X,31,+","0",",,X,31,+","27.9",",,X,26,","31.7",",X,31,+","0.0","X","0.0",",X","110.8",",,,X","0",",,,X","27.34",",X","30.17",",,,X","24.50",",,,X","","","","","","","",""
"BDM00078016","1951-09","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1149.8","X","252.2",",X","12",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","","","20.6",",X,12,","0",",,X,30,+","0",",,X,30,+","32.8",",,X,30,","31.7",",X,06,+","0.0","X","0.0",",X","93.0",",,,X","0",",,,X","26.74",",X","29.42",",,,X","24.06",",,,X","","","","","","","",""
"BDM00078016","1951-10","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1333.8","X","184.0",",X","11",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","","","2","","19.4",",X,28,","0",",,X,31,+","0",",,X,31,+","84.8",",,X,17,","29.4",",X,11,+","0.0","X","0.0",",X","158.4",",,,X","0",",,,X","24.27",",X","26.61",",,,X","21.93",",,,X","","","","","","","",""
"BDM00078016","1951-11","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1436.7","X","102.9",",X","12",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","26",",X","0",",X","","","","","2","","14.4",",X,21,","0",",,X,30,+","0",",,X,30,+","52.6",",,X,29,","27.2",",X,05,+","3.9","X","3.9",",X","113.4",",,,X","0",",,,X","21.63",",X","24.02",",,,X","19.24",",,,X","","","","","","","",""
"BDM00078016","1951-12","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1476.9","X","40.2",",X","14",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","0",",X","","","","","","","11.7",",X,28,","0",",,X,31,+","0",",,X,31,+","36.3",",,X,19,","23.9",",X,24,","15.8","X","11.9",",X","105.6",",,,X","0",",,,X","19.25",",X","21.72",",,,X","16.77",",,,X","","","","","","","",""
"BDM00078016","1952-01","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","11.8","X","11.8",",X","15",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","","","","","3","","11.1",",X,12,","0",",,X,31,+","0",",,X,31,+","9.9",",,X,07,","23.3",",X,29,","39.4","X","23.6",",X","46.2",",,,X","0",",,,X","17.95",",X","20.53",",,,X","15.38",",,,X","","","","","","","",""
"BDM00078016","1952-02","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","16.0","X","4.2",",X","17",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","1","","","","3","","11.1",",X,09,+","0",",,X,29,+","0",",,X,29,+","37.1",",,X,27,","22.2",",X,17,+","78.5","X","39.1",",X","107.5",",,,X","0",",,,X","17.13",",X","19.86",",,,X","14.40",",,,X","","","","","","","",""
"BDM00078016","1952-03","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","32.2","X","16.2",",X","15",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","","","","","","","9.4",",X,17,","0",",,X,31,+","0",",,X,31,+","15.0",",,X,27,","23.9",",X,26,","127.2","X","48.7",",X","50.9",",,,X","0",",,,X","17.28",",X","19.97",",,,X","14.60",",,,X","","","","","","","",""
"BDM00078016","1952-04","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","83.4","X","51.2",",X","11",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","26",",X","0",",X","","","","","1","","13.3",",X,01,","0",",,X,30,+","0",",,X,30,+","20.8",",,X,16,","25.0",",X,29,","129.9","X","2.7",",X","64.8",",,,X","0",",,,X","19.95",",X","22.51",",,,X","17.39",",,,X","","","","","","","",""
"BDM00078016","1952-05","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","183.4","X","100.0",",X","8",",X","3",",X","0",",X","0","1,X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","2","","16.1",",X,14,","0","1,,X,31,+","0",",,X,31,+","11.4",",,X,01,","26.1",",X,18,","129.9","X","0.0",",X","29.0",",,,X","0",",,,X","21.56",",X","24.01",",,,X","19.11",",,,X","","","","","","","",""
"BDM00078016","1952-06","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","386.6","X","203.2",",X","11",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","2","","","","2","","20.0",",X,11,","0",",,X,30,+","0",",,X,30,+","37.1",",,X,24,","30.0",",X,28,","129.9","X","0.0",",X","96.9",",,,X","0",",,,X","25.11",",X","27.33",",,,X","22.88",",,,X","","","","","","","",""
"BDM00078016","1952-07","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","658.4","X","271.8",",X","14",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","","","","","3","","20.6",",X,02,","0",",,X,31,+","0",",,X,31,+","35.8",",,X,28,","32.2",",X,30,","0.0","X","0.0",",X","115.6",",,,X","0",",,,X","27.10",",X","29.49",",,,X","24.71",",,,X","","","","","","","",""
"BDM00078016","1952-08","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","959.0","X","300.6",",X","12",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","","","","","5","","23.3",",X,24,+","0",",,X,31,+","0",",,X,31,+","24.9",",,X,26,","32.8",",X,03,","0.0","X","0.0",",X","66.2",",,,X","0",",,,X","28.03",",X","30.45",",,,X","25.61",",,,X","","","","","","","",""
"BDM00078016","1952-09","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1212.4","X","253.4",",X","13",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","3","","21.1",",X,29,","0",",,X,30,+","0",",,X,30,+","11.7",",,X,16,","31.7",",X,24,","0.0","X","0.0",",X","68.6",",,,X","0",",,,X","26.78",",X","29.43",",,,X","24.13",",,,X","","","","","","","",""
"BDM00078016","1952-10","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1418.1","X","205.7",",X","18",",X","12",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","","","2","","17.2",",X,22,","0",",,X,31,+","0",",,X,31,+","30.0",",,X,22,","30.6",",X,12,+","0.0","X","0.0",",X","170.9",",,,X","0",",,,X","24.97",",X","27.38",",,,X","22.56",",,,X","","","","","","","",""
"BDM00078016","1952-11","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1484.6","X","66.5",",X","15",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","0",",X","","","","","","","15.6",",X,05,","0",",,X,30,+","0",",,X,30,+","4.6",",,X,24,","25.0",",X,07,+","0.0","X","0.0",",X","20.0",",,,X","0",",,,X","20.55",",X","22.66",",,,X","18.44",",,,X","","","","","","","",""
"BDM00078016","1952-12","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","1500.8","X","16.2",",X","15",",X","10",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","","","","","1","","11.1",",X,28,","0",",,X,31,+","0",",,X,31,+","19.1",",,X,21,","23.3",",X,06,","20.0","X","20.0",",X","117.0",",,,X","0",",,,X","18.21",",X","20.32",",,,X","16.10",",,,X","","","","","","","",""
"BDM00078016","1953-01","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","12.6","X","12.6",",X","15",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","","","","","","","13.3",",X,27,","0",",,X,31,+","0",",,X,31,+","27.7",",,X,25,","22.8",",X,10,","37.4","X","17.4",",X","82.2",",,,X","0",",,,X","18.18",",X","20.09",",,,X","16.26",",,,X","","","","","","","",""
"BDM00078016","1953-02","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","20.0","X","7.4",",X","13",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","","","","","1","","12.8",",X,15,","0",",,X,28,+","0",",,X,28,+","10.2",",,X,16,","22.2",",X,27,+","61.5","X","24.1",",X","45.3",",,,X","0",",,,X","17.74",",X","19.97",",,,X","15.50",",,,X","","","","","","","",""
