"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00315283","1926-06","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","45.7",",,6,20,","","","","","","","67.2",",,,6","","","","","","","",""
"USC00315283","1927-08","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","12",",6","8",",6","3",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","49.3",",,6,25,","","","","","","","151.0",",,,6","0",",,,6","","","","","",""
"USC00315283","1927-09","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","17.8",",,6,08,","","","","","","","41.7",",,,6","0",",,,6","","","","","",""
"USC00315283","1927-10","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","7",",6","5",",6","3",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","59.9",",,6,08,","","","","","","","137.4",",,,6","0",",,,6","","","","","",""
"USC00315283","1927-11","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","6",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","19.1",",,6,17,","","","","","","","33.7",",,,6","0",",,,6","","","","","",""
"USC00315283","1927-12","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","9",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","26.4",",,6,16,","","","","","","","95.7",",,,6","0",",,,6","","","","","",""
"USC00315283","1928-01","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","23.6",",,6,25,","","","","","","","38.4",",,,6","","","","","","","",""
"USC00315283","1928-02","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","8",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,29,+","20.3",",,6,07,","","","","","","","78.3",",,,6","0",",,,6","","","","","",""
"USC00315283","1928-03","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","25.9",",,6,18,","","","","","","","77.6",",,,6","","","","","","","",""
"USC00315283","1928-04","36.16667","-78.9","116.1","MANGUMS STORE 4 WSW, NC US","","","11",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","68.8",",,6,28,","","","","","","","174.2",",,,6","","","","","","","",""
