"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"RSM00030682","1936-01","53.867","120.867","472.0","AMAZAR, RS","0",",I","0",",I","0",",I","","","","","","","","","","","0.0",",,I,31,+","","","0.0",",,,I","",""
"RSM00030682","1936-02","53.867","120.867","472.0","AMAZAR, RS","0",",I","0",",I","0",",I","","","","","","","","","","","0.0",",T,I,13,+","","","0.0",",T,,I","",""
"RSM00030682","1936-03","53.867","120.867","472.0","AMAZAR, RS","2",",I","0",",I","0",",I","","","","","","","","","","","0.6",",,I,22,","","","1.0",",,,I","",""
"RSM00030682","1936-04","53.867","120.867","472.0","AMAZAR, RS","5","1,I","1","1,I","0","1,I","","","","","","","","","","","2.5","1,,I,24,","","","6.5","1,,,I","",""
"RSM00030682","1936-05","53.867","120.867","472.0","AMAZAR, RS","14",",I","7",",I","0",",I","","","","","","","","","","","6.9",",,I,30,","","","38.4",",,,I","",""
"RSM00030682","1936-06","53.867","120.867","472.0","AMAZAR, RS","11","1,I","6","1,I","0","1,I","","","","","","","","","","","14.9","1,,I,23,","","","49.3","1,,,I","",""
"RSM00030682","1936-07","53.867","120.867","472.0","AMAZAR, RS","15","1,I","8","1,I","0","1,I","","","","","","","","","","","22.3","1,,I,21,","","","81.2","1,,,I","",""
"RSM00030682","1936-08","53.867","120.867","472.0","AMAZAR, RS","12","1,I","3","1,I","0","1,I","","","","","","","","","","","22.9","1,,I,19,","","","52.6","1,,,I","",""
"RSM00030682","1936-09","53.867","120.867","472.0","AMAZAR, RS","7","1,I","4","1,I","0","1,I","","","","","","","","","","","19.0","1,,I,04,","","","35.9","1,,,I","",""
"RSM00030682","1936-10","53.867","120.867","472.0","AMAZAR, RS","3",",I","0",",I","0",",I","","","","","","","","","","","1.2",",,I,29,+","","","3.8",",,,I","",""
"RSM00030682","1936-11","53.867","120.867","472.0","AMAZAR, RS","2","1,I","0","1,I","0","1,I","","","","","","","","","","","0.8","1,,I,06,","","","1.4","1,,,I","",""
"RSM00030682","1936-12","53.867","120.867","472.0","AMAZAR, RS","0","2,I","0","2,I","0","2,I","","","","","","","","","","","0.2","2,,I,09,","","","0.2","2,,,I","",""
"RSM00030682","1937-01","53.867","120.867","472.0","AMAZAR, RS","0","1,I","0","1,I","0","1,I","","","","","","","","","","","0.0","1,T,I,22,+","","","0.0","1,T,,I","",""
"RSM00030682","1937-02","53.867","120.867","472.0","AMAZAR, RS","0",",I","0",",I","0",",I","","","","","","","","","","","0.1",",,I,04,","","","0.1",",,,I","",""
"RSM00030682","1937-03","53.867","120.867","472.0","AMAZAR, RS","1","3,I","0","3,I","0","3,I","","","","","","","","","","","0.4","3,,I,01,","","","0.4","3,,,I","",""
"RSM00030682","1937-04","53.867","120.867","472.0","AMAZAR, RS","9","1,I","4","1,I","0","1,I","","","","","","","","","","","8.0","1,,I,30,","","","26.8","1,,,I","",""
"RSM00030682","1937-05","53.867","120.867","472.0","AMAZAR, RS","5",",I","2",",I","0",",I","","","","","","","","","","","10.8",",,I,01,","","","18.1",",,,I","",""
"RSM00030682","1937-09","53.867","120.867","472.0","AMAZAR, RS","9",",I","6",",I","0",",I","","","","","","","","","","","8.0",",,I,01,","","","32.3",",,,I","",""
"RSM00030682","1937-10","53.867","120.867","472.0","AMAZAR, RS","4","2,I","1","2,I","0","2,I","","","","","","","","","","","3.5","2,,I,30,","","","7.8","2,,,I","",""
"RSM00030682","1937-11","53.867","120.867","472.0","AMAZAR, RS","8",",I","3",",I","0",",I","","","","","","","","","","","8.0",",,I,27,","","","21.7",",,,I","",""
"RSM00030682","1937-12","53.867","120.867","472.0","AMAZAR, RS","5",",I","3",",I","0",",I","","","","","","","","","","","5.5",",,I,09,","","","14.8",",,,I","",""
"RSM00030682","1938-01","53.867","120.867","472.0","AMAZAR, RS","3","2,I","0","2,I","0","2,I","","","","","","","","","","","1.9","2,,I,09,","","","4.0","2,,,I","",""
"RSM00030682","1938-02","53.867","120.867","472.0","AMAZAR, RS","5",",I","1",",I","0",",I","","","","","","","","","","","3.0",",,I,28,","","","9.0",",,,I","",""
"RSM00030682","1938-03","53.867","120.867","472.0","AMAZAR, RS","1","2,I","1","2,I","0","2,I","","","","","","","","","","","8.1","2,,I,03,","","","8.1","2,,,I","",""
"RSM00030682","1938-04","53.867","120.867","472.0","AMAZAR, RS","7",",I","3",",I","0",",I","","","","","","","","","","","6.0",",,I,17,","","","17.5",",,,I","",""
"RSM00030682","1938-05","53.867","120.867","472.0","AMAZAR, RS","9","1,I","4","1,I","0","1,I","","","","","","","","","","","6.0","1,,I,27,","","","22.2","1,,,I","",""
"RSM00030682","1938-06","53.867","120.867","472.0","AMAZAR, RS","10",",I","3",",I","0",",I","","","","","","","","","","","13.0",",,I,30,","","","32.3",",,,I","",""
