"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00263790","1891-02","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","2",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","","","25",",,6,22,","14.0",",,6,27,","","","","","16.5",",,,6","25",",,,6","","","","","",""
"USC00263790","1892-05","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","2.0",",,6,28,","","","","","2.0",",,,6","","","","","","","",""
"USC00263790","1892-08","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","0.0",",,,6","","","","","","","",""
"USC00263790","1893-02","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,28,+","0.0",",,6,28,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00263790","1893-04","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","5",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","51",",,6,24,+","5.1",",,6,24,+","","","","","14.5",",,,6","145",",,,6","","","","","",""
"USC00263790","1893-05","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","1",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","19.1",",,6,03,","","","","","19.1",",,,6","0",",,,6","","","","","",""
"USC00263790","1893-06","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","1.0",",,6,01,","","","","","1.0",",,,6","","","","","","","",""
"USC00263790","1893-08","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00263790","1893-09","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0.0",",,6,30,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00263790","1893-10","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00263790","1893-12","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00263790","1894-03","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00263790","1894-04","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","3.8",",,6,22,","","","","","3.8",",,,6","","","","","","","",""
"USC00263790","1894-09","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","2.5",",,6,29,","","","","","2.5",",,,6","","","","","","","",""
"USC00263790","1894-10","39.783333","-119.016667","1241.1","HOT SPRINGS, NV US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
