"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093218","1964-08","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","139.9",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","24",",X","4","","","","","","6.1",",X,29,","0",",,X,31,+","0",",,X,31,+","3.0",",,X,31,","39.4",",X,24,","","","8.9",",X","3.0",",,,X","0",",,,X","22.56",",X","33.95",",,,X","11.16",",,,X","90",",X","10.8",",X"
"USW00093218","1964-10","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","42.2",",X","2",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","13",",X","4","","","","1","","2.2",",X,25,","0",",,X,31,+","0",",,X,31,+","36.3",",,X,28,","36.1",",X,04,","","","54.0",",X","41.6",",,,X","0",",,,X","17.95",",X","28.03",",,,X","7.88",",,,X","158",",X","10.3",",X"
"USW00093218","1964-11","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","0.0","1,X","7","1,X","6","1,X","0","1,X","0","1,X","0","1,X","0","1,X","11","1,X","0","1,X","5","1,X","0","1,X","2","","","","","","-5.6","1,X,19,","0","1,,X,30,+","0","1,,X,30,+","20.3","1,,X,08,","23.9","1,X,04,","","","264.7","1,X","64.7","1,,,X","0","1,,,X","9.21","1,X","16.51","1,,,X","1.90","1,,,X","158","5,X","11.8","5,X"
"USW00093218","1964-12","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","0.0",",X","13",",X","12",",X","1",",X","0",",X","0",",X","0",",X","8",",X","0",",X","0",",X","0",",X","","","","","","","-5.0",",X,13,","0",",,X,31,+","0",",,X,31,+","27.9",",,X,19,","19.4",",X,24,+","","","279.9",",X","106.4",",,,X","0",",,,X","9.30",",X","14.88",",,,X","3.73",",,,X","158",",X","11.8",",X"
"USW00093218","1965-01","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","0.0","X","0.0",",X","7",",X","7",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","5",",X","0",",X","","","","","","","-4.4",",X,01,","0",",,X,31,+","0",",,X,31,+","19.1",",,X,03,","22.8",",X,18,","","","296.6",",X","57.4",",,,X","0",",,,X","8.76",",X","15.11",",,,X","2.42",",,,X","","","",""
"USW00093218","1965-02","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","0.0","X","0.0",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","7",",X","0",",X","4","","2","","","","-3.3",",X,12,","0",",,X,28,+","0",",,X,28,+","9.7",",,X,04,","25.0",",X,19,","","","257.9",",X","18.4",",,,X","0",",,,X","9.12",",X","18.01",",,,X","0.23",",,,X","203",",X","13.4",",X"
"USW00093218","1965-03","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","0.0","X","0.0",",X","8",",X","4",",X","1",",X","0",",X","0",",X","0",",X","5",",X","0",",X","3",",X","0",",X","","","","","","","-1.7",",X,03,","0",",,X,31,+","0",",,X,31,+","32.8",",,X,31,","24.4",",X,21,","","","257.7",",X","71.0",",,,X","0",",,,X","10.02",",X","17.19",",,,X","2.85",",,,X","180",",X","15.4",",X"
"USW00093218","1965-04","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","3.4","X","3.4",",X","7",",X","5",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","14",",X","0",",X","","","","","","","-1.1",",X,11,","0",",,X,30,+","0",",,X,30,+","18.3",",,X,09,","30.6",",X,29,+","","","185.5",",X","65.7",",,,X","0",",,,X","12.26",",X","19.78",",,,X","4.75",",,,X","248",",X","14.4",",X"
"USW00093218","1965-05","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","15.3","X","11.9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","24",",X","4",",X","","","","","","","0.0",",X,06,","0",",,X,31,+","0",",,X,31,+","0.0",",,X,31,+","33.3",",X,29,+","","","102.9",",X","0.0",",,,X","0",",,,X","15.40",",X","25.09",",,,X","5.71",",,,X","338",",X","12.3",",X"
"USW00093218","1965-06","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","32.5","X","17.2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","4",",X","3","","","","","","2.8",",X,26,","0",",,X,30,+","0",",,X,30,+","0.0",",,X,30,+","33.3",",X,28,+","","","55.6",",X","0.0",",,,X","0",",,,X","17.05",",X","27.28",",,,X","6.83",",,,X","90","1,X","12.3","1,X"
"USW00093218","1965-07","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","157.3","X","124.8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","24",",X","8","","","","1","","6.1",",X,11,","0",",,X,31,+","0",",,X,31,+","1.5",",,X,17,","38.9",",X,05,","1.4","X","1.4",",X","1.5",",,,X","0",",,,X","22.31",",X","33.88",",,,X","10.75",",,,X","248",",X","9.8",",X"
"USW00093218","1965-08","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","307.2","X","149.9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","21",",X","1","","","","1","","7.2",",X,21,","0",",,X,31,+","0",",,X,31,+","2.3",",,X,12,","38.9",",X,10,+","1.5","X","0.1",",X","2.3",",,,X","0",",,,X","23.17",",X","34.40",",,,X","11.94",",,,X","45",",X","10.8",",X"
"USW00093218","1965-09","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","324.0","X","16.8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","7",",X","3","","","","","","3.3",",X,28,","0",",,X,30,+","0",",,X,30,+","0.0",",T,X,27,+","35.6",",X,15,","47.2","X","45.7",",X","0.0",",T,,X","0",",,,X","17.37",",X","28.23",",,,X","6.50",",,,X","225","3,X","9.3","3,X"
