"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CMAD","1999-11","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","","","0.0",",U","0",",U","3",",U","0",",U","6",",U","0",",U","-3.3",",U,22,","26.1",",U,01,","","","283.0",",U","8.90",",U","13.98",",,,U","3.82",",,,U"
"USR0000CMAD","1999-12","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","","","0.0",",U","0",",U","18",",U","0",",U","1",",U","0",",U","-2.8",",U,31,+","21.1",",U,20,","","","371.2",",U","6.36",",U","12.69",",,,U","0.03",",,,U"
"USR0000CMAD","2000-01","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","0.0","U","0.0",",U","0",",U","15",",U","0",",U","0",",U","0",",U","-2.8",",U,02,","14.4",",U,29,+","","","417.4",",U","4.87",",U","8.73",",,,U","1.00",",,,U"
"USR0000CMAD","2000-02","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","0.0","U","0.0",",U","0",",U","10",",U","0",",U","0",",U","0",",U","-1.1",",U,23,","16.1",",U,02,","","","370.0",",U","5.57",",U","9.54",",,,U","1.61",",,,U"
"USR0000CMAD","2000-03","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","0.0","U","0.0",",U","0",",U","17",",U","0",",U","4",",U","0",",U","-3.3",",U,20,","23.9",",U,31,","","","344.8",",U","7.21",",U","13.94",",,,U","0.48",",,,U"
"USR0000CMAD","2000-04","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","0.3","U","0.3",",U","0",",U","4",",U","0",",U","11",",U","0",",U","-1.7",",U,29,","30.0",",U,02,","","","226.0",",U","10.81",",U","18.01",",,,U","3.61",",,,U"
"USR0000CMAD","2000-05","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","5.6","U","5.3",",U","0",",U","1",",U","0",",U","12",",U","0",",U","0.0",",U,10,","31.7",",U,21,","","","199.1",",U","12.08",",U","19.42",",,,U","4.75",",,,U"
"USR0000CMAD","2000-06","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","73.8","U","68.2",",U","0",",U","0",",U","0",",U","25",",U","13",",U","3.3",",U,09,","37.2",",U,14,","","","52.5",",U","18.86",",U","28.56",",,,U","9.15",",,,U"
"USR0000CMAD","2000-07","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","108.4","U","34.6",",U","0",",U","0",",U","0",",U","29",",U","4",",U","4.4",",U,04,","33.9",",U,31,+","31.3","U","31.3",",U","18.44",",U","28.11",",,,U","8.77",",,,U"
"USR0000CMAD","2000-08","40.4633","-123.5239","845.8","MAD RIVER CALIFORNIA, CA US","176.8","U","68.4",",U","0",",U","0",",U","0",",U","31",",U","11",",U","3.3",",U,18,","39.4",",U,02,","52.2","U","20.9",",U","19.87",",U","30.52",",,,U","9.22",",,,U"
