"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00123886","1971-09","40.31667","-87.5","220.1","HEDRICK, IN US","","","97.9",",6","13",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","24",",6","3",",6","13","","1","","2.8",",6,24,","","","37.1",",,6,26,","32.8",",6,09,","","","43.3",",6","102.2",",,,6","","","20.15",",6","26.28",",,,6","14.02",",,,6"
"USC00123886","1971-10","40.31667","-87.5","220.1","HEDRICK, IN US","","","22.3",",6","8",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","19",",6","3",",6","11","","","","0.6",",6,12,","","","5.8",",,6,22,","32.8",",6,02,+","","","85.5",",6","26.0",",,,6","","","16.30",",6","23.26",",,,6","9.33",",,,6"
"USC00123886","1971-11","40.31667","-87.5","220.1","HEDRICK, IN US","","","0.0",",6","8",",6","5",",6","0",",6","","","0",",6","18",",6","1",",6","5",",6","0",",6","3","","","","-9.4",",6,09,+","","","6.9",",,6,30,+","23.3",",6,15,","","","393.4",",6","32.9",",,,6","","","5.22",",6","10.94",",,,6","-0.50",",,,6"
"USC00123886","1971-12","40.31667","-87.5","220.1","HEDRICK, IN US","","","","","10",",6","10",",6","1",",6","","","","","","","","","","","","","1","","","","","","","","48.0",",,6,15,","","","","","","","166.0",",,,6","","","","","","","",""
"USC00123886","1972-05","40.31667","-87.5","220.1","HEDRICK, IN US","","","49.3","2,6","12",",6","6",",6","0",",6","0",",6","0","2,6","0","2,6","0",",6","20",",6","2",",6","1","","","","1.1","2,6,10,","0",",,6,31,+","10.2",",,6,09,","32.2",",6,26,+","","","67.8",",6","41.3",",,,6","0",",,,6","17.47","2,6","24.31",",,,6","10.62","2,,,6"
"USC00123886","1972-08","40.31667","-87.5","220.1","HEDRICK, IN US","","","118.0",",6","5","1,6","5","1,6","1","1,6","","","0",",6","0",",6","0",",6","30",",6","1",",6","8","","","","6.7",",6,10,","","","30.5","1,,6,11,","32.2",",6,19,","","","9.4",",6","71.1","1,,,6","","","21.83",",6","27.49",",,,6","16.18",",,,6"
"USC00123886","1972-09","40.31667","-87.5","220.1","HEDRICK, IN US","","","64.5",",6","14",",6","10",",6","3",",6","","","0",",6","0",",6","0",",6","23",",6","0",",6","12","","2","","2.2",",6,30,","","","79.2",",,6,08,","31.7",",6,19,+","","","54.3",",6","200.7",",,,6","","","18.67",",6","24.31",",,,6","13.04",",,,6"
"USC00123886","1972-10","40.31667","-87.5","220.1","HEDRICK, IN US","","","0.0",",6","14",",6","6",",6","0",",6","","","0",",6","7",",6","0",",6","5",",6","0",",6","4","","1","","-4.4",",6,21,+","","","20.1",",,6,23,","25.0",",6,04,+","","","267.9",",6","59.1",",,,6","","","9.69",",6","15.19",",,,6","4.19",",,,6"
"USC00123886","1972-11","40.31667","-87.5","220.1","HEDRICK, IN US","","","0.0",",6","15",",6","8",",6","2",",6","","","0",",6","18",",6","0",",6","0",",6","0",",6","1","","","","-6.1",",6,30,+","","","30.5",",,6,02,","17.2",",6,02,","","","463.9",",6","99.1",",,,6","","","2.87",",6","5.80",",,,6","-0.06",",,,6"
"USC00123886","1972-12","40.31667","-87.5","220.1","HEDRICK, IN US","","","0.0","4,6","19",",6","8",",6","2",",6","","","4","2,6","28","2,6","14","2,6","0","2,6","0","2,6","7","","1","","-18.3","2,6,18,+","","","32.3",",,6,13,","12.8","2,6,03,","","","563.8","2,6","124.1",",,,6","","","-2.93","4,6","1.31","2,,,6","-7.17","2,,,6"
"USC00123886","1973-01","40.31667","-87.5","220.1","HEDRICK, IN US","0.0","6","0.0","2,6","6",",6","4",",6","0",",6","","","1","1,6","28","1,6","12","1,6","0","1,6","0","1,6","","","","","-17.8","1,6,10,","","","14.5",",,6,04,","12.8","1,6,19,","","","586.3","1,6","35.9",",,,6","","","-2.08","2,6","2.04","1,,,6","-6.20","1,,,6"
"USC00123886","1973-02","40.31667","-87.5","220.1","HEDRICK, IN US","0.0","6","0.0","2,6","9",",6","3",",6","0",",6","","","2","1,6","26","1,6","10","1,6","0","1,6","0","1,6","4","","","","-23.3","1,6,18,+","","","3.0",",,6,02,","12.2","1,6,05,","","","531.4","1,6","12.9",",,,6","","","-2.15","2,6","3.00","1,,,6","-7.30","1,,,6"
"USC00123886","1973-03","40.31667","-87.5","220.1","HEDRICK, IN US","0.0","6","0.0","4,6","","","","","","","","","0","2,6","9","2,6","0","2,6","1","2,6","0","2,6","2","","","","-4.4","2,6,22,","","","","","21.7","2,6,07,","","","284.6","2,6","","","","","7.97","4,6","13.49","2,,,6","2.45","2,,,6"
"USC00123886","1973-04","40.31667","-87.5","220.1","HEDRICK, IN US","2.2","6","2.2",",6","17",",6","9",",6","1",",6","","","0",",6","5",",6","0",",6","6",",6","0",",6","","","","","-5.0",",6,11,","","","26.9",",,6,22,","23.9",",6,21,+","","","248.8",",6","107.0",",,,6","","","10.12",",6","15.17",",,,6","5.06",",,,6"
"USC00123886","1973-05","40.31667","-87.5","220.1","HEDRICK, IN US","6.1","6","3.9",",6","13",",6","8",",6","0",",6","","","0",",6","2",",6","0",",6","12",",6","0",",6","","","","","-1.1",",6,04,","","","15.0",",,6,29,","26.1",",6,22,+","","","131.7",",6","68.2",",,,6","","","14.21",",6","20.23",",,,6","8.19",",,,6"
"USC00123886","1973-06","40.31667","-87.5","220.1","HEDRICK, IN US","116.6","6","110.5",",6","12",",6","8",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","3",",6","","","1","","10.6",",6,30,","","","31.8",",,6,17,","32.8",",6,12,+","","","3.6",",6","124.9",",,,6","","","21.90",",6","27.67",",,,6","16.12",",,,6"
"USC00123886","1973-07","40.31667","-87.5","220.1","HEDRICK, IN US","269.7","6","153.1",",6","10","3,6","8","3,6","2","3,6","","","0",",6","0",",6","0",",6","31",",6","3",",6","4","","3","","10.0",",6,12,","","","53.3","3,,6,21,","33.3",",6,14,","0.5","6","0.5",",6","180.5","3,,,6","","","23.25",",6","29.07",",,,6","17.44",",,,6"
"USC00123886","1973-08","40.31667","-87.5","220.1","HEDRICK, IN US","384.5","6","114.8","1,6","10",",6","6",",6","0",",6","","","0",",6","0",",6","0","1,6","30","1,6","0","1,6","17","","1","","11.1",",6,21,","","","19.6",",,6,14,","31.7","1,6,30,+","1.3","6","0.8","1,6","64.9",",,,6","","","22.19","1,6","27.62","1,,,6","16.75",",,,6"
