"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00348124","2009-02","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","0.8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","-8.3",",0,04,","0",",,0,28,+","0",",,0,28,+","8.1",",,0,09,","27.2",",0,26,","","","  12.2",",,,0,3,2","268.6",",0","  18.3",",,,0,3,2","   1.1",",,,0,3,2","   5.0",",,,0,3,2","   5.6",",,,0,3,2","  11.5",",,,0,3,2","18.5",",,,0","0",",,,0","8.77",",0","15.26",",,,0","2.28",",,,0"
"USC00348124","2009-03","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","12.3","1,0","8","2,0","4","2,0","0","2,0","0",",0","0",",0","0","1,0","6","1,0","0","1,0","11","1,0","0","1,0","-7.2","1,0,01,","0",",,0,31,+","0",",,0,31,+","24.4","2,,0,27,","28.3","1,0,18,+","","","  15.6","1,,,0,3,2","208.1","1,0","  22.2","1,,,0,3,2","   2.2","1,,,0,3,2","   6.7","1,,,0,3,2","   9.4","1,,,0,3,2","  15.3","1,,,0,3,2","59.0",",a,,0","0",",,,0","11.81","1,0","17.77","1,,,0","5.84","1,,,0"
"USC00348124","2009-04","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","31.1",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","1",",0","-2.8",",0,07,","0",",,0,30,+","0",",,0,30,+","40.9",",,0,12,","33.3",",0,22,","","","  19.4",",,,0,3,2","122.5",",0","  25.0",",,,0,3,2","   4.4",",,,0,3,2","  12.2",",,,0,3,2","  11.4",",,,0,3,2","  18.4",",,,0,3,2","113.7",",,,0","0",",,,0","15.29",",0","21.73",",,,0","8.85",",,,0"
"USC00348124","2009-05","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","64.8",",0","16",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","7.8",",0,17,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,15,","32.2",",0,31,","","","  21.7",",,,0,3,2","40.6",",0","  33.9",",,,0,3,2","  12.2",",,,0,3,2","  15.6",",,,0,3,2","  17.0",",,,0,3,2","  24.3",",,,0,3,2","91.7",",,,0","0",",,,0","19.11",",0","24.35",",,,0","13.87",",,,0"
"USC00348124","2009-06","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","256.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","11.7",",0,04,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,03,","38.3",",0,27,","","","  29.4",",,,0,3,2","0.0",",0","  40.0",",,,0,3,2","  17.2",",,,0,3,2","  26.1",",,,0,3,2","  25.3",",,,0,3,2","  35.1",",,,0,3,2","26.8",",,,0","0",",,,0","26.88",",0","32.58",",,,0","21.17",",,,0"
"USC00348124","2009-07","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","286.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","16.1",",0,23,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,04,","40.0",",0,12,","0.0","0","  30.0",",,,0,3,2","0.0",",0","  40.6",",,,0,3,2","  21.7",",,,0,3,2","  28.3",",,,0,3,2","  26.2",",,,0,3,2","  35.1",",,,0,3,2","117.4",",,,0","0",",,,0","27.58",",0","33.96",",,,0","21.20",",,,0"
"USC00348124","2009-08","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","241.9",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","11.1",",0,31,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,10,","36.7",",0,10,+","0.6","0","  28.3",",,,0,3,2","0.6",",0","  38.3",",,,0,3,2","  18.9",",,,0,3,2","  26.7",",,,0,3,2","  24.2",",,,0,3,2","  32.9",",,,0,3,2","90.7",",,,0","0",",,,0","26.12",",0","32.05",",,,0","20.19",",,,0"
"USC00348124","2009-09","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","","","10",",0","5",",0","2",",0","","","0","3,0","","","","","","","","","","","","","","","0","3,,0,30,+","30.0",",,0,12,","","","","","","","","","","","","","","","","","","","72.0",",,,0","0","3,,,0","","","","","",""
"USC00348124","2009-10","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","","","17",",0","10",",0","4",",0","","","0","4,0","","","","","","","","","","","","","","","0","4,,0,31,+","65.0",",,0,08,","","","","","  20.0",",,,0,3,2","","","  27.8",",,,0,3,2","   7.2",",,,0,3,2","  13.3",",,,0,3,2","  12.2",",,,0,3,2","  17.3",",,,0,3,2","215.9",",,,0","0","4,,,0","","","","","",""
"USC00348124","2009-11","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","2.8",",0","5","1,0","1","1,0","0","1,0","0","1,0","0","1,0","0",",0","3",",0","0",",0","10",",0","0",",0","-0.6",",0,30,+","0","1,,0,30,+","0","1,,0,30,+","3.8","1,,0,29,","25.6",",0,07,","","","  13.9",",,,0,3,2","167.6",",0","  20.0",",,,0,3,2","   4.4",",,,0,3,2","   8.3",",,,0,3,2","   9.6",",,,0,3,2","  15.2",",,,0,3,2","6.5","1,,,0","0","1,,,0","12.84",",0","18.34",",,,0","7.33",",,,0"
"USC00348124","2009-12","35.36472","-96.94806","328.0","SHAWNEE 3 NNW MESONET, OK US","","","0.0",",0","","","","","","","0","1,0","0","1,0","0",",0","24",",0","1",",0","0",",0","0",",0","-12.2",",0,10,","0","1,,0,31,+","0","1,,0,31,+","","","18.9",",0,13,","","","   7.8",",,,0,3,2","510.2",",0","  10.6",",,,0,3,2","   0.0",",,,0,3,2","   0.6",",,,0,3,2","   2.4",",,,0,3,2","   4.9",",,,0,3,2","","","0","1,,,0","1.87",",0","7.05",",,,0","-3.30",",,,0"
