"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094893","1996-11","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","0.0",",M","","","","","","","0",",M","27",",M","18",",M","0",",M","0",",M","","","","","","","-15.0",",M,26,","","","11.7",",M,06,","","","635.3",",M","","","-2.85",",M","1.00",",,,M","-6.69",",,,M","","","","","","","","","",""
"USW00094893","1996-12","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","0.0",",M","","","","","","","5",",M","31",",M","28",",M","0",",M","0",",M","","","","","","","-30.0",",M,27,","","","2.2",",M,13,","","","797.0",",M","","","-7.38",",M","-3.85",",,,M","-10.91",",,,M","","","","","","","","","",""
"USW00094893","1997-01","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","0.0","M","0.0","1,M","","","","","","","11","1,M","30","1,M","27","1,M","0","1,M","0","1,M","","","","","","","-30.6","1,M,26,","","","2.2","1,M,02,","","","890.6","1,M","","","-11.35","1,M","-6.63","1,,,M","-16.08","1,,,M","","","","","","","","","",""
"USW00094893","1997-02","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","0.0","M","0.0",",M","","","","","","","7",",M","28",",M","20",",M","0",",M","0",",M","","","","","","","-28.3",",M,13,","","","12.2",",M,18,","","","726.9",",M","","","-7.63",",M","-1.98",",,,M","-13.28",",,,M","","","","","","","","","",""
"USW00094893","1997-04","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","0.0",",M","","","","","","","0",",M","23",",M","2",",M","1",",M","0",",M","","","","","","","-13.9",",M,09,","","","21.7",",M,29,","","","461.7",",M","","","2.94",",M","10.40",",,,M","-4.52",",,,M","","","","","","","","","",""
"USW00094893","1997-05","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","0.0",",M","","","","","","","0",",M","15",",M","0",",M","2",",M","0",",M","","","","","","","-5.6",",M,04,","","","26.1",",M,31,","","","334.8",",M","","","7.53",",M","14.26",",,,M","0.80",",,,M","","","","","","","","","",""
"USW00094893","1997-06","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","33.3",",M","","","","","","","0",",M","0",",M","0",",M","26",",M","0",",M","","","","","","","2.2",",M,17,","","","31.7",",M,24,+","","","56.1",",M","","","17.58",",M","25.47",",,,M","9.68",",,,M","","","","","","","","","",""
"USW00094893","1997-07","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","48.3",",M","","","","","","","0",",M","0",",M","0",",M","27",",M","1",",M","","","","","","","2.8",",M,07,","","","32.2",",M,17,","52.8","M","52.8",",M","","","18.19",",M","25.12",",,,M","11.26",",,,M","","","","","","","","","",""
"USW00094893","1997-08","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","21.2",",M","","","","","","","0",",M","0",",M","0",",M","22",",M","0",",M","","","","","","","1.7",",M,14,","","","30.6",",M,02,","152.4","M","99.6",",M","","","15.80",",M","22.46",",,,M","9.15",",,,M","","","","","","","","","",""
"USW00094893","1997-11","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","","","","","0.0",",M","","","","","","","1",",M","28",",M","10",",M","0",",M","0",",M","","","","","","","-17.8",",M,24,","","","11.7",",M,01,","","","609.7",",M","","","-1.99",",M","2.04",",,,M","-6.02",",,,M","","","","","","","","","",""
