"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00063087","1940-05","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","5",",a","4",",a","0",",a","","","","","","","","","","","","","8.4",",,a,12,","","","","","21.1",",,,a","","","","","",""
"ASN00063087","1940-06","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","6",",a","3",",a","0",",a","","","","","","","","","","","","","11.4",",,a,18,","","","","","23.1",",,,a","","","","","",""
"ASN00063087","1940-07","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","4",",a","2",",a","0",",a","","","","","","","","","","","","","7.9",",,a,07,","","","","","14.3",",,,a","","","","","",""
"ASN00063087","1940-08","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","4",",a","1",",a","0",",a","","","","","","","","","","","","","5.8",",,a,12,","","","","","9.1",",,,a","","","","","",""
"ASN00063087","1940-09","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","7",",a","5",",a","1",",a","","","","","","","","","","","","","51.8",",,a,21,","","","","","97.5",",,,a","","","","","",""
"ASN00063087","1940-10","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","2",",a","1",",a","0",",a","","","","","","","","","","","","","18.3",",,a,31,","","","","","19.1",",,,a","","","","","",""
"ASN00063087","1940-11","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","9",",a","8",",a","1",",a","","","","","","","","","","","","","47.0",",,a,29,","","","","","108.9",",,,a","","","","","",""
"ASN00063087","1941-06","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","9",",a","8",",a","2",",a","","","","","","","","","","","","","33.5",",,a,01,","","","","","107.4",",,,a","","","","","",""
"ASN00063087","1941-07","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","11",",a","4",",a","0",",a","","","","","","","","","","","","","10.2",",,a,01,","","","","","39.9",",,,a","","","","","",""
"ASN00063087","1941-08","-33.8462","149.7396","1215.0","BLACK SPRINGS FORESTRY, AS","","","8",",a","3",",a","0",",a","","","","","","","","","","","","","12.7",",,a,23,","","","","","32.6",",,,a","","","","","",""
