"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00427747","1987-10","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","","","","","3","3,0","3","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","11.4","3,,0,13,","","","","","","","","","20.8",",a,,0","0",",,,0","","","","","","","",""
"USC00427747","1987-11","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","","","0.0","2,0","4","2,0","2","2,0","0","2,0","1",",0","0","1,0","0","2,0","20","2,0","2","2,0","0","2,0","0","2,0","7","","-12.2","2,0,17,","25",",,0,25,","0","1,,0,30,+","13.5","2,,0,05,","17.2","2,0,01,","","","","","450.5","2,0","25.9",",a,,0","0","1,,,0","2.24","2,0","7.98","2,,,0","-3.49","2,,,0","",""
"USC00427747","1987-12","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","","","0.0","2,0","5",",0","1",",0","0",",0","9","1,0","3",",0","7","2,0","27","2,0","11","2,0","0","2,0","0","2,0","","","-29.4","2,0,25,","178","1,,0,30,","102",",,0,30,","2.8",",,0,30,","15.6","2,0,04,+","","","","","660.4","2,0","9.2",",,,0","178",",,,0","-4.44","2,0","2.36","2,,,0","-11.24","2,,,0","",""
"USC00427747","1988-01","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","0.0","0","0.0","2,0","3","3,0","2","3,0","0","3,0","29","2,0","4","2,0","14","2,0","29","2,0","19","2,0","0","2,0","0","2,0","","","-32.8","2,0,19,","406","2,,0,19,","356","2,,0,19,","3.8","3,,0,05,","10.6","2,0,29,","","","","","795.8","2,0","20.1",",a,,0","470","2,,,0","-9.11","2,0","-0.30","2,,,0","-17.92","2,,,0","",""
"USC00427747","1988-02","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","21",",0","2",",0","4",",0","29",",0","8",",0","0",",0","0",",0","1","","-22.8",",0,04,","76",",,0,08,+","25",",,0,02,+","3.0",",,0,26,","16.7",",0,29,","","","","","623.2",",0","4.1",",,,0","50",",,,0","-3.16",",0","3.97",",,,0","-10.28",",,,0","",""
"USC00427747","1988-03","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","0.0","0","0.0","1,0","5",",0","3",",0","0",",0","4",",0","3",",0","0",",0","29",",0","0","1,0","3","1,0","0","1,0","","","-12.8",",0,27,","203",",,0,15,","203",",,0,15,","6.6",",,0,27,+","22.8","1,0,22,","","","","","439.0","1,0","19.1",",,,0","279",",,,0","3.59","1,0","11.33","1,,,0","-4.15",",,,0","",""
"USC00427747","1988-04","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","0.3","0","0.3",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","10",",0","0",",0","","","-10.0",",0,02,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,18,","27.2",",0,07,","","","","","250.1",",0","25.9",",,,0","0",",,,0","10.01",",0","18.75",",,,0","1.26",",,,0","",""
"USC00427747","1988-05","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","19.8","0","19.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","19",",0","1",",0","","","-3.9",",0,06,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,29,","32.2",",0,15,","","","","","152.3",",0","16.0",",,,0","0",",,,0","14.05",",0","23.10",",,,0","5.00",",,,0","",""
"USC00427747","1988-06","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","151.9","0","132.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","16",",0","","","0.0",",0,13,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,21,","38.3",",0,28,","","","","","8.3",",0","10.9",",,,0","0",",,,0","22.46",",0","32.21",",,,0","12.71",",,,0","",""
"USC00427747","1988-07","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","397.6","0","245.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","9.4",",0,24,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,03,","38.9",",0,22,+","","","0.0","0","0.0",",0","7.4",",,,0","0",",,,0","26.26",",0","36.40",",,,0","16.12",",,,0","",""
