"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00291153","1987-08","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","","","","","6",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","12.7",",,0,09,","","","","","","","","","","","","","26.8",",,,0","0",",,,0","","","","","","","",""
"USC00291153","1987-09","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","8.5",",a,,0","0",",,,0","","","","","","","",""
"USC00291153","1987-10","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","","","","","2","1,0","2","1,0","0","1,0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","7.4","1,,0,15,","","","","","","","","","","","","","13.0","1,,,0","0",",,,0","","","","","","","",""
"USC00291153","1987-11","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","","","","","0.0",",,,0","0",",,,0","","","","","","","",""
"USC00291153","1987-12","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","","","0.0","2,0","5","1,0","5","1,0","1","1,0","","","2",",0","0",",0","23",",0","4","2,0","10","2,0","0","2,0","-16.1",",0,16,","","","254",",,0,13,","25.4","1,,0,13,","28.3","2,0,11,","","","","","424.1","2,0","","","","","57.4","1,,,0","381",",,,0","3.98","2,0","12.50","2,,,0","-4.54",",,,0","",""
"USC00291153","1988-01","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","3",",0","0",",0","-11.7",",0,05,","0",",T,0,08,+","0",",T,0,08,+","1.3",",,0,06,","21.7",",0,29,+","","","","","454.7",",0","","","","","1.3",",,,0","0",",T,,0","3.66",",0","12.10",",,,0","-4.77",",,,0","",""
"USC00291153","1988-02","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","1",",0","0",",0","18",",0","0",",0","12",",0","0",",0","-8.3",",0,11,","","","117",",,0,05,","9.7",",,0,05,","27.8",",0,28,+","","","","","296.1",",0","","","","","9.7",",,,0","117",",,,0","8.12",",0","17.49",",,,0","-1.24",",,,0","",""
"USC00291153","1988-03","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","1.4","0","1.4","2,0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0","2,0","20","2,0","1","2,0","-7.2",",0,14,","0",",,0,31,+","0",",T,0,03,","0.3",",,0,08,","32.8","2,0,24,","","","","","178.8","2,0","","","","","0.3",",,,0","0",",T,,0","12.20","2,0","22.88","2,,,0","1.53",",,,0","",""
"USC00291153","1988-04","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","11.4","0","10.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","1",",0","0.0",",0,02,","0",",,0,30,+","0",",,0,30,+","8.9",",,0,28,","32.2",",0,08,","","","","","74.2",",0","","","","","14.9",",,,0","0",",,,0","16.20",",0","26.04",",,,0","6.35",",,,0","",""
"USC00291153","1988-05","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","127.6","0","116.2","2,0","4","2,0","2","2,0","0","2,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","14","2,0","5.6","2,0,04,","0",",,0,31,+","0",",,0,31,+","7.9","2,,0,18,","39.4","2,0,15,","","","","","6.4","2,0","","","","","13.2","2,,,0","0",",,,0","22.12","2,0","31.15","2,,,0","13.09","2,,,0","",""
