"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00133050","1922-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","9",",E","0",",E","21",",","4",",","24",",E","-20.7",",E,05,","650",",,E,01,","11.7",",,E,17,","53.8",",,,E","-9.75",",,,E"
"NOE00133050","1922-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","4",",E","0",",E","15",",","0",",","27",",E","-9.9",",E,11,","180",",,E,01,","9.0",",,E,07,+","28.0",",,,E","-3.94",",,,E"
"NOE00133050","1922-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","13",",E","2",",E","0",",","0",",","17",",E","-9.2",",E,03,","20",",,E,24,+","27.0",",,E,28,","163.9",",,,E","-1.82",",,,E"
"NOE00133050","1922-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","13",",E","10",",E","0",",E","0",",","0",",","2",",E","-1.5",",E,14,","0",",,E,31,+","8.3",",,E,16,","50.1",",,,E","4.04",",,,E"
"NOE00133050","1922-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","","","","","","","0",",","0",",","0",",E","2.4",",E,02,","0",",,E,30,+","","","","","7.58",",,,E"
"NOE00133050","1922-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","","","","","","","0",",","0",",","0",",E","4.9",",E,08,","0",",,E,31,+","","","","","10.29",",,,E"
"NOE00133050","1922-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","","","","","","","0",",","0",",","0",",E","5.1",",E,26,","0",",,E,31,+","","","","","8.33",",,,E"
"NOE00133050","1922-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","","","","","","","0",",","0",",","0",",E","0.3",",E,28,+","0",",,E,30,+","","","","","5.74",",,,E"
"NOE00133050","1922-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","2","1,E","1","1,E","0","1,E","0",",","0",",","13",",E","-7.7",",E,29,","0",",,E,31,+","9.8","1,,E,01,","11.5","1,,,E","-0.06",",,,E"
"NOE00133050","1922-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","13",",E","1",",E","13",",","0",",","15",",E","-7.7",",E,19,","200",",,E,21,","29.4",",,E,21,","177.8",",,,E","-1.14",",,,E"
"NOE00133050","1923-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","13",",E","0",",E","19",",","0",",","20",",E","-8.5",",E,01,","100",",,E,02,","20.2",",,E,02,","115.0",",,,E","-2.23",",,,E"
"NOE00133050","1923-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","3",",E","0",",E","20",",","2",",","26",",E","-19.0",",E,21,","140",",,E,28,","8.5",",,E,10,","21.1",",,,E","-7.81",",,,E"
"NOE00133050","1923-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","7",",E","2",",E","0",",E","1",",","0",",","26",",E","-8.7",",E,01,","140",",,E,01,","14.3",",,E,24,","35.6",",,,E","-3.12",",,,E"
"NOE00133050","1923-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","4",",E","0",",E","0",",","0",",","23",",E","-7.6",",E,02,","0",",,E,30,+","15.2",",,E,30,+","44.3",",,,E","-1.39",",,,E"
"NOE00133050","1923-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","10",",E","3",",E","0",",","0",",","4",",E","-2.6",",E,11,+","0",",,E,31,+","56.0",",,E,11,","191.2",",,,E","2.07",",,,E"
"NOE00133050","1923-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","5",",E","0",",E","0",",","0",",","0",",E","1.6",",E,05,","0",",,E,30,+","7.8",",,E,14,","28.3",",,,E","5.56",",,,E"
"NOE00133050","1923-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","","","","","","","0",",","0",",","0",",E","5.8",",E,03,","0",",,E,31,+","","","","","10.81",",,,E"
"NOE00133050","1923-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","","","","","","","0",",","0",",","0",",E","5.2",",E,16,","0",",,E,31,+","","","","","8.83",",,,E"
"NOE00133050","1923-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","","","","","","","0",",","0",",","0",",E","3.2",",E,29,+","0",",,E,30,+","","","","","5.85",",,,E"
"NOE00133050","1923-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","17",",E","2",",E","0",",","0",",","3",",E","-1.6",",E,17,","0",",,E,31,+","39.0",",,E,09,","233.5",",,,E","2.71",",,,E"
"NOE00133050","1923-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","15",",E","4",",E","12",",","0",",","18",",E","-13.0",",E,28,+","80",",,E,30,","30.6",",,E,17,","197.2",",,,E","-3.05",",,,E"
"NOE00133050","1923-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","6",",E","0",",E","31",",","3",",","28",",E","-19.0",",E,26,","180",",,E,31,+","11.3",",,E,08,","47.7",",,,E","-7.55",",,,E"
"NOE00133050","1924-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","9",",E","0",",E","31",",","0",",","26",",E","-17.2",",E,03,+","300",",,E,11,","24.6",",,E,12,","101.8",",,,E","-7.17",",,,E"
"NOE00133050","1924-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","3",",E","0",",E","29",",","2",",","26",",E","-19.2",",E,29,","220",",,E,29,+","16.8",",,E,29,","41.6",",,,E","-7.94",",,,E"
"NOE00133050","1924-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","6",",E","0",",E","31",",","1",",","29",",E","-18.7",",E,21,","950",",,E,03,","7.7",",,E,22,","37.2",",,,E","-10.88",",,,E"
"NOE00133050","1924-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","7",",E","6",",E","0",",E","30",",","0",",","23",",E","-9.4",",E,02,","400",",,E,01,","7.6",",,E,14,","27.9",",,,E","-3.07",",,,E"
"NOE00133050","1924-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","8",",E","0",",E","2",",","0",",","7",",E","-2.6",",E,07,","50",",,E,01,","21.4",",,E,07,","69.7",",,,E","2.48",",,,E"
"NOE00133050","1924-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","9",",E","1",",E","0",",","0",",","0",",E","2.8",",E,07,","0",",,E,30,+","38.8",",,E,01,","87.5",",,,E","7.68",",,,E"
"NOE00133050","1924-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","12",",E","0",",E","0",",","0",",","0",",E","3.4",",E,02,","0",",,E,31,+","17.8",",,E,30,","128.1",",,,E","9.47",",,,E"
"NOE00133050","1924-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","23",",E","17",",E","4",",E","0",",","0",",","0",",E","4.2",",E,26,+","0",",,E,31,+","41.5",",,E,19,","246.3",",,,E","9.15",",,,E"
"NOE00133050","1924-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","15",",E","1",",E","0",",","0",",","0",",E","0.1",",E,28,+","0",",,E,30,+","32.1",",,E,08,","217.6",",,,E","6.53",",,,E"
"NOE00133050","1924-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","14",",E","1",",E","0",",","0",",","6",",E","-3.8",",E,25,","0",",,E,31,+","27.5",",,E,30,","175.5",",,,E","3.40",",,,E"
"NOE00133050","1924-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","8",",E","0",",E","0",",","0",",","13",",E","-4.7",",E,21,+","0",",,E,30,+","20.8",",,E,30,","70.5",",,,E","0.61",",,,E"
"NOE00133050","1924-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","17",",E","3",",E","8",",","0",",","15",",E","-7.1",",E,05,","200",",,E,06,","51.7",",,E,27,","268.7",",,,E","0.23",",,,E"
"NOE00133050","1925-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","9",",E","2",",E","8",",","0",",","21",",E","-10.3",",E,28,","120",",,E,30,","33.9",",,E,01,","128.8",",,,E","-2.17",",,,E"
"NOE00133050","1925-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","23",",E","20",",E","0",",E","19",",","0",",","22",",E","-11.9",",E,21,","200",",,E,28,+","22.9",",,E,11,","255.1",",,,E","-3.65",",,,E"
"NOE00133050","1925-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","5",",E","0",",E","31",",","0",",","29",",E","-15.7",",E,13,","240",",,E,01,","16.4",",,E,24,","44.0",",,,E","-7.10",",,,E"
"NOE00133050","1925-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","9",",E","0",",E","7",",","0",",","22",",E","-7.5",",E,04,","200",",,E,01,","24.5",",,E,22,","91.1",",,,E","-1.35",",,,E"
"NOE00133050","1925-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","12",",E","2",",E","0",",","0",",","3",",E","-3.4",",E,04,","0",",,E,31,+","31.2",",,E,28,","167.9",",,,E","3.82",",,,E"
"NOE00133050","1925-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","7",",E","4",",E","0",",E","0",",","0",",","0",",E","1.2",",E,04,","0",",,E,30,+","14.8",",,E,21,","28.9",",,,E","8.13",",,,E"
"NOE00133050","1925-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","5",",E","1",",E","0",",","0",",","0",",E","6.5",",E,30,","0",",,E,31,+","45.7",",,E,26,","74.7",",,,E","10.99",",,,E"
"NOE00133050","1925-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","13",",E","0",",E","0",",","0",",","0",",E","6.1",",E,21,","0",",,E,31,+","15.8",",,E,13,","119.4",",,,E","9.25",",,,E"
"NOE00133050","1925-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","8",",E","2",",E","0",",","0",",","1",",E","-1.0",",E,14,","0",",,E,30,+","37.3",",,E,20,","125.9",",,,E","4.86",",,,E"
"NOE00133050","1925-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","12",",E","3",",E","3",",","0",",","13",",E","-10.9",",E,20,","70",",,E,18,","27.3",",,E,23,","178.8",",,,E","0.05",",,,E"
"NOE00133050","1925-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","5",",E","0",",E","4",",","0",",","24",",E","-13.0",",E,28,+","100",",,E,29,","11.0",",,E,02,","33.1",",,,E","-5.22",",,,E"
"NOE00133050","1925-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","9",",E","0",",E","31",",","5",",","31",",E","-20.1",",E,20,","300",",,E,29,","20.9",",,E,08,","90.1",",,,E","-10.36",",,,E"
"NOE00133050","1926-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","12",",E","0",",E","31",",","0",",","31",",E","-12.9",",E,22,","620",",,E,24,","18.7",",,E,23,","92.6",",,,E","-5.09",",,,E"
"NOE00133050","1926-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","12",",E","0",",E","28",",","3",",","26",",E","-22.7",",E,13,","800",",,E,16,","22.5",",,E,27,","90.9",",,,E","-7.76",",,,E"
"NOE00133050","1926-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","13",",E","8",",E","0",",E","31",",","0",",","29",",E","-9.8",",E,11,","640",",,E,01,","10.8",",,E,29,","54.6",",,,E","-4.51",",,,E"
"NOE00133050","1926-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","13",",E","7",",E","0",",E","13",",","0",",","11",",E","-2.4",",E,03,","390",",,E,01,","20.6",",,E,20,","90.3",",,,E","0.97",",,,E"
"NOE00133050","1926-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","9",",E","1",",E","2",",","0",",","7",",E","-1.2",",E,15,","170",",,E,08,","25.4",",,E,28,","119.0",",,,E","3.24",",,,E"
"NOE00133050","1926-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","8",",E","0",",E","0",",","0",",","0",",E","3.7",",E,28,","0",",,E,30,+","23.0",",,E,09,","97.1",",,,E","8.71",",,,E"
"NOE00133050","1926-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","6",",E","0",",E","0",",","0",",","0",",E","5.2",",E,24,","0",",,E,31,+","25.0",",,E,19,","85.8",",,,E","10.37",",,,E"
"NOE00133050","1926-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","11",",E","0",",E","0",",","0",",","0",",E","1.8",",E,30,","0",",,E,31,+","25.2",",,E,11,","127.5",",,,E","8.77",",,,E"
"NOE00133050","1926-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","3",",E","0",",","0",",","3",",E","-1.7",",E,15,","0",",,E,30,+","58.1",",,E,28,","218.5",",,,E","5.23",",,,E"
"NOE00133050","1926-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","8",",E","0",",E","9",",","0",",","19",",E","-9.9",",E,31,","180",",,E,24,","13.1",",,E,09,","64.2",",,,E","-1.45",",,,E"
"NOE00133050","1926-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","23",",E","21",",E","3",",E","5",",","0",",","16",",E","-8.1",",E,02,","90",",,E,04,","46.8",",,E,05,","325.9",",,,E","0.02",",,,E"
"NOE00133050","1926-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","8",",E","0",",E","19",",","0",",","29",",E","-15.0",",E,23,","300",",,E,26,+","18.9",",,E,03,","65.1",",,,E","-6.64",",,,E"
"NOE00133050","1927-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","25",",E","21",",E","2",",E","30",",","0",",","24",",E","-12.8",",E,07,","490",",,E,25,","30.8",",,E,25,","268.6",",,,E","-2.40",",,,E"
"NOE00133050","1927-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","9",",E","0",",E","28",",","0",",","26",",E","-13.2",",E,08,","500",",,E,21,","17.7",",,E,22,","73.3",",,,E","-5.16",",,,E"
"NOE00133050","1927-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","11",",E","1",",E","31",",","0",",","27",",E","-9.2",",E,16,","770",",,E,28,","32.9",",,E,31,","138.1",",,,E","-2.09",",,,E"
"NOE00133050","1927-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","7",",E","0",",E","17",",","0",",","28",",E","-6.5",",E,30,","480",",,E,01,","10.9",",,E,22,","46.1",",,,E","-2.23",",,,E"
"NOE00133050","1927-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","8",",E","0",",E","0",",","0",",","11",",E","-6.9",",E,02,","0",",,E,31,+","20.4",",,E,16,","72.1",",,,E","0.77",",,,E"
"NOE00133050","1927-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","14",",E","1",",E","0",",","0",",","2",",E","-1.9",",E,12,","0",",,E,30,+","39.2",",,E,26,","155.3",",,,E","4.92",",,,E"
"NOE00133050","1927-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","9",",E","0",",E","0",",","0",",","0",",E","8.3",",E,26,+","0",",,E,31,+","23.5",",,E,31,","124.2",",,,E","11.65",",,,E"
"NOE00133050","1927-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","13",",E","2",",E","0",",","0",",","0",",E","3.1",",E,30,","0",",,E,31,+","31.2",",,E,22,","174.8",",,,E","9.46",",,,E"
"NOE00133050","1927-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","14",",E","2",",E","0",",","0",",","1",",E","-0.5",",E,21,","0",",,E,30,+","35.5",",,E,24,","209.8",",,,E","5.99",",,,E"
"NOE00133050","1927-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","12",",E","1",",E","1",",","0",",","12",",E","-6.0",",E,23,+","40",",,E,19,","26.3",",,E,02,","141.6",",,,E","1.05",",,,E"
"NOE00133050","1927-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","7",",E","0",",E","21",",","0",",","25",",E","-16.0",",E,13,","200",",,E,14,+","9.6",",,E,09,","52.7",",,,E","-3.95",",,,E"
"NOE00133050","1927-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","3",",E","1",",E","0",",E","31",",","1",",","31",",E","-19.0",",E,19,","170",",,E,23,","6.8",",,E,22,","8.8",",,,E","-9.52",",,,E"
"NOE00133050","1928-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","29",",E","21",",E","1",",E","31",",","0",",","31",",E","-15.5",",E,21,","880",",,E,31,","25.4",",,E,10,","215.7",",,,E","-5.98",",,,E"
"NOE00133050","1928-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","13",",E","1",",E","29",",","0",",","26",",E","-13.8",",E,13,","1100",",,E,06,","25.7",",,E,02,","174.1",",,,E","-6.04",",,,E"
"NOE00133050","1928-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","0",",E","31",",","0",",","27",",E","-15.9",",E,16,","1030",",,E,23,+","12.4",",,E,30,","74.0",",,,E","-6.69",",,,E"
"NOE00133050","1928-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","3",",E","1",",E","28",",","0",",","23",",E","-8.1",",E,17,+","900",",,E,04,+","26.7",",,E,03,","37.2",",,,E","-2.58",",,,E"
"NOE00133050","1928-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","3",",E","0",",E","0",",","0",",","8",",E","-5.6",",E,11,","0",",,E,31,+","6.9",",,E,14,","26.0",",,,E","2.30",",,,E"
"NOE00133050","1928-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","6",",E","0",",E","0",",","0",",","3",",E","-1.6",",E,13,","0",",,E,30,+","20.4",",,E,29,","71.0",",,,E","3.98",",,,E"
"NOE00133050","1928-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","5",",E","0",",E","0",",","0",",","0",",E","2.2",",E,30,","0",",,E,31,+","8.8",",,E,30,","38.0",",,,E","7.67",",,,E"
"NOE00133050","1928-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","10",",E","1",",E","0",",","0",",","0",",E","3.9",",E,30,","0",",,E,31,+","43.7",",,E,14,","141.1",",,,E","7.72",",,,E"
"NOE00133050","1928-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","7",",E","0",",E","0",",","0",",","3",",E","-5.7",",E,29,","10",",,E,28,","13.8",",,E,17,","63.2",",,,E","4.26",",,,E"
"NOE00133050","1928-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","16",",E","2",",E","0",",","0",",","14",",E","-7.5",",E,12,","0",",,E,31,+","32.2",",,E,18,","208.5",",,,E","1.16",",,,E"
"NOE00133050","1928-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","14",",E","4",",E","0",",","0",",","17",",E","-10.0",",E,07,","20",",,E,12,+","46.6",",,E,23,","211.0",",,,E","-0.81",",,,E"
"NOE00133050","1928-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","10",",E","1",",E","25",",","0",",","31",",E","-17.6",",E,16,","230",",,E,22,+","30.1",",,E,24,","102.3",",,,E","-5.47",",,,E"
"NOE00133050","1929-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","3",",E","0",",E","31",",","1",",","31",",E","-18.9",",E,17,","280",",,E,31,","11.1",",,E,30,","32.5",",,,E","-9.69",",,,E"
"NOE00133050","1929-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","3",",E","0",",E","28",",","5",",","28",",E","-21.6",",E,13,","400",",,E,21,+","7.2",",,E,09,","19.8",",,,E","-13.24",",,,E"
