"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093013","1996-07","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","","","166.3",",M","","","","","","","0",",M","0",",M","0",",M","31",",M","22",",M","","","","","","","11.1",",M,19,","","","36.1",",M,04,","0.0","M","0.0",",M","","","23.70",",M","32.81",",,,M","14.59",",,,M","","","","","","","","","",""
"USW00093013","1996-08","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","","","112.9","2,M","","","","","","","0","2,M","0","2,M","0","2,M","29","2,M","8","2,M","","","","","","","10.0","2,M,31,+","","","36.1","2,M,13,","0.0","M","0.0","2,M","","","22.23","2,M","31.32","2,,,M","13.13","2,,,M","","","","","","","","","",""
"USW00093013","1996-09","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","","","21.4",",M","","","","","","","0",",M","3",",M","0",",M","21",",M","3",",M","","","","","","","-1.7",",M,27,","","","33.3",",M,01,","113.2","M","113.2",",M","","","15.27",",M","23.10",",,,M","7.44",",,,M","","","","","","","","","",""
"USW00093013","1996-10","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","13",",M","0",",M","13",",M","0",",M","","","","","","","-6.7",",M,22,","","","28.3",",M,11,","383.5","M","270.3",",M","","","9.61",",M","17.40",",,,M","1.83",",,,M","","","","","","","","","",""
"USW00093013","1996-11","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","25",",M","0",",M","0",",M","0",",M","","","","","","","-9.4",",M,16,","","","17.2",",M,20,+","832.2","M","448.7",",M","","","3.38",",M","9.51",",,,M","-2.76",",,,M","","","","","","","","","",""
"USW00093013","1996-12","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","29",",M","5",",M","0",",M","0",",M","","","","","","","-17.2",",M,18,","","","12.8",",M,10,","1436.3","M","604.1",",M","","","-1.15",",M","4.79",",,,M","-7.10",",,,M","","","","","","","","","",""
"USW00093013","1997-01","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","1",",M","30",",M","6",",M","0",",M","0",",M","","","","","","","-18.9",",M,07,","","","13.9",",M,03,","2046.8","M","610.5",",M","","","-1.36",",M","3.86",",,,M","-6.58",",,,M","","","","","","","","","",""
"USW00093013","1997-02","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","0",",M","28",",M","3",",M","0",",M","0",",M","","","","","","","-10.0",",M,14,+","","","13.9",",M,17,","2557.9","M","511.1",",M","","","0.08",",M","5.36",",,,M","-5.20",",,,M","","","","","","","","","",""
"USW00093013","1997-03","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","0",",M","25",",M","0",",M","4",",M","0",",M","","","","","","","-13.3",",M,05,","","","23.3",",M,20,","2937.4","M","379.5",",M","","","6.09",",M","15.14",",,,M","-2.96",",,,M","","","","","","","","","",""
"USW00093013","1997-04","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","0",",M","15",",M","0",",M","4",",M","0",",M","","","","","","","-8.3",",M,13,","","","23.3",",M,19,","3283.5","M","346.1",",M","","","6.80",",M","13.72",",,,M","-0.13",",,,M","","","","","","","","","",""
"USW00093013","1997-05","38.50583","-107.89889","1743.5","MONTROSE REGIONAL AIRPORT, CO US","","","3.7","M","3.7",",M","","","","","","","0",",M","2",",M","0",",M","23",",M","0",",M","","","","","","","-3.3",",M,02,","","","31.1",",M,31,","3401.6","M","118.1",",M","","","14.64",",M","23.14",",,,M","6.15",",,,M","","","","","","","","","",""
