"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093005","1996-07","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","","","82.5","3,M","","","","","","","0","3,M","0","3,M","0","3,M","28","3,M","10","3,M","","","","","","","7.8","3,M,21,","","","33.9","3,M,31,+","0.3","M","0.3","3,M","","","21.27","3,M","30.72","3,,,M","11.82","3,,,M","","","","","","","","","",""
"USW00093005","1996-08","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","","","55.1","1,M","","","","","","","0","1,M","0","1,M","0","1,M","30","1,M","5","1,M","","","","","","","5.0","1,M,05,","","","33.9","1,M,13,+","4.2","M","3.9","1,M","","","20.04","1,M","29.32","1,,,M","10.76","1,,,M","","","","","","","","","",""
"USW00093005","1996-09","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","","","1.1","1,M","","","","","","","0","1,M","4","1,M","0","1,M","18","1,M","0","1,M","","","","","","","-2.2","1,M,28,","","","30.0","1,M,04,","145.2","M","141.0","1,M","","","13.51","1,M","22.14","1,,,M","4.88","1,,,M","","","","","","","","","",""
"USW00093005","1996-10","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","17",",M","0",",M","10",",M","0",",M","","","","","","","-12.2",",M,22,","","","25.6",",M,11,+","477.8","M","332.6",",M","","","7.60",",M","16.04",",,,M","-0.83",",,,M","","","","","","","","","",""
"USW00093005","1996-11","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","29",",M","2",",M","0",",M","0",",M","","","","","","","-9.4",",M,30,","","","16.1",",M,12,","970.4","M","492.6",",M","","","1.91",",M","8.77",",,,M","-4.94",",,,M","","","","","","","","","",""
"USW00093005","1996-12","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","","","0.0","4,M","","","","","","","3",",M","31",",M","8","4,M","0","4,M","0","4,M","","","","","","","-19.4",",M,24,","","","15.0","4,M,27,","1547.7","M","577.3","4,M","","","-2.89","4,M","4.32","4,,,M","-10.09",",,,M","","","","","","","","","",""
"USW00093005","1997-01","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","0.0","M","0.0","1,M","","","","","","","6",",M","31",",M","15","1,M","0","1,M","0","1,M","","","","","","","-25.0",",M,17,","","","20.6","1,M,01,","2267.0","M","719.3","1,M","","","-5.48","1,M","1.02","1,,,M","-11.99",",,,M","","","","","","","","","",""
"USW00093005","1997-02","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","0.0","M","0.0","1,M","","","","","","","1","1,M","27","1,M","4","1,M","0","1,M","0","1,M","","","","","","","-18.3","1,M,06,","","","10.0","1,M,18,","2863.4","M","596.4","1,M","","","-3.76","1,M","3.94","1,,,M","-11.45","1,,,M","","","","","","","","","",""
"USW00093005","1997-03","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","0.0","M","0.0","3,M","","","","","","","4","3,M","27","3,M","1","3,M","0","3,M","0","3,M","","","","","","","-22.2","3,M,05,+","","","20.0","3,M,22,","3316.4","M","453.0","3,M","","","2.16","3,M","12.13","3,,,M","-7.81","3,,,M","","","","","","","","","",""
"USW00093005","1997-04","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","0",",M","24",",M","1",",M","0",",M","0",",M","","","","","","","-10.0",",M,06,","","","20.6",",M,20,+","3709.4","M","393.0",",M","","","5.23",",M","13.06",",,,M","-2.59",",,,M","","","","","","","","","",""
"USW00093005","1997-05","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","0.0","M","0.0","1,M","","","","","","","0","1,M","4","1,M","0","1,M","18","1,M","0","1,M","","","","","","","-5.0","1,M,03,","","","27.8","1,M,31,","3891.5","M","182.1","1,M","","","12.26","1,M","21.17","1,,,M","3.35","1,,,M","","","","","","","","","",""
"USW00093005","1997-06","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","0.8","M","0.8","1,M","","","","","","","0","1,M","0","1,M","0","1,M","25","1,M","0","1,M","","","","","","","2.2","1,M,21,+","","","30.0","1,M,30,+","3975.5","M","84.0","1,M","","","15.47","1,M","25.55","1,,,M","5.38","1,,,M","","","","","","","","","",""
"USW00093005","1997-07","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","29.6","M","28.8","1,M","","","","","","","0","1,M","0","1,M","0","1,M","28","1,M","2","1,M","","","","","","","0.6","1,M,02,","","","33.3","1,M,15,","22.0","M","22.0","1,M","","","18.56","1,M","28.16","1,,,M","8.96","1,,,M","","","","","","","","","",""
"USW00093005","1997-08","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","54.0","M","24.4",",M","","","","","","","0",",M","0",",M","0",",M","31",",M","0",",M","","","","","","","5.6",",M,15,","","","29.4",",M,21,","34.5","M","12.5",",M","","","18.72",",M","26.90",",,,M","10.54",",,,M","","","","","","","","","",""
"USW00093005","1997-09","37.14306","-107.76028","2033.0","DURANGO LA PLATA CO AIRPORT, CO US","","","58.8","M","4.8",",M","","","","","","","0",",M","0",",M","0",",M","27",",M","0",",M","","","","","","","2.2",",M,30,","","","30.0",",M,08,","100.6","M","66.1",",M","","","16.29",",M","24.71",",,,M","7.86",",,,M","","","","","","","","","",""
