"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00121303","1998-12","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","","","0.0","2,0","7",",0","6",",0","0",",0","1","1,0","1",",0","0","2,0","21","2,0","4",",0","2",",0","0",",0","","","","","-14.4","2,0,23,+","51","1,,0,31,","51",",,0,31,","16.0",",,0,22,","22.8",",0,07,","","","","","449.7",",0","","","","","38.6",",,,0","51",",,,0","2.70","2,0","7.76",",,,0","-2.36","2,,,0","",""
"USC00121303","1999-01","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","0.0","0","0.0",",0","14",",0","10",",0","1",",0","","","5","2,0","5",",0","25",",0","11",",0","0",",0","0",",0","","","","","-22.8",",0,06,","","","229","2,,0,02,","25.7",",,0,22,","16.7",",0,28,","","","","","664.9",",0","","","","","110.5",",,,0","445","2,,,0","-3.11",",0","1.99",",,,0","-8.22",",,,0","",""
"USC00121303","1999-02","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","0.0","0","0.0",",0","11",",0","6",",0","1",",0","2","3,0","2",",0","0",",0","24",",0","3",",0","1",",0","0",",0","","","","","-10.0",",0,13,","25","3,,0,25,+","25",",,0,25,+","29.0",",,0,07,","23.9",",0,12,","","","","","470.5",",0","","","","","88.4",",,,0","50",",,,0","1.53",",0","6.59",",,,0","-3.53",",,,0","",""
"USC00121303","1999-03","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","5","5,0","1",",0","0",",0","25",",0","3",",0","1",",0","0",",0","","","","","-11.1",",0,11,","152","5,,0,09,","152",",,0,09,","18.3",",,0,06,","21.1",",0,18,","","","","","497.9",",0","","","","","39.5",",,,0","165",",,,0","2.27",",0","7.70",",,,0","-3.16",",,,0","",""
"USC00121303","1999-04","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","2.2","0","2.2","1,0","15",",0","11",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","7",",0","0",",0","","","","","1.7","1,0,25,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,09,","25.0",",0,23,+","","","","","172.9",",0","","","","","115.6",",,,0","0",",,,0","12.46","1,0","17.90",",,,0","7.01","1,,,0","",""
"USC00121303","1999-05","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","44.2","0","42.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","4.4",",0,28,+","0",",,0,31,+","0",",,0,31,+","24.9",",,0,18,","30.0",",0,31,+","","","","","63.5",",0","","","","","63.6",",,,0","0",",,,0","17.64",",0","24.09",",,,0","11.18",",,,0","",""
"USC00121303","1999-06","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","178.1","0","133.9",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","","","7.8",",0,18,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,02,","34.4",",0,10,","","","","","13.0",",0","","","","","102.9",",,,0","0",",,,0","22.36",",0","28.20",",,,0","16.52",",,,0","1412",",,,0"
"USC00121303","1999-07","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","412.8","0","234.7","1,0","7",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","18",",0","","","","","12.8","1,0,12,+","0",",,0,31,+","0",",,0,31,+","42.7",",,0,21,","38.9",",0,31,","171.8","5,,,0","0.3","0","0.3",",0","22.05","3,,,0","36.08","3,,,0","83.4",",,,0","0",",,,0","26.07","1,0","31.90",",,,0","20.24","1,,,0","1142",",,,0"
"USC00121303","1999-08","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","","","","","7",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","17.3",",,0,20,","","","","","","","","","","","","","28.3",",,,0","0",",,,0","","","","","","","",""
"USC00121303","1999-09","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","","","70.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","9",",0","","","","","-5.6",",0,23,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,29,","36.7",",0,10,","156.8","2,,,0","","","50.6",",0","","","","","22.8",",,,0","0",",,,0","18.98",",0","27.92",",,,0","10.03",",,,0","1362",",,,0"
"USC00121303","1999-10","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","","","0.3","2,0","6",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","5","2,0","0",",0","13",",0","0",",0","","","","","-1.7","2,0,25,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,09,","26.1",",0,29,+","","","","","190.5",",0","","","","","61.1",",,,0","0",",,,0","11.91","2,0","19.19",",,,0","4.62","2,,,0","1609","1,,,0"
"USC00121303","1999-11","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","","","0.6","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","10","1,0","0","1,0","8","1,0","0","1,0","","","","","-6.1","1,0,30,","0",",,0,30,+","0",",,0,30,+","8.9",",,0,20,","25.6","1,0,02,+","","","","","270.7","1,0","","","","","22.6",",,,0","0",",,,0","9.02","1,0","15.55","1,,,0","2.48","1,,,0","",""
"USC00121303","1999-12","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","","","0.0","3,0","12",",0","6",",0","0",",0","","","1",",0","0","3,0","22","3,0","7",",0","0",",0","0",",0","","","","","-15.6","3,0,25,","","","38",",,0,16,","20.3",",,0,10,","15.0",",0,05,","","","","","488.4",",0","","","","","70.5",",,,0","79",",,,0","0.92","3,0","5.50",",,,0","-3.65","3,,,0","",""
"USC00121303","2000-01","39.9617","-86.0585","229.2","CARMEL 3 E, IN US","0.0","0","0.0","1,0","8",",0","3",",0","0",",0","9","3,0","3",",0","8","1,0","27","1,0","15",",0","0",",0","0",",0","","","","","-21.1","1,0,28,","203","3,,0,31,+","140",",,0,20,","11.2",",,0,04,","15.6",",0,03,","","","","","659.0",",0","","","","","32.1",",,,0","293",",,,0","-3.51","1,0","1.80",",,,0","-8.82","1,,,0","",""
