"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NZM00093678","1997-01","-42.417","173.7","101.0","KAIKOURA, NZ","10","2,S","9","2,S","0","2,S","","","","","","","","","","","","","23.9","2,,S,04,","","","79.7","2,,,S","","","",""
"NZM00093678","1997-02","-42.417","173.7","101.0","KAIKOURA, NZ","6",",S","4",",S","0",",S","","","","","","","","","","","","","21.1",",,S,05,","","","40.4",",,,S","","","",""
"NZM00093678","1997-03","-42.417","173.7","101.0","KAIKOURA, NZ","13","1,S","8","1,S","2","1,S","","","","","","","","","","","","","57.9","1,,S,05,","","","168.4","1,,,S","","","",""
"NZM00093678","1997-04","-42.417","173.7","101.0","KAIKOURA, NZ","12","5,S","9","5,S","0","5,S","","","","","","","","","","","","","9.9","5,,S,14,","","","53.3","5,,,S","","","",""
"NZM00093678","1997-05","-42.417","173.7","101.0","KAIKOURA, NZ","6","1,S","3","1,S","0","1,S","","","","","","","","","","","","","23.9","1,,S,24,","","","40.8","1,,,S","","","",""
"NZM00093678","1997-10","-42.417","173.7","101.0","KAIKOURA, NZ","4","1,S","2","1,S","0","1,S","","","","","","","","","","","","","17.0","1,,S,04,","","","23.1","1,,,S","","","",""
"NZM00093678","1997-11","-42.417","173.7","101.0","KAIKOURA, NZ","6",",S","1",",S","0",",S","","","","","","","","","","","","","7.1",",,S,09,","","","11.1",",,,S","","","",""
"NZM00093678","1997-12","-42.417","173.7","101.0","KAIKOURA, NZ","3","3,S","1","3,S","1","3,S","","","","","","","","","","","","","39.9","3,,S,28,","","","43.9","3,,,S","","","",""
"NZM00093678","1998-02","-42.417","173.7","101.0","KAIKOURA, NZ","3","3,S","0","3,S","0","3,S","","","","","","","","","","","","","2.0","3,,S,18,+","","","4.5","3,,,S","","","",""
"NZM00093678","1998-03","-42.417","173.7","101.0","KAIKOURA, NZ","4","5,S","1","5,S","1","5,S","","","","","","","","","","","","","67.1","5,,S,11,","","","69.1","5,,,S","","","",""
"NZM00093678","1998-04","-42.417","173.7","101.0","KAIKOURA, NZ","3","5,S","0","5,S","0","5,S","","","","","","","","","","","","","1.5","5,,S,20,","","","2.5","5,,,S","","","",""
"NZM00093678","1998-09","-42.417","173.7","101.0","KAIKOURA, NZ","4","5,S","2","5,S","0","5,S","","","","","","","","","","","","","7.9","5,,S,17,","","","16.5","5,,,S","","","",""
"NZM00093678","1998-10","-42.417","173.7","101.0","KAIKOURA, NZ","10","2,S","4","2,S","0","2,S","","","","","","","","","","","","","17.0","2,,S,15,","","","44.0","2,,,S","","","",""
