"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293682","1953-05","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","4.5","1,0","3",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","15","1,0","0","1,0","15","1,0","0","1,0","","","","","3","","-5.0","1,0,11,+","0",",T,0,02,","0",",T,0,15,+","1.8",",,0,15,","30.0","1,0,31,+","","","217.9","1,0","3.4",",,,0","0",",T,,0","11.22","1,0","20.50","1,,,0","1.93","1,,,0"
"USC00293682","1953-06","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","57.4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","6","","2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,12,","35.0",",0,26,+","","","16.4",",0","11.1",",,,0","0",",,,0","19.70",",0","30.25",",,,0","9.15",",,,0"
"USC00293682","1953-07","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","110.3",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","20","","10.6",",0,23,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,15,","35.0",",0,04,","0.0","0","0.0",",0","70.1",",,,0","0",",,,0","21.89",",0","30.04",",,,0","13.75",",,,0"
"USC00293682","1953-08","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","44.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","16","","4.4",",0,23,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,15,","33.3",",0,08,+","5.4","0","5.4",",0","20.1",",,,0","0",",,,0","19.58",",0","29.28",",,,0","9.88",",,,0"
"USC00293682","1953-09","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","1.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","30",",0","0",",0","","","","","2","","-2.2",",0,29,","0",",,0,30,+","0",",,0,30,+","0.5",",,0,08,","30.6",",0,27,+","71.5","0","66.1",",0","0.5",",,,0","0",",,,0","16.19",",0","28.00",",,,0","4.39",",,,0"
"USC00293682","1953-10","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","14",",0","0",",0","","","","","4","","-7.2",",0,27,+","0",",,0,31,+","0",",T,0,19,","8.1",",,0,19,","26.7",",0,09,","347.6","0","276.1",",0","8.6",",,,0","0",",T,,0","9.43",",0","19.85",",,,0","-1.00",",,,0"
"USC00293682","1953-11","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","1",",0","0",",0","1","","","","1","","-14.4",",0,20,","0",",T,0,20,+","0",",T,0,20,+","4.1",",,0,05,","21.1",",0,01,","789.3","0","441.7",",0","4.4",",,,0","0",",T,,0","3.61",",0","14.07",",,,0","-6.85",",,,0"
"USC00293682","1953-12","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","0.0",",0","5",",0","1",",0","0",",0","14",",0","3",",0","10",",0","31",",0","8",",0","0",",0","0",",0","2","","","","","","-23.3",",0,06,","152",",,0,05,","152",",,0,05,","6.6",",,0,04,","13.9",",0,01,","1510.8","0","721.5",",0","12.2",",,,0","284",",,,0","-4.94",",0","3.73",",,,0","-13.61",",,,0"
"USC00293682","1954-01","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","1",",0","1",",0","2",",0","31",",0","1",",0","0",",0","0",",0","4","","","","","","-20.6",",0,01,","25",",,0,13,","25",",,0,12,","2.3",",,0,25,","16.1",",0,29,","2094.4","0","583.6",",0","3.9",",,,0","25",",,,0","-0.49",",0","8.85",",,,0","-9.84",",,,0"
"USC00293682","1954-02","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","0",",0","0",",0","1","","","","","","-15.0",",0,28,","0",",T,0,15,","0",",T,0,27,+","0.8",",,0,14,","18.9",",0,12,","2529.3","0","434.9",",0","1.1",",,,0","0",",T,,0","2.80",",0","14.59",",,,0","-8.99",",,,0"
