"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00174326","1928-09","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","9",",6","9",",6","2",",6","0",",6","","","0",",T,6,27,","31.5",",,6,11,","147.6",",,,6","0",",T,,6"
"USC00174326","1928-10","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","5",",6","4",",6","0",",6","","","","","","","10.2",",,6,18,","27.7",",,,6","",""
"USC00174326","1929-05","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","10","1,6","10","1,6","1","1,6","0",",6","","","0",",T,6,08,","35.6","1,,6,04,","115.6","1,,,6","0",",T,,6"
"USC00174326","1929-06","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","6",",6","6",",6","2",",6","","","","","","","27.9",",,6,29,+","76.1",",,,6","",""
"USC00174326","1929-07","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","6",",6","6",",6","0",",6","","","","","","","12.7",",,6,14,","38.0",",,,6","",""
"USC00174326","1929-08","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","4",",6","4",",6","3",",6","","","","","","","38.1",",,6,24,","99.0",",,,6","",""
"USC00174326","1929-09","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","4",",6","4",",6","0",",6","","","","","","","10.2",",,6,09,","22.9",",,,6","",""
"USC00174326","1929-10","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","4",",6","4",",6","2",",6","","","","","","","27.9",",,6,23,","64.7",",,,6","",""
"USC00174326","1930-05","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","12",",6","12",",6","1",",6","0",",6","","","0",",,6,31,+","40.6",",,6,26,","116.7",",,,6","0",",,,6"
"USC00174326","1930-06","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","9",",6","9",",6","1",",6","","","","","","","45.7",",,6,19,","105.4",",,,6","",""
"USC00174326","1930-07","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","7",",6","7",",6","1",",6","0",",6","","","0",",,6,31,+","86.4",",,6,01,","157.5",",,,6","0",",,,6"
"USC00174326","1930-08","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","","","","","","","0",",6","","","0",",,6,31,+","","","","","0",",,,6"
"USC00174326","1935-05","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","6",",6","6",",6","1",",6","","","","","","","25.4",",,6,31,","75.0",",,,6","",""
"USC00174326","1935-06","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","10",",6","10",",6","3",",6","","","","","","","43.2",",,6,21,+","195.7",",,,6","",""
"USC00174326","1935-07","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","8",",6","8",",6","3",",6","","","","","","","57.2",",,6,07,","174.0",",,,6","",""
"USC00174326","1935-08","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","6",",6","6",",6","1",",6","","","","","","","30.5",",,6,05,","71.3",",,,6","",""
"USC00174326","1935-09","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","7",",6","7",",6","2",",6","","","","","","","38.1",",,6,05,","125.7",",,,6","",""
"USC00174326","1935-10","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","4",",6","3",",6","0",",6","0",",6","2","","0",",,6,31,+","12.7",",,6,23,","27.9",",,,6","0",",,,6"
"USC00174326","1936-05","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","7",",6","7",",6","0",",6","0",",6","","","0",",,6,31,+","19.1",",,6,27,","81.4",",,,6","0",",,,6"
"USC00174326","1936-06","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","6",",6","5",",6","0",",6","","","","","","","12.7",",,6,15,","38.1",",,,6","",""
"USC00174326","1936-07","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","7",",6","7",",6","0",",6","","","","","","","12.7",",,6,24,+","60.9",",,,6","",""
"USC00174326","1936-08","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","9",",6","9",",6","0",",6","","","","","","","20.3",",,6,29,+","78.8",",,,6","",""
"USC00174326","1937-05","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","8",",6","8",",6","3",",6","0",",6","","","0",",,6,31,+","55.9",",,6,20,","190.6",",,,6","0",",,,6"
"USC00174326","1937-06","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","9",",6","9",",6","2",",6","","","","","","","45.7",",,6,11,","119.3",",,,6","",""
"USC00174326","1937-07","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","6",",6","6",",6","0",",6","","","","","","","17.8",",,6,01,","54.7",",,,6","",""
"USC00174326","1937-08","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","3",",6","3",",6","1",",6","","","","","","","30.5",",,6,01,","48.3",",,,6","",""
"USC00174326","1937-09","44.959223","-70.153954","171.0","KINGFIELD 1, ME US","4",",6","4",",6","1",",6","","","","","","","109.2",",,6,14,","142.2",",,,6","",""
