"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00033008","1944-09","52.1167","23.6831","146.0","BREST, BO","","","6.0",",r","4",",r","3",",r","0",",r","","","0",",r","4",",r","0",",r","7",",r","0",",r","-2.0",",r,15,+","","","16.6",",,r,04,","29.8",",r,03,","","","174.5",",r","38.9",",,,r","12.72",",r","19.26",",,,r","6.17",",,,r"
"BOM00033008","1944-10","52.1167","23.6831","146.0","BREST, BO","","","0.0",",r","8",",r","3",",r","0",",r","","","0",",r","5",",r","0",",r","0",",r","0",",r","-2.5",",r,26,","","","10.0",",,r,03,","20.1",",r,12,","","","263.5",",r","25.1",",,,r","9.83",",r","13.72",",,,r","5.95",",,,r"
"BOM00033008","1944-11","52.1167","23.6831","146.0","BREST, BO","","","0.0","1,r","11",",r","7",",r","0",",r","","","0",",r","13",",r","3","1,r","0","1,r","0","1,r","-10.1",",r,18,","","","9.2",",,r,10,","13.0","1,r,03,","","","449.4","1,r","39.3",",,,r","2.85","1,r","5.37","1,,,r","0.34",",,,r"
"BOM00033008","1944-12","52.1167","23.6831","146.0","BREST, BO","","","0.0",",r","6",",r","2",",r","0",",r","","","0",",r","25",",r","17",",r","0",",r","0",",r","-14.8",",r,22,","","","4.6",",,r,11,","9.4",",r,11,","","","643.2",",r","12.8",",,,r","-2.42",",r","0.30",",,,r","-5.13",",,,r"
"BOM00033008","1945-01","52.1167","23.6831","146.0","BREST, BO","0.0","r","0.0",",r","10",",r","2",",r","0",",r","","","2",",r","30",",r","22",",r","0",",r","0",",r","-23.0",",r,29,","","","3.1",",,r,21,","3.6",",r,11,","","","757.7",",r","13.7",",,,r","-6.11",",r","-3.17",",,,r","-9.05",",,,r"
"BOM00033008","1945-02","52.1167","23.6831","146.0","BREST, BO","0.0","r","0.0",",r","13",",r","4",",r","0",",r","","","0",",r","22",",r","7",",r","0",",r","0",",r","-8.5",",r,21,","","","7.2",",,r,26,","8.3",",r,28,","","","526.0",",r","33.5",",,,r","-0.45",",r","1.68",",,,r","-2.58",",,,r"
"BOM00033008","1945-03","52.1167","23.6831","146.0","BREST, BO","0.0","r","0.0",",r","12",",r","3",",r","0",",r","","","0",",r","15",",r","8",",r","0",",r","0",",r","-17.3",",r,12,","","","2.8",",,r,10,","18.1",",r,27,","","","520.2",",r","18.0",",,,r","1.55",",r","5.43",",,,r","-2.32",",,,r"
"BOM00033008","1945-04","52.1167","23.6831","146.0","BREST, BO","0.0","r","0.0",",r","13",",r","8",",r","0",",r","","","0",",r","7",",r","0",",r","0",",r","0",",r","-2.7",",r,13,","","","11.7",",,r,24,","20.1",",r,28,","","","339.5",",r","58.0",",,,r","7.02",",r","11.14",",,,r","2.89",",,,r"
"BOM00033008","1945-05","52.1167","23.6831","146.0","BREST, BO","4.1","r","4.1",",r","11",",r","6",",r","0",",r","","","0",",r","0",",r","0",",r","8",",r","0",",r","1.9",",r,01,","","","14.2",",,r,22,","26.5",",r,30,","","","190.0",",r","50.0",",,,r","12.34",",r","17.67",",,,r","7.00",",,,r"
"BOM00033008","1945-06","52.1167","23.6831","146.0","BREST, BO","6.8","r","2.7",",r","12",",r","5",",r","0",",r","","","0",",r","0",",r","0",",r","18",",r","0",",r","4.9",",r,18,","","","21.7",",,r,28,","28.2",",r,08,","","","85.7",",r","55.3",",,,r","15.57",",r","20.79",",,,r","10.34",",,,r"
