"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MGM00044358","1961-03","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","3","5,S","0","5,S","0","5,S","","","","","","","16.1","5,S,16,","","","","","7.05","5,,,S","",""
"MGM00044358","1961-06","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","0","5,S","24","5,S","8","5,S","","","","","","","38.9","5,S,09,","","","","","30.07","5,,,S","",""
"MGM00044358","1961-10","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","0","5,S","3","5,S","0","5,S","","","","","","","25.0","5,S,09,","","","","","13.12","5,,,S","",""
"MGM00044358","1961-11","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","12","5,S","0","5,S","0","5,S","","","","","","","13.9","5,S,01,","","","","","2.56","5,,,S","",""
"MGM00044358","1962-02","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","21","4,S","0","4,S","0","4,S","","","","","","","5.0","4,S,19,","","","","","-4.46","4,,,S","",""
"MGM00044358","1962-03","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","12","3,S","0","3,S","0","3,S","","","","","","","17.2","3,S,30,","","","","","2.95","3,,,S","",""
"MGM00044358","1962-10","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","0","4,S","2","4,S","0","4,S","","","","","","","26.1","4,S,01,","","","","","14.43","4,,,S","",""
"MGM00044358","1963-01","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","26","5,S","0","5,S","0","5,S","","","","","","","-2.2","5,S,26,+","","","","","-9.00","5,,,S","",""
"MGM00044358","1963-04","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","0","5,S","3","5,S","0","5,S","","","","","","","26.1","5,S,11,","","","","","13.40","5,,,S","",""
"MGM00044358","1963-10","43.733","111.9","964.0","ZAMYN UUD, MG","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","","","20.0","5,S,27,","","","","","10.92","5,,,S","",""
